champion1,champion2,games,wins,win_rate
Nidalee,Varus,2,1,50.0
Poppy,Ashe,1,1,100.0
Rammus,Zeri,1,1,100.0
Belveth,Sivir,1,0,0.0
Nidalee,Tristana,1,1,100.0
Poppy,Zeri,1,0,0.0
Lee Sin,Tristana,1,1,100.0
Xin Zhao,Jhin,1,0,0.0
Nidalee,Senna,1,0,0.0
Kindred,Varus,1,1,100.0
Jarvan IV,Sivir,1,1,100.0
Ivern,Miss Fortune,1,1,100.0
Nunu & Willump,Kaisa,1,0,0.0
Viego,Twitch,1,1,100.0
Ekko,Urgot,1,0,0.0
Viego,Zyra,1,1,100.0
Viego,Varus,1,0,0.0
Udyr,Irelia,1,1,100.0
Fiddlesticks,Corki,1,0,0.0
Talon,Aphelios,1,1,100.0
