champion1,champion2,games,wins,win_rate
Shaco,Belveth,1,1,100.0
Janna,Nidalee,1,0,0.0
Sona,Gwen,1,0,0.0
Milio,Elise,1,1,100.0
Milio,Lee Sin,1,1,100.0
Thresh,Lee Sin,1,0,0.0
Braum,Poppy,1,1,100.0
Lulu,Rammus,1,1,100.0
Zilean,Lee Sin,1,0,0.0
Lulu,Poppy,1,0,0.0
Jarvan IV,Xin Zhao,1,0,0.0
Renata,Kindred,1,1,100.0
Milio,Graves,1,0,0.0
Nautilus,Ivern,1,1,100.0
Pyke,Nunu & Willump,1,0,0.0
Leona,Viego,1,1,100.0
Bard,Ekko,1,0,0.0
Sona,Viego,1,1,100.0
Pyke,Lee Sin,1,1,100.0
Nami,Viego,1,0,0.0
Janna,Udyr,1,1,100.0
Bard,Fiddlesticks,1,0,0.0
