champion1,champion2,games,wins,win_rate
Lulu,Viego,677,357,52.73
Karma,Belveth,167,91,54.49
Braum,Nocturne,229,113,49.34
Elise,Jarvan IV,130,58,44.62
Bard,Viego,669,370,55.31
Alistar,Kindred,280,150,53.57
Nautilus,Trundle,381,194,50.92
Alistar,Shaco,168,95,56.55
Nautilus,Ekko,391,175,44.76
Pantheon,Diana,35,16,45.71
Camille,Wukong,11,8,72.73
Janna,Elise,73,44,60.27
Lulu,Pantheon,630,333,52.86
Pyke,Kindred,147,82,55.78
Sona,Jarvan IV,418,177,42.34
Seraphine,Belveth,45,32,71.11
Rell,Trundle,397,184,46.35
Seraphine,Viego,141,59,41.84
Lulu,Sejuani,66,26,39.39
Poppy,Shaco,58,23,39.66
Alistar,Viego,1008,537,53.27
Taric,Pantheon,84,41,48.81
Heimerdinger,Pantheon,16,3,18.75
Zyra,Xin Zhao,54,15,27.78
Soraka,Ivern,81,43,53.09
Alistar,Xin Zhao,462,190,41.13
Yuumi,Graves,49,13,26.53
Sona,Wukong,195,91,46.67
Lulu,Lee Sin,644,338,52.48
Braum,Pantheon,509,267,52.46
Rell,Qiyana,148,79,53.38
Alistar,Pantheon,795,407,51.19
Rakan,Vi,495,220,44.44
Alistar,Zed,537,290,54.0
Braum,Elise,91,61,67.03
Renata,Zyra,12,8,66.67
Fiddlesticks,Ekko,24,8,33.33
Nautilus,Lee Sin,822,410,49.88
Milio,Pantheon,257,115,44.75
Nami,Udyr,271,132,48.71
Pyke,Volibear,167,71,42.51
Janna,Kayn,200,78,39.0
Leona,Ivern,140,84,60.0
Kled,Dr. Mundo,5,0,0.0
Poppy,Viego,289,161,55.71
Rell,Hecarim,245,88,35.92
Zilean,Viego,286,157,54.9
Rakan,Ivern,102,57,55.88
Janna,Fiddlesticks,62,31,50.0
Rell,Taliyah,96,50,52.08
Zyra,Ivern,14,6,42.86
Lux,Jarvan IV,65,49,75.38
Milio,Udyr,98,42,42.86
Sona,Shaco,65,23,35.38
Pantheon,Yuumi,2,0,0.0
Nami,Gwen,187,105,56.15
Neeko,Gwen,60,30,50.0
Pyke,Ekko,250,143,57.2
Sona,Belveth,137,91,66.42
Yuumi,Rammus,17,2,11.76
Shen,Nunu & Willump,8,2,25.0
Nautilus,Graves,184,91,49.46
Leona,Nunu & Willump,48,25,52.08
Karma,Volibear,293,155,52.9
Nautilus,Nunu & Willump,139,66,47.48
Nidalee,Ivern,5,4,80.0
Poppy,Hecarim,97,34,35.05
Neeko,Talon,187,120,64.17
Alistar,Karthus,174,75,43.1
Sylas,Gragas,3,0,0.0
Zoe,Viego,39,20,51.28
Poppy,Volibear,69,54,78.26
Nautilus,Nidalee,514,270,52.53
Rell,Lee Sin,767,398,51.89
Nautilus,Hecarim,317,143,45.11
Alistar,Nidalee,414,211,50.97
Gragas,Karthus,10,1,10.0
Nami,Ambessa,66,41,62.12
Pyke,Ambessa,37,28,75.68
Morgana,Qiyana,28,9,32.14
Bard,Jarvan IV,628,292,46.5
Blitzcrank,Nidalee,67,47,70.15
Alistar,Volibear,244,157,64.34
Karma,Jax,114,90,78.95
Poppy,Vayne,12,9,75.0
Karma,Lee Sin,722,308,42.66
Rell,Volibear,263,136,51.71
Karma,Poppy,114,67,58.77
Renata,Wukong,49,30,61.22
Janna,Talon,216,92,42.59
Senna,Nunu & Willump,51,35,68.63
Neeko,Zac,86,46,53.49
Diana,Volibear,3,0,0.0
Shaco,Belveth,9,3,33.33
Janna,Nidalee,125,68,54.4
Sona,Gwen,105,59,56.19
Milio,Elise,85,27,31.76
Milio,Lee Sin,378,220,58.2
Thresh,Lee Sin,393,209,53.18
Braum,Poppy,97,43,44.33
Lulu,Rammus,85,46,54.12
Zilean,Lee Sin,209,89,42.58
Lulu,Poppy,123,69,56.1
Jarvan IV,Xin Zhao,3,0,0.0
Renata,Kindred,37,20,54.05
Milio,Graves,114,58,50.88
Alistar,Mordekaiser,21,14,66.67
Bard,Nunu & Willump,89,22,24.72
Pyke,Mordekaiser,19,19,100.0
Neeko,Jarvan IV,366,194,53.01
Rakan,Pantheon,605,288,47.6
Sona,Trundle,210,117,55.71
Pyke,Elise,120,69,57.5
Zyra,Jarvan IV,76,20,26.32
Rakan,Skarner,37,26,70.27
Pyke,Trundle,204,90,44.12
Pyke,Vi,180,103,57.22
Braum,Shyvana,36,19,52.78
Teemo,Lee Sin,24,13,54.17
Alistar,Nocturne,329,185,56.23
Alistar,Ambessa,55,36,65.45
Tahm Kench,Xin Zhao,39,21,53.85
Leona,Nidalee,152,54,35.53
Taric,KhaZix,35,13,37.14
Leona,Trundle,162,99,61.11
Neeko,Trundle,143,82,57.34
Alistar,Sejuani,66,28,42.42
Lulu,Hecarim,277,139,50.18
Milio,Hecarim,145,59,40.69
Nautilus,Udyr,246,134,54.47
Leona,Lee Sin,256,129,50.39
Rell,Nocturne,261,114,43.68
Neeko,Volibear,103,51,49.51
VelKoz,Pantheon,68,36,52.94
Trundle,Xin Zhao,15,5,33.33
Tahm Kench,Elise,30,6,20.0
Braum,Ekko,307,143,46.58
Karma,Wukong,311,138,44.37
Sona,Pantheon,422,194,45.97
Bard,Zac,138,75,54.35
Poppy,Trundle,145,76,52.41
Rell,Ekko,338,223,65.98
Senna,Volibear,99,44,44.44
Lulu,Jarvan IV,616,356,57.79
Rell,Master Yi,227,118,51.98
Nautilus,Pantheon,798,405,50.75
Alistar,Chogath,29,9,31.03
Bard,Shaco,141,58,41.13
Karma,Skarner,74,23,31.08
Lulu,Xin Zhao,532,272,51.13
Nautilus,Fiddlesticks,120,74,61.67
Leona,Olaf,18,3,16.67
Rakan,Elise,60,18,30.0
Galio,KhaZix,8,8,100.0
Blitzcrank,Vi,122,48,39.34
Fiddlesticks,Belveth,23,16,69.57
Lulu,Diana,192,100,52.08
Yuumi,Karthus,44,24,54.55
Lulu,Zed,336,145,43.15
Lulu,Vi,310,170,54.84
Rell,Wukong,292,152,52.05
Lulu,Rengar,176,70,39.77
Soraka,Nunu & Willump,105,55,52.38
Nami,Skarner,102,51,50.0
Neeko,Nunu & Willump,93,49,52.69
Renata,Shen,4,1,25.0
VelKoz,Belveth,30,27,90.0
Rakan,KhaZix,200,96,48.0
Nami,Talon,489,271,55.42
Yuumi,Zac,39,25,64.1
Thresh,Volibear,182,106,58.24
Renata,Udyr,33,24,72.73
Nautilus,Vi,451,170,37.69
Nami,Poppy,157,78,49.68
Karma,Pantheon,671,353,52.61
Rakan,Qiyana,96,63,65.62
Bard,Ambessa,69,42,60.87
Soraka,Karthus,68,39,57.35
Karma,Ekko,313,135,43.13
Pyke,Jarvan IV,290,111,38.28
Poppy,Zed,241,102,42.32
Elise,Naafiri,78,49,62.82
Braum,Volibear,210,96,45.71
Thresh,Wukong,221,130,58.82
Blitzcrank,Zac,51,35,68.63
Poppy,Kindred,105,54,51.43
Nautilus,Taliyah,129,53,41.09
Rell,Pantheon,714,363,50.84
Neeko,Lee Sin,390,174,44.62
Lulu,Wukong,327,179,54.74
Poppy,Nidalee,134,82,61.19
Sona,Lee Sin,480,270,56.25
Galio,Vi,11,5,45.45
Poppy,Lee Sin,245,124,50.61
Lulu,Talon,302,149,49.34
Thresh,Viego,521,250,47.98
Braum,Vi,223,160,71.75
Rakan,Talon,244,108,44.26
Sona,Nunu & Willump,124,76,61.29
Elise,Graves,17,4,23.53
Sona,Rengar,165,76,46.06
Fiddlesticks,Lee Sin,60,34,56.67
Sona,Rammus,47,34,72.34
Seraphine,Hecarim,81,48,59.26
Blitzcrank,Pantheon,205,110,53.66
Nautilus,Shaco,193,89,46.11
Leona,Hecarim,88,50,56.82
Sona,Zed,225,125,55.56
Karma,Jarvan IV,518,287,55.41
Pyke,Aurelion Sol,7,0,0.0
Rammus,Zed,7,7,100.0
Rammus,Ekko,6,6,100.0
Karma,Fiddlesticks,112,56,50.0
Seraphine,Jarvan IV,122,55,45.08
Nami,Ekko,542,254,46.86
Blitzcrank,Gwen,38,17,44.74
Nautilus,Wukong,429,190,44.29
Nami,Volibear,328,161,49.09
Lulu,Graves,141,80,56.74
Sylas,Jarvan IV,33,22,66.67
Trundle,Nunu & Willump,14,5,35.71
Lulu,Reksai,88,35,39.77
Karma,Nunu & Willump,159,90,56.6
Braum,Jarvan IV,374,195,52.14
Neeko,Hecarim,112,54,48.21
Rakan,Nunu & Willump,97,49,50.52
Thresh,Chogath,12,0,0.0
Lulu,Nunu & Willump,190,114,60.0
Alistar,Nunu & Willump,217,120,55.3
Alistar,Elise,146,70,47.95
Jhin,Nunu & Willump,11,8,72.73
Leona,Kindred,132,83,62.88
Poppy,Nunu & Willump,34,21,61.76
Neeko,Qiyana,73,41,56.16
Rell,Nunu & Willump,151,72,47.68
Janna,Pantheon,399,224,56.14
Neeko,Xin Zhao,225,106,47.11
Sylas,Qiyana,17,7,41.18
Janna,Nunu & Willump,68,41,60.29
Nautilus,Dr. Mundo,178,93,52.25
Shaco,Nunu & Willump,2,2,100.0
Rakan,Kindred,136,76,55.88
Morgana,Ivern,13,12,92.31
Pyke,Nunu & Willump,104,54,51.92
Thresh,Talon,233,139,59.66
Nami,Xin Zhao,530,285,53.77
Blitzcrank,Volibear,118,50,42.37
Pyke,Pantheon,369,186,50.41
Rell,Ambessa,24,6,25.0
Leona,Viego,463,243,52.48
Nami,Nunu & Willump,155,88,56.77
Braum,Trundle,278,143,51.44
Braum,Nunu & Willump,96,44,45.83
Seraphine,Lee Sin,124,68,54.84
Yuumi,Qiyana,57,25,43.86
Zac,Nunu & Willump,4,4,100.0
Nautilus,Master Yi,197,94,47.72
Elise,Viego,160,76,47.5
Neeko,Shaco,72,35,48.61
Alistar,Fiddlesticks,126,45,35.71
Nidalee,Nunu & Willump,9,5,55.56
Lulu,Nidalee,192,106,55.21
Yuumi,Nunu & Willump,47,25,53.19
Thresh,Nunu & Willump,111,45,40.54
Zilean,Naafiri,35,15,42.86
Poppy,Briar,19,11,57.89
Pyke,Belveth,99,72,72.73
Nautilus,Naafiri,309,171,55.34
Fiddlesticks,Hecarim,14,3,21.43
Zilean,Nunu & Willump,61,37,60.66
Trundle,Zyra,4,0,0.0
Trundle,Reksai,9,4,44.44
Milio,Nunu & Willump,68,31,45.59
Rell,Talon,278,167,60.07
Renata,Fiddlesticks,15,13,86.67
Braum,Evelynn,47,27,57.45
Pyke,Viego,438,237,54.11
Rakan,Trundle,184,78,42.39
Sona,Nidalee,140,72,51.43
Blitzcrank,Sejuani,25,5,20.0
Nautilus,Talon,366,168,45.9
Zilean,Jarvan IV,198,99,50.0
Rakan,Nocturne,397,230,57.93
Bard,KhaZix,219,115,52.51
Tahm Kench,Trundle,35,16,45.71
Karma,Elise,134,72,53.73
Rell,Udyr,308,142,46.1
Leona,Nocturne,109,59,54.13
Sett,Morgana,7,0,0.0
Soraka,KhaZix,154,80,51.95
Bard,Trundle,297,150,50.51
Sona,Elise,76,17,22.37
Soraka,Nocturne,129,65,50.39
Zilean,Nocturne,129,57,44.19
Nautilus,Nocturne,270,105,38.89
Leona,KhaZix,106,49,46.23
Pyke,Gwen,78,45,57.69
Leona,Ekko,132,67,50.76
Janna,Nocturne,136,76,55.88
Poppy,Elise,59,37,62.71
Nami,Nocturne,405,237,58.52
Nautilus,Sejuani,63,25,39.68
Soraka,Xin Zhao,335,185,55.22
Cassiopeia,KhaZix,7,0,0.0
Nautilus,Volibear,284,120,42.25
Nami,Jarvan IV,797,384,48.18
Karma,Morgana,21,13,61.9
Senna,Nocturne,132,59,44.7
Senna,Rengar,98,58,59.18
Twisted Fate,Viego,17,9,52.94
Sona,Nocturne,141,84,59.57
Rell,Elise,183,98,53.55
Soraka,Rammus,49,30,61.22
Dr. Mundo,Xin Zhao,9,0,0.0
Bard,Nocturne,205,97,47.32
Blitzcrank,Nocturne,95,55,57.89
Karma,Vi,356,168,47.19
Rakan,Poppy,131,55,41.98
Karma,KhaZix,244,122,50.0
Dr. Mundo,Amumu,4,4,100.0
Lulu,Zac,162,77,47.53
Lulu,Elise,150,69,46.0
Nautilus,Poppy,150,66,44.0
Neeko,Poppy,100,62,62.0
Bard,Elise,99,64,64.65
Sona,Hecarim,216,103,47.69
Neeko,Elise,49,21,42.86
Maokai,Lee Sin,65,31,47.69
Twisted Fate,Fiddlesticks,3,0,0.0
Zyra,Elise,10,0,0.0
Neeko,Nocturne,186,98,52.69
Dr. Mundo,Elise,7,7,100.0
Morgana,Lillia,31,12,38.71
Camille,Elise,20,10,50.0
Rell,Nidalee,378,196,51.85
Leona,Master Yi,65,40,61.54
Poppy,Nocturne,98,59,60.2
Taric,Jarvan IV,82,32,39.02
Sona,Udyr,171,83,48.54
Thresh,Nocturne,171,77,45.03
Shaco,Xin Zhao,28,10,35.71
Braum,Zed,311,173,55.63
Nami,Elise,138,63,45.65
Karma,Brand,14,8,57.14
Blitzcrank,Xin Zhao,117,64,54.7
Lulu,Nocturne,257,110,42.8
Gragas,Jarvan IV,40,15,37.5
Galio,Belveth,14,8,57.14
Ahri,Trundle,3,3,100.0
Alistar,Jax,123,64,52.03
Neeko,Udyr,117,63,53.85
Maokai,Pantheon,81,43,53.09
Nautilus,KhaZix,257,116,45.14
Soraka,Trundle,191,94,49.21
Braum,Hecarim,225,113,50.22
Zyra,Viego,84,36,42.86
Leona,Pantheon,281,127,45.2
Milio,Nocturne,121,43,35.54
Neeko,Belveth,57,34,59.65
Alistar,Gwen,160,87,54.37
Taric,Fiddlesticks,24,11,45.83
Thresh,Elise,139,78,56.12
Fiddlesticks,Zed,46,26,56.52
Maokai,Jarvan IV,41,26,63.41
Tahm Kench,Wukong,56,46,82.14
Shen,Vi,21,15,71.43
Braum,Viego,629,308,48.97
Taric,Nocturne,54,28,51.85
Renata,Pantheon,80,47,58.75
Senna,Jarvan IV,204,138,67.65
Trundle,Diana,19,13,68.42
Rell,Poppy,160,96,60.0
Tahm Kench,Nocturne,31,19,61.29
Sona,Fiddlesticks,102,50,49.02
Nautilus,Gwen,129,64,49.61
Rell,Jarvan IV,636,346,54.4
Pyke,Taliyah,48,8,16.67
Shen,Corki,9,0,0.0
Taric,Viego,153,78,50.98
Soraka,Nidalee,109,69,63.3
Shen,Nidalee,9,0,0.0
Lulu,Ambessa,45,33,73.33
Rell,Zyra,74,25,33.78
Alistar,Vi,346,152,43.93
Karma,Ambessa,64,24,37.5
Rell,Xin Zhao,414,202,48.79
Nautilus,Chogath,11,0,0.0
Nami,Karthus,162,61,37.65
Poppy,Lillia,49,27,55.1
Karma,Zac,113,67,59.29
Shaco,Pantheon,38,24,63.16
Pyke,Skarner,24,11,45.83
Braum,Tryndamere,3,0,0.0
Tahm Kench,Vi,23,6,26.09
Soraka,Jarvan IV,393,240,61.07
Poppy,Jarvan IV,233,130,55.79
Neeko,Zed,259,156,60.23
Tahm Kench,Jarvan IV,59,31,52.54
Heimerdinger,Jarvan IV,9,4,44.44
Alistar,Qiyana,135,71,52.59
Neeko,Ambessa,62,39,62.9
Sona,Gragas,43,27,62.79
Lulu,Ekko,356,161,45.22
Fiddlesticks,Vi,66,41,62.12
Taric,Talon,56,29,51.79
Nami,Trundle,395,184,46.58
Blitzcrank,Viego,372,159,42.74
Nunu & Willump,Nidalee,3,0,0.0
Janna,Karthus,78,39,50.0
Karma,Nidalee,183,88,48.09
Zyra,Zed,54,34,62.96
Shen,Lee Sin,18,9,50.0
Nami,Zed,574,216,37.63
Braum,Qiyana,95,43,45.26
Blitzcrank,Talon,106,58,54.72
Kennen,Pantheon,15,9,60.0
Galio,Lee Sin,34,10,29.41
Shaco,Wukong,30,14,46.67
Braum,Wukong,264,131,49.62
Sylas,Lee Sin,44,30,68.18
Seraphine,Zed,80,33,41.25
Nautilus,Karthus,227,121,53.3
Nami,Zyra,62,19,30.65
Nidalee,Volibear,36,19,52.78
Bard,Graves,124,51,41.13
Alistar,Naafiri,366,195,53.28
Mel,Vi,30,10,33.33
Leona,Udyr,83,39,46.99
Lulu,Evelynn,69,37,53.62
Thresh,Zyra,26,15,57.69
Bard,Qiyana,85,62,72.94
Pantheon,KhaZix,29,14,48.28
Rell,Dr. Mundo,215,130,60.47
Braum,Shaco,91,55,60.44
Quinn,Taliyah,1,0,0.0
Nidalee,Ambessa,11,6,54.55
Zoe,Trundle,19,16,84.21
Neeko,Pantheon,341,177,51.91
Rakan,Udyr,217,106,48.85
Pyke,Evelynn,41,32,78.05
Karma,Naafiri,236,100,42.37
Neeko,Naafiri,149,54,36.24
Senna,KhaZix,100,46,46.0
Trundle,Evelynn,8,7,87.5
Rakan,Xin Zhao,315,169,53.65
Trundle,Brand,5,0,0.0
Sona,Vi,152,78,51.32
Trundle,Talon,12,6,50.0
Akali,Naafiri,2,0,0.0
Rell,Ivern,204,103,50.49
Elise,Diana,19,13,68.42
Elise,Vi,70,22,31.43
Milio,Nidalee,74,39,52.7
Sona,Viego,451,249,55.21
Karma,Nocturne,219,116,52.97
Ashe,Pantheon,11,3,27.27
Blitzcrank,Trundle,89,49,55.06
Neeko,Ivern,77,30,38.96
Fiddlesticks,Jarvan IV,71,38,53.52
Pyke,Talon,133,76,57.14
Poppy,Pantheon,303,188,62.05
Renata,Naafiri,52,27,51.92
Zyra,Pantheon,54,17,31.48
Senna,Zed,119,42,35.29
Pyke,Lee Sin,367,173,47.14
Yuumi,Ambessa,31,9,29.03
Pyke,Qiyana,61,37,60.66
Thresh,Qiyana,100,52,52.0
Nidalee,Rengar,15,6,40.0
Thresh,Trundle,128,78,60.94
Braum,Rengar,160,84,52.5
Leona,Karthus,62,25,40.32
Nautilus,Zac,157,103,65.61
Pyke,Poppy,91,61,67.03
Soraka,Viego,446,267,59.87
Pyke,Zyra,39,15,38.46
LeBlanc,Jarvan IV,20,7,35.0
Alistar,Ivern,289,112,38.75
Braum,Nidalee,180,96,53.33
Heimerdinger,Poppy,3,3,100.0
Pyke,Rengar,108,74,68.52
Yuumi,KhaZix,59,23,38.98
Xin Zhao,Lee Sin,5,4,80.0
Braum,Naafiri,155,55,35.48
Karma,Sylas,17,8,47.06
Nautilus,Zed,587,246,41.91
Lux,Volibear,42,19,45.24
Galio,Hecarim,12,8,66.67
Soraka,Corki,6,0,0.0
Blitzcrank,Jax,33,23,69.7
Rell,Shaco,86,39,45.35
Bard,Ivern,84,38,45.24
Alistar,Gragas,43,11,25.58
Maokai,Nidalee,26,9,34.62
Ivern,Rengar,15,11,73.33
Janna,Hecarim,163,75,46.01
Lulu,Volibear,306,150,49.02
Blitzcrank,Zed,113,58,51.33
Janna,Shaco,63,31,49.21
Sona,Ekko,275,138,50.18
Janna,Volibear,201,115,57.21
Nautilus,Rengar,272,132,48.53
Alistar,Belveth,172,93,54.07
Sona,Evelynn,50,30,60.0
Nami,Jax,89,67,75.28
Nami,Evelynn,122,70,57.38
Karma,Zed,461,188,40.78
Rakan,Rengar,199,114,57.29
Neeko,Wukong,227,82,36.12
Rakan,Zyra,46,23,50.0
Sona,Sejuani,37,15,40.54
Nami,Belveth,201,112,55.72
Milio,Master Yi,96,49,51.04
Braum,KhaZix,152,65,42.76
Janna,Zac,90,43,47.78
Elise,Volibear,32,17,53.12
Lux,Pantheon,97,63,64.95
Sylas,Nunu & Willump,6,1,16.67
Galio,Pantheon,30,22,73.33
Alistar,KhaZix,258,118,45.74
Rakan,Diana,168,77,45.83
Rakan,Fiddlesticks,69,26,37.68
Neeko,Nidalee,98,54,55.1
Alistar,Zeri,13,9,69.23
Rell,Naafiri,261,117,44.83
Poppy,Zyra,17,10,58.82
Poppy,Gwen,29,18,62.07
Janna,Xin Zhao,214,116,54.21
Mel,Pantheon,62,25,40.32
Braum,Kayn,162,71,43.83
Janna,Wukong,121,58,47.93
Gragas,Jax,9,1,11.11
Camille,Kindred,8,5,62.5
Leona,Vi,152,65,42.76
Rell,Graves,118,66,55.93
Gragas,Evelynn,7,3,42.86
Zac,Xin Zhao,8,5,62.5
Nautilus,Lillia,221,115,52.04
Maokai,Wukong,28,16,57.14
Xin Zhao,Evelynn,1,1,100.0
Nautilus,Ivern,295,174,58.98
Amumu,KhaZix,5,5,100.0
Thresh,Xin Zhao,296,161,54.39
Zilean,Nidalee,40,13,32.5
Seraphine,Pantheon,118,61,51.69
Seraphine,Trundle,63,39,61.9
Rakan,Dr. Mundo,99,33,33.33
Sona,Ivern,54,30,55.56
Bard,Wukong,344,165,47.97
Elise,Qiyana,40,27,67.5
Blitzcrank,Kindred,97,59,60.82
Pyke,Zac,96,41,42.71
Milio,Belveth,98,48,48.98
Bard,Belveth,130,63,48.46
Zilean,Ambessa,16,5,31.25
Nidalee,Jarvan IV,59,31,52.54
Neeko,Vi,262,147,56.11
Karma,Xin Zhao,581,260,44.75
Soraka,Diana,107,55,51.4
Chogath,Trundle,5,5,100.0
Milio,Viego,335,157,46.87
Nami,Viego,992,460,46.37
Cassiopeia,Belveth,1,1,100.0
Rell,KhaZix,243,93,38.27
Neeko,Ekko,117,35,29.91
Chogath,Shaco,7,7,100.0
Yuumi,Lee Sin,171,75,43.86
Nami,Zac,199,99,49.75
VelKoz,Volibear,22,16,72.73
Blitzcrank,Belveth,66,33,50.0
Soraka,Pantheon,355,172,48.45
Braum,Talon,204,103,50.49
Nautilus,Qiyana,190,112,58.95
Fiddlesticks,Graves,27,13,48.15
Nautilus,Belveth,217,118,54.38
Alistar,Udyr,196,113,57.65
Fiddlesticks,Qiyana,15,15,100.0
Elise,Lee Sin,159,88,55.35
Nidalee,Pantheon,45,14,31.11
Zilean,Qiyana,67,48,71.64
Thresh,Belveth,100,55,55.0
Pyke,Rammus,25,11,44.0
Thresh,Fiddlesticks,112,55,49.11
Nautilus,Xin Zhao,516,213,41.28
Yuumi,Trundle,46,27,58.7
Senna,Belveth,38,16,42.11
Nautilus,Skarner,66,34,51.52
Gwen,Graves,4,0,0.0
Leona,Gwen,58,26,44.83
Riven,Belveth,2,2,100.0
Zoe,Pantheon,35,12,34.29
Taliyah,Gwen,4,4,100.0
Bard,Nidalee,241,131,54.36
Lulu,Belveth,152,80,52.63
Rakan,Graves,101,52,51.49
Lulu,Qiyana,141,91,64.54
Rell,Kindred,217,150,69.12
Milio,Ekko,253,118,46.64
Rakan,Hecarim,243,109,44.86
Karma,Qiyana,138,57,41.3
Zilean,Belveth,44,20,45.45
Braum,Taliyah,60,25,41.67
Elise,Nocturne,74,41,55.41
Taric,Qiyana,15,11,73.33
Alistar,Rengar,199,113,56.78
Zac,Jarvan IV,10,1,10.0
Nami,Graves,191,103,53.93
Maokai,Belveth,18,15,83.33
Galio,Zyra,2,0,0.0
Bard,Volibear,276,114,41.3
Soraka,Jax,48,33,68.75
Sylas,Fiddlesticks,16,7,43.75
Rakan,Wukong,297,157,52.86
Ahri,Belveth,4,4,100.0
Bard,Rengar,163,75,46.01
Nami,Gragas,70,36,51.43
Janna,Belveth,72,44,61.11
VelKoz,Reksai,7,5,71.43
Nautilus,Shyvana,52,19,36.54
Karma,Gragas,46,25,54.35
Lulu,Udyr,234,111,47.44
Alistar,Graves,176,114,64.77
Leona,Belveth,51,23,45.1
Neeko,Rammus,38,16,42.11
Nunu & Willump,Viego,11,4,36.36
Morgana,Belveth,14,5,35.71
Pyke,Fiddlesticks,73,30,41.1
Soraka,Kindred,99,61,61.62
Alistar,Evelynn,76,33,43.42
Nami,Kindred,375,225,60.0
Nami,Kayn,500,221,44.2
Thresh,Sejuani,29,8,27.59
Soraka,Maokai,14,11,78.57
Milio,Qiyana,54,26,48.15
Rakan,Ekko,302,143,47.35
Sona,Naafiri,147,84,57.14
Milio,Reksai,23,15,65.22
Teemo,Ekko,23,14,60.87
Zyra,Vi,38,29,76.32
Shen,Pantheon,18,7,38.89
Milio,KhaZix,142,73,51.41
Renata,Jarvan IV,51,32,62.75
Soraka,Lee Sin,334,211,63.17
Soraka,Zed,253,118,46.64
Nautilus,Corki,23,12,52.17
Taric,Ivern,44,25,56.82
Alistar,Sylas,33,22,66.67
Nautilus,Briar,69,38,55.07
Nami,Sejuani,109,57,52.29
Karma,Karthus,116,33,28.45
Soraka,Hecarim,135,68,50.37
Pyke,Hecarim,154,80,51.95
Senna,Karthus,37,10,27.03
Soraka,Fiddlesticks,68,29,42.65
Soraka,Shaco,79,31,39.24
Alistar,Kayn,347,169,48.7
Trundle,Teemo,2,0,0.0
Rakan,Karthus,112,50,44.64
Leona,Qiyana,70,34,48.57
Milio,Kayn,174,71,40.8
Renata,Volibear,45,18,40.0
Soraka,Gwen,84,56,66.67
Nami,Naafiri,338,172,50.89
Karma,Gwen,130,79,60.77
Thresh,Vi,215,113,52.56
Soraka,Talon,179,74,41.34
Soraka,Zac,115,64,55.65
Soraka,Evelynn,49,18,36.73
Elise,Zed,84,54,64.29
Soraka,Lillia,93,49,52.69
Braum,Lillia,99,33,33.33
Elise,Kayn,39,19,48.72
Shen,Kindred,14,6,42.86
Nami,Qiyana,174,87,50.0
Gragas,Belveth,21,16,76.19
Leona,Jarvan IV,212,123,58.02
Gragas,Viego,87,50,57.47
Senna,Maokai,18,3,16.67
Leona,Skarner,19,17,89.47
Dr. Mundo,Vi,7,7,100.0
Braum,Xin Zhao,345,166,48.12
Braum,Reksai,45,9,20.0
Neeko,Chogath,10,0,0.0
Sona,Chogath,8,8,100.0
Elise,Pantheon,178,88,49.44
Zoe,Zed,17,11,64.71
Karma,Trundle,313,166,53.04
Braum,Chogath,14,3,21.43
Poppy,Diana,60,27,45.0
Seraphine,Shaco,54,19,35.19
Rakan,Shaco,117,49,41.88
Shen,Ekko,23,10,43.48
Gragas,Pantheon,69,30,43.48
Sona,Kindred,136,71,52.21
