champion1,champion2,games,wins,win_rate
Gragas,Nidalee,34,21,61.76
Morgana,Kayn,45,31,68.89
Fiddlesticks,Kindred,6,3,50.0
Taliyah,Ekko,4,0,0.0
Milio,Rammus,30,13,43.33
Sona,Jax,73,48,65.75
Rell,Amumu,11,4,36.36
Lux,Udyr,30,19,63.33
VelKoz,Diana,17,11,64.71
Renata,Ivern,24,13,54.17
Trundle,Gwen,5,1,20.0
Lissandra,Belveth,8,8,100.0
Janna,Briar,35,15,42.86
Karthus,Pantheon,11,8,72.73
Senna,Rumble,3,1,33.33
Alistar,Morgana,44,18,40.91
Renata,Jax,12,7,58.33
Poppy,Sejuani,18,6,33.33
Nautilus,Diana,205,81,39.51
Nautilus,Yasuo,3,2,66.67
Braum,Corki,6,2,33.33
Gragas,Wukong,18,3,16.67
Elise,Nidalee,27,23,85.19
Soraka,Rengar,114,45,39.47
Shaco,Naafiri,17,3,17.65
Karma,Evelynn,51,20,39.22
VelKoz,Teemo,1,1,100.0
Taric,Ekko,64,28,43.75
Lulu,Jayce,5,0,0.0
Gragas,Ambessa,14,10,71.43
Rakan,Briar,49,12,24.49
Zilean,Briar,25,14,56.0
Wukong,Hecarim,3,0,0.0
Thresh,Diana,174,92,52.87
Mel,Rammus,13,6,46.15
Rell,Zac,102,73,71.57
Lulu,Gragas,38,15,39.47
Pantheon,Nidalee,97,49,50.52
Renata,Gwen,25,4,16.0
Karma,Twisted Fate,1,1,100.0
Nidalee,Naafiri,43,23,53.49
Swain,Trundle,7,6,85.71
Sona,Poppy,63,31,49.21
Senna,Amumu,20,15,75.0
Milio,Shaco,58,23,39.66
Kled,Elise,3,3,100.0
Sona,Shyvana,25,13,52.0
Janna,Lillia,71,37,52.11
Singed,Skarner,2,0,0.0
Sona,Yone,2,1,50.0
Pantheon,Karthus,26,15,57.69
Amumu,Rammus,5,0,0.0
Neeko,Taliyah,15,6,40.0
Leona,Gragas,21,13,61.9
Karma,Corki,10,6,60.0
Rell,Lillia,219,116,52.97
Thresh,Shaco,96,49,51.04
Soraka,Master Yi,122,48,39.34
Renata,Hecarim,21,5,23.81
Pyke,Jax,40,18,45.0
Xerath,Pantheon,14,4,28.57
Twitch,Dr. Mundo,4,1,25.0
Tahm Kench,Hecarim,18,13,72.22
Maokai,Hecarim,27,18,66.67
Shaco,Kayn,35,14,40.0
Camille,Briar,7,7,100.0
Shaco,Rengar,20,11,55.0
Pyke,Briar,41,18,43.9
Pantheon,Talon,45,25,55.56
Pyke,Diana,104,63,60.58
Pantheon,Nocturne,43,21,48.84
Yuumi,Yasuo,2,0,0.0
Gragas,KhaZix,33,15,45.45
Neeko,Urgot,4,0,0.0
Nunu & Willump,Gwen,2,1,50.0
Morgana,Hecarim,28,15,53.57
Soraka,Reksai,82,33,40.24
Seraphine,Qiyana,33,18,54.55
Yunara,Nunu & Willump,6,6,100.0
Maokai,Rengar,27,15,55.56
Nidalee,Gwen,8,5,62.5
Morgana,KhaZix,48,15,31.25
VelKoz,Dr. Mundo,16,14,87.5
Renata,Sejuani,16,1,6.25
Taric,Graves,18,2,11.11
Lulu,Olaf,22,18,81.82
Karma,Master Yi,255,138,54.12
Soraka,Skarner,34,14,41.18
Sylas,Trundle,15,11,73.33
Tahm Kench,Briar,10,6,60.0
Shen,Kayn,8,5,62.5
Nami,Master Yi,295,141,47.8
Neeko,Olaf,26,9,34.62
Fiddlesticks,Wukong,24,14,58.33
Janna,Morgana,15,10,66.67
Sona,Karthus,93,48,51.61
Pyke,Warwick,43,18,41.86
Zilean,KhaZix,72,29,40.28
Shaco,Talon,13,8,61.54
Tahm Kench,Nidalee,19,7,36.84
Senna,Shaco,31,19,61.29
Ornn,Trundle,4,4,100.0
Taric,Zac,31,22,70.97
Zyra,Kindred,24,11,45.83
Sona,Sylas,5,2,40.0
Tahm Kench,Talon,50,18,36.0
Ziggs,Hecarim,4,4,100.0
Mel,Sylas,1,0,0.0
Thresh,Evelynn,44,14,31.82
Pyke,Morgana,23,17,73.91
Gragas,Qiyana,17,10,58.82
Seraphine,Xin Zhao,94,61,64.89
Janna,Nasus,7,1,14.29
Taliyah,Xin Zhao,9,3,33.33
Master Yi,Gwen,3,0,0.0
Shen,Rammus,3,0,0.0
Taliyah,Rammus,3,3,100.0
Mel,Volibear,14,8,57.14
Aurora,Reksai,2,0,0.0
Yuumi,Belveth,36,11,30.56
Hwei,Volibear,17,11,64.71
Thresh,Morgana,9,4,44.44
Sylas,Ekko,29,19,65.52
Brand,Kindred,12,2,16.67
Pantheon,Morgana,8,7,87.5
Lulu,Urgot,7,2,28.57
Ahri,Gwen,3,1,33.33
Blitzcrank,Corki,4,0,0.0
Zilean,Corki,4,2,50.0
Sylas,Ivern,6,3,50.0
Taric,Naafiri,35,15,42.86
Shen,Xin Zhao,4,2,50.0
Morgana,Zed,44,25,56.82
Pantheon,Taliyah,22,6,27.27
Elise,Reksai,17,12,70.59
Rakan,Master Yi,161,69,42.86
Pantheon,Urgot,2,0,0.0
Bard,Ryze,1,0,0.0
Soraka,Taliyah,21,6,28.57
Gragas,Udyr,25,16,64.0
Senna,Vi,68,45,66.18
Trundle,Naafiri,8,3,37.5
Taric,Evelynn,10,4,40.0
Seraphine,Kindred,98,62,63.27
Pyke,Brand,14,2,14.29
Neeko,Reksai,32,11,34.38
Janna,Evelynn,41,26,63.41
Yuumi,Vi,60,34,56.67
Mel,Talon,40,18,45.0
Senna,Jax,22,12,54.55
Pantheon,Draven,1,0,0.0
Pantheon,Kayn,50,17,34.0
Yuumi,Briar,15,3,20.0
Tahm Kench,KhaZix,39,24,61.54
Lux,Talon,76,33,43.42
Taric,Poppy,16,14,87.5
Fiddlesticks,Poppy,16,8,50.0
Galio,Udyr,8,8,100.0
Galio,Jarvan IV,31,16,51.61
Braum,Gragas,41,18,43.9
Sylas,Poppy,5,5,100.0
Jarvan IV,Udyr,6,3,50.0
Seraphine,Graves,32,19,59.38
Braum,Zyra,28,18,64.29
Nidalee,Wukong,16,11,68.75
Senna,Naafiri,99,54,54.55
Taliyah,Lee Sin,12,5,41.67
Sylas,Xin Zhao,26,13,50.0
Pyke,Rumble,4,1,25.0
Tahm Kench,Graves,23,13,56.52
Ashe,Kindred,5,5,100.0
Sylas,Volibear,11,1,9.09
Zilean,Udyr,51,18,35.29
Nunu & Willump,Kayn,10,6,60.0
Elise,Ivern,16,10,62.5
Veigar,Yone,1,0,0.0
Sylas,KhaZix,20,4,20.0
Sylas,Naafiri,10,2,20.0
Kennen,Rengar,2,2,100.0
Maokai,Vi,21,4,19.05
Ornn,Udyr,4,2,50.0
Pyke,Ivern,105,49,46.67
Trundle,Elise,9,6,66.67
Mel,Nunu & Willump,22,11,50.0
Swain,Volibear,12,1,8.33
Elise,Azir,1,0,0.0
Janna,Zyra,22,5,22.73
Camille,Rengar,8,6,75.0
Zoe,Graves,15,5,33.33
Ahri,Rengar,1,0,0.0
Rakan,Morgana,16,1,6.25
Soraka,Gragas,30,17,56.67
Sona,Teemo,10,1,10.0
Zyra,Master Yi,17,13,76.47
Alistar,Taliyah,100,30,30.0
Taric,Volibear,33,24,72.73
Leona,Lillia,58,25,43.1
Mel,Jarvan IV,52,27,51.92
Pantheon,Lee Sin,146,76,52.05
Braum,Rammus,32,17,53.12
Poppy,Malphite,3,0,0.0
Janna,Rammus,31,16,51.61
Kayle,Ivern,2,0,0.0
Braum,Sejuani,49,29,59.18
Soraka,Sylas,16,5,31.25
Fiddlesticks,Tryndamere,2,0,0.0
Karma,Lillia,166,77,46.39
Nami,Taliyah,55,27,49.09
Milio,Zed,206,91,44.17
Senna,Dr. Mundo,52,30,57.69
Rakan,Ryze,3,3,100.0
Pantheon,Wukong,48,28,58.33
Sona,Maokai,11,1,9.09
Milio,Skarner,38,22,57.89
Nunu & Willump,Ekko,9,3,33.33
Blitzcrank,Diana,53,22,41.51
Brand,Hecarim,13,5,38.46
Senna,Lillia,41,19,46.34
Janna,Shen,5,2,40.0
Galio,Amumu,4,4,100.0
Dr. Mundo,Wukong,3,1,33.33
Teemo,Hecarim,7,2,28.57
Renata,Rengar,36,27,75.0
Maokai,Qiyana,24,13,54.17
Yuumi,Wukong,69,35,50.72
Thresh,Shyvana,26,16,61.54
Leona,Wukong,157,72,45.86
Tahm Kench,Viego,92,33,35.87
Shen,Evelynn,11,1,9.09
Zilean,Tryndamere,7,1,14.29
Ornn,Poppy,2,2,100.0
Teemo,Poppy,7,1,14.29
Zilean,Karthus,28,12,42.86
Dr. Mundo,Hecarim,4,4,100.0
Zyra,Rengar,27,4,14.81
Pyke,Lillia,85,37,43.53
Nunu & Willump,Diana,4,1,25.0
Zyra,Hecarim,20,8,40.0
Milio,Briar,35,23,65.71
Poppy,Rengar,44,26,59.09
Yuumi,Diana,35,12,34.29
Pantheon,Zed,49,18,36.73
Soraka,Urgot,9,5,55.56
Elise,Amumu,7,2,28.57
Soraka,Zyra,7,3,42.86
Anivia,Reksai,2,2,100.0
Taric,Gragas,18,7,38.89
Shaco,KhaZix,16,6,37.5
Soraka,Kayn,165,77,46.67
Milio,Corki,4,3,75.0
Neeko,Tryndamere,2,0,0.0
Pantheon,Mordekaiser,6,1,16.67
Rell,Corki,11,1,9.09
Nautilus,Brand,22,10,45.45
Lux,Hecarim,49,27,55.1
Morgana,Lee Sin,48,13,27.08
Xin Zhao,Gwen,2,2,100.0
Thresh,Jayce,5,5,100.0
Twisted Fate,Pantheon,16,7,43.75
Teemo,Nocturne,9,3,33.33
Rakan,Gragas,35,14,40.0
Morgana,Ambessa,7,2,28.57
Twitch,Jarvan IV,27,6,22.22
Seraphine,Elise,37,14,37.84
Lulu,Jax,60,29,48.33
Jarvan IV,Ekko,9,5,55.56
Neeko,Corki,7,4,57.14
Rell,Urgot,6,4,66.67
Maokai,Kayn,28,23,82.14
Shen,Zed,11,0,0.0
Braum,Jayce,3,3,100.0
Milio,Taliyah,13,10,76.92
Zoe,Vi,16,5,31.25
Alistar,Dr. Mundo,207,102,49.28
Taric,Reksai,8,7,87.5
Thresh,Sylas,31,7,22.58
Blitzcrank,Maokai,13,8,61.54
Leona,Fiddlesticks,50,36,72.0
Ivern,Reksai,2,2,100.0
Leona,Reksai,38,27,71.05
Sett,Sylas,5,0,0.0
Sona,Taliyah,28,11,39.29
Lux,Sylas,7,0,0.0
Morgana,Volibear,25,11,44.0
Nautilus,Sylas,18,13,72.22
Twitch,Xin Zhao,3,0,0.0
Neeko,Sejuani,37,23,62.16
Trundle,Ambessa,3,3,100.0
VelKoz,Viego,46,23,50.0
Seraphine,Lillia,32,17,53.12
Elise,Zeri,6,0,0.0
Milio,Zyra,10,9,90.0
Xerath,Jarvan IV,28,12,42.86
Nautilus,Evelynn,68,35,51.47
Lux,Morgana,1,0,0.0
Gragas,Shaco,6,2,33.33
Sona,Reksai,31,13,41.94
Mel,Shaco,12,0,0.0
Yuumi,Ryze,1,0,0.0
Twitch,Gwen,7,6,85.71
Ornn,Pantheon,6,2,33.33
Xin Zhao,Graves,1,0,0.0
Renata,Viego,140,84,60.0
Mel,Aatrox,2,0,0.0
Janna,Jayce,4,2,50.0
Pantheon,Shyvana,6,3,50.0
Nunu & Willump,Kindred,4,1,25.0
Mel,Lee Sin,62,33,53.23
Nami,Teemo,10,2,20.0
Rell,Karthus,174,90,51.72
Blitzcrank,KhaZix,49,22,44.9
Teemo,Viego,11,4,36.36
Pantheon,Fiddlesticks,22,18,81.82
Maokai,Fiddlesticks,16,13,81.25
Yuumi,Evelynn,19,8,42.11
Skarner,Fiddlesticks,2,2,100.0
Renata,Jayce,4,4,100.0
Teemo,Talon,3,3,100.0
Fiddlesticks,Gwen,8,6,75.0
Thresh,Dr. Mundo,98,40,40.82
Yuumi,Taliyah,7,6,85.71
Zoe,Ambessa,13,6,46.15
Jarvan IV,Graves,4,0,0.0
Alistar,Brand,18,4,22.22
Nami,Brand,11,5,45.45
Sylas,Rammus,13,5,38.46
Yuumi,Sejuani,5,4,80.0
Xin Zhao,Karthus,4,1,25.0
Soraka,Amumu,19,13,68.42
Morgana,Poppy,6,1,16.67
Jhin,Nocturne,3,0,0.0
Shen,Brand,2,0,0.0
Senna,Nidalee,87,58,66.67
Zoe,Master Yi,12,5,41.67
Zyra,Qiyana,18,12,66.67
Swain,Xin Zhao,24,19,79.17
Blitzcrank,Udyr,38,26,68.42
Poppy,Taliyah,21,10,47.62
Rakan,Sejuani,39,31,79.49
Rumble,Xin Zhao,20,5,25.0
Blitzcrank,Dr. Mundo,44,23,52.27
Shen,Gwen,5,2,40.0
Zyra,KhaZix,22,16,72.73
Mel,Nocturne,35,15,42.86
Sion,Lee Sin,1,0,0.0
Anivia,Viego,7,7,100.0
Nautilus,Olaf,71,50,70.42
Thresh,Taliyah,51,38,74.51
Teemo,Nidalee,3,0,0.0
Teemo,Wukong,7,1,14.29
Maokai,Graves,11,4,36.36
Morgana,Draven,2,2,100.0
Zilean,Sejuani,15,12,80.0
Karma,Zyra,47,18,38.3
Yuumi,Jax,23,7,30.43
Camille,Evelynn,3,3,100.0
Camille,Reksai,1,1,100.0
Gragas,Zac,13,9,69.23
Yuumi,Naafiri,50,29,58.0
Gragas,Xin Zhao,12,2,16.67
Pantheon,Hecarim,23,12,52.17
Swain,Ivern,12,10,83.33
Trundle,Master Yi,3,0,0.0
Elise,Taliyah,16,8,50.0
Taric,Gwen,11,7,63.64
Pantheon,Naafiri,32,11,34.38
Maokai,Talon,33,18,54.55
Poppy,Skarner,21,13,61.9
Leona,Sejuani,30,13,43.33
Alistar,Malphite,7,4,57.14
Braum,Olaf,19,6,31.58
Senna,Rammus,20,11,55.0
Nunu & Willump,Xin Zhao,3,1,33.33
Lux,Malphite,4,0,0.0
Sejuani,Lee Sin,4,2,50.0
Elise,Shaco,26,18,69.23
Renata,Zeri,2,2,100.0
Karma,Rumble,11,5,45.45
VelKoz,Xin Zhao,30,14,46.67
Rell,Malphite,1,1,100.0
Zyra,Kayn,40,22,55.0
Alistar,Rumble,5,1,20.0
Swain,Gwen,10,9,90.0
Seraphine,Zyra,16,7,43.75
Amumu,Fiddlesticks,8,7,87.5
Camille,Zyra,7,4,57.14
Rammus,Jarvan IV,5,0,0.0
Tahm Kench,Zyra,12,4,33.33
Camille,Maokai,2,0,0.0
Gragas,Zyra,14,4,28.57
Yuumi,Elise,45,13,28.89
Janna,Tryndamere,5,0,0.0
Soraka,Shyvana,17,9,52.94
Lulu,Taliyah,41,10,24.39
Brand,Vi,6,1,16.67
Rammus,Shyvana,3,3,100.0
Pantheon,Elise,28,8,28.57
Jhin,Poppy,2,0,0.0
Nidalee,Lee Sin,39,27,69.23
Maokai,Poppy,12,1,8.33
Thresh,Urgot,1,1,100.0
Twisted Fate,Kindred,2,2,100.0
Blitzcrank,Ivern,55,26,47.27
Pyke,Corki,11,2,18.18
Renata,Corki,2,2,100.0
Renata,Master Yi,57,24,42.11
Pantheon,Viego,128,72,56.25
Mel,Diana,31,11,35.48
Nidalee,Hecarim,21,13,61.9
Zoe,Rengar,12,10,83.33
Braum,Kaisa,3,3,100.0
Vi,Trundle,1,1,100.0
Shaco,Aatrox,2,2,100.0
Bard,Rammus,34,10,29.41
Pantheon,Xin Zhao,82,41,50.0
Amumu,Xin Zhao,6,3,50.0
Lulu,Zeri,2,0,0.0
Sona,Ambessa,26,21,80.77
Nidalee,Graves,1,0,0.0
Milio,Karthus,39,26,66.67
Lux,Fiddlesticks,7,0,0.0
Sett,Shyvana,1,0,0.0
Nunu & Willump,Jax,2,2,100.0
Yuumi,Rengar,59,28,47.46
Jhin,KhaZix,5,0,0.0
Soraka,Shen,4,0,0.0
Shaco,Nocturne,17,7,41.18
Zilean,Darius,14,2,14.29
Sett,Jarvan IV,26,17,65.38
Pantheon,Rengar,16,9,56.25
Morgana,Rengar,37,24,64.86
Camille,Ekko,4,2,50.0
Anivia,Ivern,1,0,0.0
Karma,Twitch,2,0,0.0
Caitlyn,Jarvan IV,1,0,0.0
Tahm Kench,Rammus,11,10,90.91
Twisted Fate,Zed,10,8,80.0
Bard,Dr. Mundo,128,68,53.12
Heimerdinger,Lee Sin,9,7,77.78
Sion,Master Yi,4,4,100.0
Nidalee,Viego,49,19,38.78
Zilean,Wukong,77,38,49.35
Tahm Kench,Volibear,24,12,50.0
Senna,Taliyah,16,6,37.5
Blitzcrank,Karthus,48,23,47.92
Lux,Zac,13,5,38.46
Neeko,Dr. Mundo,67,40,59.7
Sona,Briar,30,21,70.0
Camille,Belveth,6,2,33.33
Anivia,Dr. Mundo,2,0,0.0
Rumble,Gwen,4,0,0.0
Zyra,Shaco,14,10,71.43
Annie,Naafiri,8,1,12.5
Janna,Sylas,11,10,90.91
Braum,Yorick,2,0,0.0
Sona,Brand,6,3,50.0
Nami,Neeko,15,4,26.67
VelKoz,Rengar,10,8,80.0
Yuumi,Lillia,31,14,45.16
Trundle,Morgana,3,0,0.0
Thresh,Heimerdinger,3,3,100.0
Pantheon,Evelynn,19,12,63.16
Maokai,Sion,2,0,0.0
Lux,Reksai,5,1,20.0
Pyke,Jayce,3,0,0.0
Sett,Pantheon,9,5,55.56
Sejuani,Evelynn,3,0,0.0
Bard,Udyr,184,111,60.33
Sett,Nidalee,9,0,0.0
Lulu,Shaco,124,60,48.39
Trundle,Belveth,8,4,50.0
Zilean,Zac,62,23,37.1
Lux,Belveth,17,12,70.59
VelKoz,Udyr,26,9,34.62
Trundle,Vi,12,9,75.0
Shen,Dr. Mundo,4,1,25.0
Braum,Teemo,7,0,0.0
Shen,Morgana,8,0,0.0
Blitzcrank,Kayn,118,56,47.46
Yuumi,Skarner,11,6,54.55
Braum,Dr. Mundo,104,38,36.54
Mel,Hecarim,24,16,66.67
Ashe,Trundle,5,4,80.0
Trundle,Fiddlesticks,6,4,66.67
Rammus,Udyr,1,1,100.0
Sett,Shaco,6,2,33.33
Bard,Olaf,31,10,32.26
Senna,Brand,4,1,25.0
Renata,Olaf,5,5,100.0
Rakan,Urgot,4,4,100.0
Urgot,Pantheon,4,0,0.0
Sett,Hecarim,17,5,29.41
Ashe,Shaco,5,3,60.0
Dr. Mundo,Lillia,7,4,57.14
Nautilus,Jayce,9,8,88.89
Sett,Xin Zhao,12,12,100.0
Karma,Briar,61,24,39.34
Janna,Urgot,5,1,20.0
Camille,Pantheon,25,2,8.0
Blitzcrank,Lillia,66,33,50.0
Sona,Yuumi,3,0,0.0
Morgana,Xin Zhao,46,28,60.87
Elise,Lillia,23,15,65.22
Pyke,Aatrox,12,6,50.0
Mordekaiser,Ekko,4,2,50.0
Lux,Nunu & Willump,19,5,26.32
Neeko,Riven,2,0,0.0
Seraphine,Poppy,18,5,27.78
Zoe,Shaco,5,0,0.0
Elise,Jax,24,8,33.33
Poppy,Rumble,7,7,100.0
Lulu,Zyra,24,18,75.0
Seraphine,Nidalee,12,2,16.67
Elise,Yorick,2,0,0.0
Zyra,Graves,17,12,70.59
Zilean,Rammus,17,8,47.06
Sylas,Jax,3,0,0.0
Hwei,Shaco,5,1,20.0
Kennen,Volibear,2,0,0.0
Tahm Kench,Diana,29,18,62.07
Annie,Trundle,4,0,0.0
Seraphine,Volibear,46,29,63.04
Brand,Pantheon,26,13,50.0
Galio,Wukong,9,8,88.89
Nidalee,Kindred,21,15,71.43
Kennen,Ambessa,2,0,0.0
Fiddlesticks,Corki,1,1,100.0
Trundle,Dr. Mundo,6,2,33.33
Pantheon,Rammus,6,3,50.0
Pyke,Urgot,8,8,100.0
Fiddlesticks,Kayn,9,4,44.44
LeBlanc,Viego,19,6,31.58
Nami,Reksai,101,41,40.59
Skarner,Xin Zhao,5,2,40.0
Skarner,Viego,5,3,60.0
Gragas,Graves,15,8,53.33
Tahm Kench,Master Yi,29,17,58.62
Skarner,Rengar,1,1,100.0
Tahm Kench,Corki,2,2,100.0
Rakan,Chogath,4,4,100.0
Pantheon,Lillia,40,16,40.0
Zyra,Naafiri,20,11,55.0
Shaco,Zac,7,2,28.57
Lulu,Sylas,19,2,10.53
Trundle,Kayn,11,0,0.0
Morgana,Reksai,10,4,40.0
Alistar,Teemo,5,2,40.0
Renata,Nunu & Willump,20,6,30.0
Shen,Rengar,10,4,40.0
Senna,Skarner,34,16,47.06
Poppy,Gragas,33,28,84.85
Swain,Nunu & Willump,8,3,37.5
Leona,Kayn,147,85,57.82
Senna,Hecarim,95,28,29.47
Zilean,Evelynn,33,14,42.42
Nunu & Willump,Corki,3,0,0.0
Jarvan IV,Viego,8,3,37.5
Nidalee,Kayn,16,11,68.75
Rell,Gragas,52,18,34.62
Camille,Viego,24,2,8.33
Mel,Zac,8,3,37.5
Camille,KhaZix,8,4,50.0
Morgana,Udyr,24,7,29.17
Milio,Ambessa,12,9,75.0
Ashe,Udyr,4,3,75.0
Galio,Ekko,11,8,72.73
Yuumi,Maokai,3,0,0.0
Twitch,Amumu,3,2,66.67
Zoe,KhaZix,8,4,50.0
Seraphine,Ivern,30,21,70.0
Janna,Diana,81,44,54.32
Amumu,Nidalee,12,5,41.67
Sylas,Zac,11,6,54.55
Morgana,Trundle,16,10,62.5
Anivia,Zac,7,5,71.43
Mel,Poppy,4,2,50.0
Shen,Udyr,9,3,33.33
Twisted Fate,Lee Sin,7,0,0.0
VelKoz,Master Yi,33,17,51.52
Brand,Lee Sin,20,3,15.0
Shaco,Lee Sin,28,12,42.86
Milio,Lillia,42,27,64.29
Jarvan IV,Hecarim,4,2,50.0
Kennen,Dr. Mundo,1,1,100.0
Janna,Corki,1,0,0.0
Ashe,Morgana,5,3,60.0
Lulu,Ivern,64,30,46.88
Xerath,Nocturne,17,2,11.76
Nautilus,Amumu,30,15,50.0
Fiddlesticks,Rengar,12,8,66.67
Zoe,Kindred,8,2,25.0
Pantheon,Amumu,11,7,63.64
Braum,Briar,39,15,38.46
Karma,Kled,1,0,0.0
Seraphine,Riven,3,0,0.0
Shaco,Viego,33,6,18.18
Rell,Shen,7,2,28.57
Pyke,Shyvana,17,2,11.76
Karma,Malzahar,2,2,100.0
Nami,KSante,5,5,100.0
Bard,Master Yi,147,90,61.22
Ahri,Viego,1,1,100.0
Kled,Shaco,1,0,0.0
Rumble,Kayn,2,0,0.0
Milio,Shen,7,0,0.0
Maokai,Jax,4,2,50.0
Nunu & Willump,Reksai,5,2,40.0
Swain,Poppy,5,4,80.0
Caitlyn,Lee Sin,6,0,0.0
Syndra,Viego,2,2,100.0
Trundle,Viego,18,15,83.33
Janna,Shyvana,13,3,23.08
Nunu & Willump,Ivern,2,0,0.0
Taric,Jax,27,14,51.85
Pantheon,Master Yi,31,17,54.84
Senna,Gwen,21,15,71.43
Xin Zhao,Nunu & Willump,2,2,100.0
Nami,Kaisa,9,4,44.44
Camille,Nunu & Willump,7,0,0.0
Thresh,Draven,2,2,100.0
Sett,Gwen,2,0,0.0
Sett,Corki,2,0,0.0
Senna,Corki,3,1,33.33
Zilean,Taliyah,17,6,35.29
Ashe,Hecarim,4,3,75.0
Nautilus,Heimerdinger,2,0,0.0
Neeko,Shen,4,0,0.0
Lulu,Brand,11,10,90.91
Senna,Gragas,26,13,50.0
Leona,Aatrox,5,0,0.0
Gragas,Diana,14,7,50.0
Nautilus,Shen,20,10,50.0
Taric,Zed,82,52,63.41
Taric,Amumu,14,5,35.71
VelKoz,Briar,6,4,66.67
Seraphine,Karthus,9,6,66.67
Bard,Fizz,1,1,100.0
Sylas,Taliyah,2,0,0.0
Kennen,Wukong,1,1,100.0
Milio,Twitch,3,0,0.0
Annie,Talon,5,2,40.0
Rakan,Draven,10,6,60.0
Azir,Zed,2,0,0.0
Fiddlesticks,Ambessa,2,2,100.0
Morgana,Jax,4,3,75.0
Poppy,Master Yi,60,29,48.33
Jax,Naafiri,2,0,0.0
Yuumi,Gragas,20,5,25.0
Ornn,Volibear,1,1,100.0
Braum,Morgana,27,3,11.11
Tahm Kench,Shaco,5,3,60.0
Seraphine,Fiddlesticks,12,8,66.67
Blitzcrank,Graves,43,18,41.86
Camille,Nidalee,11,8,72.73
Sylas,Diana,19,8,42.11
VelKoz,Talon,33,13,39.39
Janna,Amumu,19,11,57.89
Pyke,Darius,3,1,33.33
Renata,Elise,19,7,36.84
Blitzcrank,Shen,5,0,0.0
Milio,Evelynn,53,17,32.08
Nidalee,Zac,4,0,0.0
Nautilus,Yorick,3,2,66.67
Veigar,Pantheon,12,3,25.0
Shaco,Poppy,5,1,20.0
VelKoz,Ivern,13,6,46.15
Zac,Volibear,8,4,50.0
Amumu,Viego,3,2,66.67
Lux,Zeri,2,0,0.0
Sylas,Nidalee,22,12,54.55
Zoe,Xin Zhao,22,17,77.27
Seraphine,Vi,57,25,43.86
Shaco,Ivern,13,13,100.0
Galio,Zed,5,4,80.0
Taric,Vi,46,23,50.0
Tahm Kench,Dr. Mundo,4,0,0.0
Heimerdinger,Ekko,3,0,0.0
Poppy,Corki,6,4,66.67
Jarvan IV,Evelynn,1,0,0.0
Taric,Rammus,8,5,62.5
Soraka,Malphite,1,0,0.0
Sejuani,Dr. Mundo,3,0,0.0
Lulu,Amumu,33,13,39.39
Braum,Urgot,8,1,12.5
Blitzcrank,Naafiri,86,38,44.19
Sett,Zed,7,0,0.0
Nunu & Willump,Vi,3,1,33.33
Pyke,Malzahar,1,0,0.0
Soraka,Rumble,5,5,100.0
Shaco,Volibear,13,10,76.92
Janna,Master Yi,92,57,61.96
VelKoz,Vi,30,25,83.33
Varus,KhaZix,1,0,0.0
Twisted Fate,Dr. Mundo,6,6,100.0
Zyra,Dr. Mundo,10,10,100.0
Yuumi,Dr. Mundo,24,13,54.17
Nidalee,Nocturne,16,10,62.5
Bard,Zyra,15,3,20.0
Morgana,Dr. Mundo,16,7,43.75
Master Yi,Rengar,6,0,0.0
Senna,Urgot,2,0,0.0
Vladimir,Udyr,3,3,100.0
Milio,Urgot,2,0,0.0
Zilean,Urgot,8,3,37.5
Lulu,Shen,7,2,28.57
Galio,Ivern,3,1,33.33
Alistar,Shen,14,10,71.43
Zilean,Rengar,75,33,44.0
Yuumi,Urgot,7,3,42.86
Rammus,Hecarim,1,0,0.0
Lux,Kayn,50,23,46.0
Renata,Trundle,30,23,76.67
Pyke,Maokai,25,6,24.0
Twitch,Sylas,1,0,0.0
Twitch,Volibear,6,3,50.0
Karma,Taliyah,28,10,35.71
Bard,Yorick,4,0,0.0
Sona,Yunara,2,2,100.0
Zilean,Dr. Mundo,28,4,14.29
Nami,Shyvana,60,32,53.33
Elise,Warwick,15,4,26.67
Senna,Shyvana,11,2,18.18
VelKoz,Rammus,11,2,18.18
Thresh,Malphite,6,0,0.0
Sona,Morgana,12,10,83.33
Nunu & Willump,Talon,4,0,0.0
Lux,Trundle,26,7,26.92
Leona,Rammus,16,6,37.5
Amumu,Jarvan IV,13,4,30.77
Mel,Master Yi,19,7,36.84
Maokai,Nocturne,22,10,45.45
Sejuani,Xin Zhao,4,2,50.0
Annie,Shaco,1,1,100.0
Zilean,Malphite,2,0,0.0
Hwei,Viego,11,8,72.73
Hwei,Evelynn,3,2,66.67
Elise,Maokai,4,0,0.0
Trundle,Shaco,4,2,50.0
Elise,Zyra,4,2,50.0
Renata,Evelynn,10,5,50.0
LeBlanc,Xin Zhao,4,2,50.0
Rell,Olaf,52,31,59.62
Miss Fortune,Nidalee,2,2,100.0
Poppy,Neeko,4,0,0.0
Swain,Master Yi,10,4,40.0
Sona,Master Yi,97,35,36.08
Morgana,Gragas,11,9,81.82
Zilean,Ivern,46,24,52.17
Senna,Yorick,1,1,100.0
Bard,Taliyah,23,9,39.13
Rell,Yorick,1,0,0.0
Nunu & Willump,KhaZix,5,3,60.0
Ornn,Kayn,2,2,100.0
Shaco,Gwen,11,2,18.18
Blitzcrank,Heimerdinger,2,2,100.0
Blitzcrank,Zeri,1,1,100.0
