champion1,champion2,games,wins,win_rate
Nami,Draven,255,119,46.67
Maokai,Kaisa,114,62,54.39
Janna,Mel,103,44,42.72
Twisted Fate,Twitch,7,1,14.29
Zyra,Jhin,202,108,53.47
Dr. Mundo,Jinx,7,7,100.0
Morgana,Yunara,43,29,67.44
Leona,Yasuo,14,11,78.57
Rell,Jinx,290,139,47.93
Leona,Kaisa,458,238,51.97
Poppy,Jhin,306,168,54.9
Taric,Yunara,75,23,30.67
Shaco,Jhin,64,25,39.06
Leona,Tristana,287,139,48.43
Braum,Jhin,201,72,35.82
Bard,Senna,343,172,50.15
Nami,Akshan,12,10,83.33
Karma,Nilah,115,70,60.87
Nautilus,VelKoz,41,13,31.71
Rakan,Lucian,306,153,50.0
Nautilus,Zeri,278,122,43.88
Blitzcrank,Twitch,91,32,35.16
Gragas,Hwei,9,2,22.22
Galio,Ezreal,40,20,50.0
Ahri,Sivir,2,2,100.0
Neeko,Tristana,219,98,44.75
Lulu,Lucian,110,40,36.36
Elise,Vayne,36,22,61.11
Soraka,Yunara,364,206,56.59
Zyra,Aphelios,57,30,52.63
Leona,Ezreal,460,282,61.3
Rakan,Draven,117,50,42.74
Thresh,Senna,243,129,53.09
Fiddlesticks,Ziggs,11,5,45.45
Maokai,Twitch,28,23,82.14
Zyra,KogMaw,15,2,13.33
Alistar,Jhin,898,469,52.23
Rakan,Zeri,359,190,52.92
Nautilus,Mel,200,115,57.5
Shen,Kaisa,36,14,38.89
Taric,Corki,68,42,61.76
Renata,Samira,39,18,46.15
Nami,Jhin,651,297,45.62
Senna,Aphelios,102,47,46.08
Tahm Kench,Draven,27,13,48.15
Rakan,Corki,311,166,53.38
Sona,Draven,112,34,30.36
Seraphine,Zeri,48,25,52.08
Shen,Kalista,12,0,0.0
Soraka,Ezreal,578,326,56.4
Shen,Jinx,13,2,15.38
Senna,Jhin,236,122,51.69
Rell,Twitch,159,86,54.09
Pyke,Senna,164,91,55.49
Karma,Tristana,227,109,48.02
Shaco,Lucian,37,9,24.32
Sona,Lux,67,44,65.67
Zilean,Ashe,118,61,51.69
Tahm Kench,Jinx,138,62,44.93
Soraka,Lucian,198,97,48.99
Poppy,Corki,239,132,55.23
Nautilus,Caitlyn,220,85,38.64
Heimerdinger,Zyra,3,0,0.0
Leona,Smolder,137,74,54.01
Rakan,Seraphine,65,25,38.46
Taric,Jhin,62,34,54.84
Blitzcrank,Senna,135,76,56.3
Nunu & Willump,Kalista,7,4,57.14
Janna,Lucian,240,144,60.0
Zyra,Kaisa,57,16,28.07
Leona,Miss Fortune,248,112,45.16
Shen,Corki,16,12,75.0
Senna,Samira,7,2,28.57
Rakan,Xayah,1176,636,54.08
Sona,Aurelion Sol,26,15,57.69
Kennen,Tristana,6,1,16.67
Shaco,Vayne,13,5,38.46
Pyke,Draven,224,104,46.43
Sylas,Twitch,14,10,71.43
Seraphine,Miss Fortune,115,62,53.91
Zilean,Jhin,453,222,49.01
Leona,Aphelios,111,64,57.66
Nidalee,Aphelios,30,16,53.33
Shen,Jhin,32,18,56.25
Mel,Senna,55,19,34.55
Leona,Swain,25,11,44.0
Lulu,Ezreal,134,57,42.54
Thresh,Draven,232,114,49.14
Bard,KogMaw,90,45,50.0
Pantheon,Senna,97,42,43.3
Trundle,Ashe,14,13,92.86
Braum,Draven,108,42,38.89
Quinn,Mel,1,0,0.0
Nidalee,Tristana,32,16,50.0
Zoe,Seraphine,2,1,50.0
Karma,Kaisa,397,178,44.84
Pyke,Jhin,402,239,59.45
Nautilus,Kalista,116,48,41.38
Rell,Mel,267,108,40.45
Senna,Kalista,13,4,30.77
Trundle,Lucian,21,13,61.9
Akali,Lucian,4,2,50.0
Elise,Senna,72,43,59.72
Senna,Lux,88,48,54.55
Elise,Lucian,124,64,51.61
Sona,Corki,236,135,57.2
Sona,Miss Fortune,216,110,50.93
Gragas,Corki,42,17,40.48
Ashe,Kalista,2,1,50.0
Blitzcrank,Draven,146,86,58.9
Fiddlesticks,Senna,53,28,52.83
Bard,Ezreal,1117,576,51.57
Poppy,Smolder,145,86,59.31
Renata,Xayah,36,31,86.11
Zyra,Smolder,42,18,42.86
Senna,Mel,127,62,48.82
Pyke,Samira,130,55,42.31
Pyke,Seraphine,58,35,60.34
Rell,Yunara,732,408,55.74
Nidalee,Jinx,45,24,53.33
Zoe,Ashe,19,12,63.16
Thresh,Ezreal,287,132,45.99
Soraka,Zeri,213,114,53.52
LeBlanc,Ezreal,27,13,48.15
Braum,Sivir,303,154,50.83
Milio,Draven,64,37,57.81
Sona,Jhin,457,232,50.77
Heimerdinger,Ezreal,15,12,80.0
Xin Zhao,Draven,4,3,75.0
Braum,KogMaw,170,96,56.47
Seraphine,Ezreal,198,90,45.45
Karma,Caitlyn,642,364,56.7
Karma,Aphelios,311,134,43.09
Lux,Jhin,156,76,48.72
Galio,Jinx,8,2,25.0
Soraka,Draven,106,65,61.32
Blitzcrank,Hwei,30,16,53.33
Maokai,Senna,52,25,48.08
Ivern,Viktor,3,3,100.0
Janna,Senna,232,126,54.31
Nami,Swain,81,39,48.15
Nami,Smolder,570,299,52.46
Milio,Smolder,234,110,47.01
Soraka,Mel,116,71,61.21
Lux,Varus,69,16,23.19
Sylas,Jhin,65,28,43.08
Galio,Senna,20,10,50.0
Rakan,Riven,11,4,36.36
Mel,Varus,59,20,33.9
Braum,Brand,18,7,38.89
Gragas,Tristana,37,23,62.16
Camille,Xayah,12,5,41.67
Leona,Senna,237,117,49.37
Gragas,Jhin,48,20,41.67
Zac,Ezreal,17,13,76.47
Rakan,Senna,330,166,50.3
Tahm Kench,Seraphine,22,7,31.82
Xin Zhao,Ashe,1,1,100.0
Amumu,Smolder,11,11,100.0
Zilean,Ezreal,278,139,50.0
Seraphine,Lux,64,33,51.56
Seraphine,Ashe,304,158,51.97
Braum,Yasuo,31,15,48.39
Elise,Tristana,102,48,47.06
Blitzcrank,Xayah,112,61,54.46
Lulu,Miss Fortune,97,48,49.48
Milio,Ashe,255,122,47.84
Bard,Caitlyn,495,263,53.13
Nidalee,Yunara,80,37,46.25
Neeko,Smolder,118,64,54.24
Seraphine,Jhin,175,88,50.29
Chogath,Jhin,5,5,100.0
Milio,Aphelios,362,174,48.07
Cassiopeia,Sivir,1,1,100.0
Chogath,Varus,7,7,100.0
Blitzcrank,Samira,61,25,40.98
Fiddlesticks,Sivir,23,11,47.83
Braum,Smolder,302,183,60.6
Alistar,Veigar,45,28,62.22
Fiddlesticks,Lux,12,10,83.33
Nidalee,Zeri,31,11,35.48
Nautilus,Hwei,150,66,44.0
Zilean,Lux,39,28,71.79
Thresh,Corki,241,109,45.23
Blitzcrank,Mel,61,20,32.79
Blitzcrank,Varus,165,96,58.18
Milio,Senna,93,33,35.48
Nautilus,Ziggs,280,131,46.79
Fiddlesticks,Corki,38,25,65.79
Braum,Corki,251,120,47.81
Nautilus,Vayne,106,53,50.0
Gwen,Corki,4,0,0.0
Braum,Lux,21,11,52.38
Seraphine,Senna,110,58,52.73
Karma,Ashe,235,99,42.13
Riven,Lux,2,2,100.0
Zoe,Aphelios,14,3,21.43
Thresh,Lux,42,12,28.57
Taliyah,Draven,4,4,100.0
Pyke,Hwei,58,41,70.69
Sona,Kled,7,3,42.86
Nautilus,Sivir,339,171,50.44
Bard,Tristana,264,137,51.89
Rakan,Lux,82,45,54.88
Pyke,Zyra,25,14,56.0
Alistar,Vayne,138,63,45.65
Milio,Jinx,492,239,48.58
Sona,Brand,8,6,75.0
Braum,Varus,346,167,48.27
Lulu,Kaisa,436,221,50.69
Zilean,Brand,15,2,13.33
Braum,Viktor,8,6,75.0
Elise,Kaisa,190,63,33.16
Taric,Ezreal,92,38,41.3
Maokai,Jhin,95,59,62.11
Zac,Aphelios,11,3,27.27
Maokai,Tristana,64,28,43.75
Galio,Sivir,22,6,27.27
Alistar,Heimerdinger,42,10,23.81
Sylas,Mel,11,1,9.09
Rakan,Ziggs,133,63,47.37
Braum,Tristana,253,117,46.25
Ahri,Corki,6,4,66.67
Janna,Varus,255,118,46.27
VelKoz,Senna,56,35,62.5
Rell,Morgana,7,7,100.0
Karma,Vayne,165,75,45.45
Elise,Hwei,21,8,38.1
Nunu & Willump,Kaisa,19,4,21.05
Morgana,Jhin,107,63,58.88
Soraka,Varus,266,146,54.89
Nami,Zyra,51,26,50.98
Nami,Yunara,528,221,41.86
Sona,Akshan,1,1,100.0
Thresh,Ziggs,72,35,48.61
Teemo,Lucian,22,20,90.91
Zyra,Varus,67,33,49.25
Soraka,Miss Fortune,121,75,61.98
Nami,Aphelios,314,167,53.18
Renata,Lucian,29,20,68.97
Soraka,Twitch,107,57,53.27
Soraka,Vayne,137,82,59.85
Taric,Tristana,115,64,55.65
Soraka,Ashe,216,106,49.07
Poppy,Viktor,27,11,40.74
Soraka,Tristana,159,116,72.96
Senna,Zeri,85,43,50.59
Braum,Zeri,199,91,45.73
Soraka,Aphelios,350,154,44.0
Braum,Mel,55,22,40.0
Trundle,Yasuo,7,2,28.57
Pyke,Lux,86,53,61.63
Nautilus,Seraphine,73,38,52.05
Renata,Jinx,86,43,50.0
Nami,Corki,599,316,52.75
Soraka,Caitlyn,160,62,38.75
Janna,Corki,260,149,57.31
Elise,Jinx,45,15,33.33
Alistar,Seraphine,113,43,38.05
Nami,Karthus,193,111,57.51
Rakan,Lissandra,5,0,0.0
Alistar,Zyra,63,31,49.21
Gragas,Yasuo,71,24,33.8
Gragas,Miss Fortune,36,7,19.44
Senna,Kaisa,177,72,40.68
Leona,Mel,102,55,53.92
Dr. Mundo,Senna,18,7,38.89
Elise,Sivir,42,30,71.43
Zoe,Sivir,19,18,94.74
Neeko,Mel,70,27,38.57
Alistar,Zeri,331,178,53.78
Gragas,Twitch,33,25,75.76
Sona,Xayah,89,55,61.8
Pyke,Swain,30,26,86.67
Bard,Swain,56,37,66.07
Gragas,Mel,24,12,50.0
Heimerdinger,Corki,12,10,83.33
Elise,Yasuo,14,3,21.43
Soraka,Yasuo,74,33,44.59
Janna,Sivir,354,213,60.17
Poppy,Mel,105,55,52.38
Poppy,Sivir,156,103,66.03
Poppy,Jinx,116,51,43.97
Gragas,Ziggs,13,13,100.0
Milio,Twitch,182,92,50.55
Pantheon,Jinx,47,23,48.94
Poppy,Zilean,10,9,90.0
Rell,Caitlyn,132,72,54.55
Alistar,Jinx,367,190,51.77
Senna,Sivir,132,57,43.18
Neeko,Lux,37,25,67.57
Rakan,Yasuo,169,78,46.15
Elise,Mel,50,28,56.0
Annie,Jhin,31,11,35.48
Bard,Lucian,241,125,51.87
Shen,Sivir,29,9,31.03
Mel,Sivir,30,9,30.0
Zoe,Lux,68,43,63.24
Blitzcrank,Jhin,257,118,45.91
Trundle,Vayne,14,0,0.0
Thresh,Lucian,305,159,52.13
Rell,Ziggs,175,86,49.14
Blitzcrank,Lucian,147,80,54.42
Alistar,Swain,70,53,75.71
Blitzcrank,Jinx,159,75,47.17
Elise,Corki,113,65,57.52
Neeko,Zyra,10,8,80.0
Leona,Lux,52,31,59.62
Sona,Varus,296,127,42.91
Elise,Aphelios,55,36,65.45
Sona,Mel,136,62,45.59
Tahm Kench,Miss Fortune,36,7,19.44
Gragas,Swain,2,2,100.0
Elise,Ezreal,166,90,54.22
Bard,Varus,506,236,46.64
Gragas,Kalista,10,1,10.0
Braum,Miss Fortune,187,81,43.32
Poppy,Kaisa,322,179,55.59
Zyra,Corki,17,10,58.82
Rakan,Hwei,99,49,49.49
Rumble,Caitlyn,5,1,20.0
Zoe,Mel,16,14,87.5
Kennen,Sivir,10,10,100.0
Trundle,Senna,30,16,53.33
Morgana,Ezreal,83,31,37.35
Trundle,Jayce,3,3,100.0
Trundle,Mel,15,10,66.67
Pyke,Zeri,108,49,45.37
Trundle,Caitlyn,18,14,77.78
Trundle,Tristana,15,8,53.33
Trundle,Kalista,5,5,100.0
Tahm Kench,Xayah,17,7,41.18
Sylas,Corki,26,9,34.62
Karthus,Kaisa,9,9,100.0
Thresh,Tristana,290,160,55.17
Morgana,Caitlyn,242,132,54.55
Janna,Yunara,322,169,52.48
Sylas,Miss Fortune,21,9,42.86
Lulu,Xayah,139,72,51.8
Taric,Aphelios,85,26,30.59
Pyke,Jinx,143,91,63.64
Zilean,KogMaw,49,32,65.31
Shaco,Twitch,13,5,38.46
Nautilus,KogMaw,73,29,39.73
Elise,Draven,61,37,60.66
Taric,Karthus,18,16,88.89
Yuumi,Ashe,19,10,52.63
Karma,Yasuo,39,32,82.05
Alistar,Viktor,36,23,63.89
Tahm Kench,Yasuo,6,6,100.0
Maokai,Varus,61,25,40.98
Nami,Cassiopeia,39,23,58.97
Zilean,Smolder,182,90,49.45
Bard,Xerath,11,11,100.0
Fiddlesticks,Vayne,23,18,78.26
Lulu,Ashe,345,178,51.59
Neeko,Yunara,254,99,38.98
Teemo,Ashe,8,8,100.0
Milio,Corki,112,54,48.21
Rell,Xayah,184,99,53.8
Nami,Caitlyn,319,133,41.69
Bard,Syndra,30,14,46.67
Nami,Kaisa,458,248,54.15
Maokai,KogMaw,13,4,30.77
VelKoz,Tristana,31,13,41.94
Shen,Twitch,11,7,63.64
Swain,Caitlyn,9,2,22.22
Alistar,Xayah,273,114,41.76
Renata,Senna,44,25,56.82
Camille,Kaisa,43,14,32.56
Amumu,Senna,5,2,40.0
Trundle,Swain,10,7,70.0
Renata,Jhin,44,30,68.18
Hwei,Aphelios,12,4,33.33
Blitzcrank,Aphelios,190,104,54.74
Fiddlesticks,Kaisa,80,50,62.5
Fiddlesticks,Draven,26,18,69.23
Fiddlesticks,Twitch,36,19,52.78
Karma,KogMaw,92,47,51.09
Karma,Twitch,149,95,63.76
Elise,Ashe,14,2,14.29
Mel,Twitch,29,22,75.86
Lux,Miss Fortune,22,16,72.73
Camille,Varus,14,4,28.57
Morgana,Kaisa,71,29,40.85
Senna,Ezreal,219,88,40.18
Milio,Zeri,153,74,48.37
Senna,Vayne,44,26,59.09
Janna,Ashe,150,72,48.0
Janna,Twitch,95,42,44.21
Aurora,Jhin,5,0,0.0
Poppy,Swain,40,20,50.0
Trundle,Karthus,9,7,77.78
Hwei,Yunara,2,0,0.0
Nami,Azir,8,4,50.0
Xerath,Yunara,38,28,73.68
Lux,Caitlyn,429,224,52.21
Blitzcrank,Tristana,178,86,48.31
Yuumi,Yasuo,11,9,81.82
Fiddlesticks,Ezreal,91,58,63.74
Shen,Karthus,17,9,52.94
Senna,Nilah,204,127,62.25
Shen,Ezreal,17,6,35.29
Poppy,Draven,68,42,61.76
Shen,Lux,4,3,75.0
Neeko,Ziggs,37,15,40.54
Rumble,Senna,5,2,40.0
Rumble,Swain,2,0,0.0
Bard,Kled,2,2,100.0
Shen,Tristana,29,8,27.59
VelKoz,Yasuo,7,3,42.86
Mel,Jhin,92,51,55.43
Renata,Sivir,70,39,55.71
Morgana,Ziggs,31,13,41.94
Soraka,Karthus,63,34,53.97
Zilean,Yunara,177,90,50.85
Alistar,Gwen,8,8,100.0
Fiora,Nilah,7,0,0.0
Rakan,Aphelios,249,96,38.55
Zilean,Lucian,113,48,42.48
LeBlanc,Kaisa,8,2,25.0
Neeko,Swain,15,9,60.0
Thresh,Kaisa,529,303,57.28
Leona,Karthus,77,47,61.04
Janna,Ezreal,496,246,49.6
Shen,Viktor,6,0,0.0
Yuumi,Vayne,98,60,61.22
Teemo,Jhin,20,16,80.0
Milio,Yunara,407,198,48.65
Karma,Draven,124,72,58.06
Senna,Yunara,109,43,39.45
Karma,Zeri,268,121,45.15
Maokai,Corki,52,21,40.38
Pyke,Neeko,15,0,0.0
Fiddlesticks,Swain,10,4,40.0
Elise,Varus,119,78,65.55
Morgana,Smolder,64,18,28.12
Zilean,Kaisa,162,101,62.35
Yuumi,Swain,11,6,54.55
Alistar,Urgot,11,6,54.55
Rell,KogMaw,109,64,58.72
Karma,Azir,6,0,0.0
Poppy,Azir,5,5,100.0
Senna,Heimerdinger,42,20,47.62
Nami,Mel,369,157,42.55
Maokai,Draven,31,11,35.48
Senna,Twitch,56,43,76.79
