champion1,champion2,champion3,games,wins,win_rate
Viego,Rell,Ekko,21,12,57.14
Pantheon,Zyra,Ekko,3,0,0.0
Rengar,Thresh,Hwei,3,1,33.33
Briar,Milio,Veigar,3,3,100.0
Naafiri,Blitzcrank,Annie,4,2,50.0
Graves,Gragas,Annie,1,0,0.0
Viego,Zyra,Kassadin,6,0,0.0
Kindred,Leona,Diana,2,2,100.0
Evelynn,Seraphine,Pantheon,1,0,0.0
Kindred,Karma,Yone,5,5,100.0
Brand,Pantheon,Mel,1,0,0.0
Diana,Seraphine,Hwei,1,1,100.0
Graves,Janna,Akali,3,0,0.0
Naafiri,Xerath,Talon,2,0,0.0
Naafiri,Bard,Anivia,6,6,100.0
Neeko,Milio,Yasuo,1,0,0.0
Rengar,Seraphine,Ekko,3,3,100.0
Jax,Senna,Katarina,3,0,0.0
Lillia,Braum,Anivia,2,1,50.0
Ivern,Bard,Qiyana,5,5,100.0
Warwick,Nami,Ryze,10,5,50.0
Lillia,Sylas,Naafiri,5,5,100.0
Ekko,Sylas,Azir,5,5,100.0
Ekko,Blitzcrank,Morgana,5,5,100.0
Hecarim,Sylas,Zoe,6,6,100.0
Hecarim,Zilean,Zoe,9,5,55.56
Elise,Sylas,Ahri,4,0,0.0
Volibear,Zilean,Galio,4,4,100.0
Dr. Mundo,Zilean,Viktor,2,0,0.0
Xin Zhao,Sylas,Akali,2,2,100.0
Xin Zhao,Sylas,Xerath,1,1,100.0
Volibear,Nami,Akali,8,3,37.5
Vi,Sylas,Akshan,2,2,100.0
Zed,Blitzcrank,Syndra,4,0,0.0
Belveth,Sylas,Ahri,2,2,100.0
Vi,Alistar,Yasuo,5,1,20.0
Talon,Zilean,Karma,3,0,0.0
Graves,Hwei,LeBlanc,1,0,0.0
Nunu & Willump,Sylas,Hwei,3,0,0.0
Sion,Zilean,Yasuo,3,3,100.0
Zac,Nami,Akali,14,1,7.14
Volibear,Sylas,Akshan,1,1,100.0
Nocturne,Karma,Sion,2,0,0.0
Sion,Braum,Yasuo,1,1,100.0
Jarvan IV,Soraka,Rumble,1,1,100.0
Diana,Senna,Anivia,1,0,0.0
Viego,Leona,Veigar,1,1,100.0
Amumu,Tahm Kench,Smolder,3,3,100.0
Pantheon,Thresh,Fizz,8,2,25.0
Vi,Sylas,Galio,1,1,100.0
Pantheon,Tahm Kench,Galio,1,1,100.0
Pantheon,Nami,Smolder,4,0,0.0
Graves,Lulu,Viktor,17,5,29.41
Qiyana,Milio,Kennen,1,0,0.0
Viego,Thresh,Mel,5,2,40.0
Belveth,Alistar,Neeko,2,2,100.0
Zed,Renata,Smolder,1,1,100.0
Belveth,Senna,Yone,1,1,100.0
Viego,Sylas,Yasuo,1,0,0.0
Belveth,Sylas,Malzahar,1,0,0.0
Gwen,Zilean,Orianna,1,1,100.0
Evelynn,Alistar,Mordekaiser,1,0,0.0
Vi,Lulu,Zac,3,1,33.33
Naafiri,Renata,Ryze,1,0,0.0
Pantheon,Sylas,Orianna,2,0,0.0
KhaZix,Alistar,Ekko,1,1,100.0
Zed,Rell,Singed,1,1,100.0
Rumble,Alistar,Galio,1,1,100.0
Pantheon,Blitzcrank,Akshan,2,1,50.0
Mordekaiser,Renata,Taliyah,1,0,0.0
Belveth,Xerath,Twisted Fate,2,2,100.0
Rengar,Poppy,Camille,2,0,0.0
Udyr,Karma,Neeko,2,2,100.0
Shyvana,Nautilus,Galio,1,0,0.0
KhaZix,Alistar,Neeko,2,1,50.0
Pantheon,Senna,Malzahar,1,1,100.0
Ekko,Zilean,Neeko,7,0,0.0
Briar,Soraka,Mel,5,5,100.0
Zed,Zilean,Lissandra,4,4,100.0
Talon,Swain,Malphite,2,2,100.0
Xin Zhao,Rakan,Diana,7,7,100.0
Talon,Nami,LeBlanc,13,2,15.38
Talon,Janna,Katarina,6,0,0.0
Talon,Blitzcrank,Akali,3,1,33.33
Ekko,Pyke,Viktor,6,3,50.0
Ekko,Poppy,Viktor,3,3,100.0
Wukong,Thresh,Ekko,7,5,71.43
Ekko,Pyke,Vex,2,2,100.0
Viego,Morgana,Qiyana,2,0,0.0
Amumu,Taric,Qiyana,4,0,0.0
Pantheon,Thresh,Smolder,1,0,0.0
Talon,Maokai,Syndra,4,4,100.0
Rengar,Pyke,Ekko,4,4,100.0
Jarvan IV,Pyke,Ekko,1,1,100.0
Zed,Morgana,Qiyana,1,0,0.0
Lillia,Nami,Corki,4,1,25.0
Nocturne,Mel,Sylas,5,0,0.0
Maokai,Blitzcrank,Ekko,5,5,100.0
Jarvan IV,Soraka,KSante,3,0,0.0
Dr. Mundo,Bard,Galio,4,4,100.0
Naafiri,Nautilus,Vex,1,0,0.0
Ekko,Nami,Fizz,6,5,83.33
Viego,Mel,Qiyana,1,1,100.0
Ekko,Blitzcrank,Yasuo,8,6,75.0
Shyvana,Heimerdinger,Hwei,2,0,0.0
Ekko,Nautilus,Malphite,1,1,100.0
Lillia,Poppy,Aurelion Sol,1,0,0.0
Viego,Swain,Ekko,3,0,0.0
Gwen,Bard,Ahri,2,2,100.0
Talon,Lux,Syndra,15,4,26.67
Skarner,Sona,Tristana,9,0,0.0
Ekko,Renata,Akali,4,4,100.0
Viego,Lux,Yasuo,5,0,0.0
Nocturne,Janna,Ahri,7,0,0.0
Ekko,Galio,Akshan,2,2,100.0
Graves,Rakan,Ekko,4,4,100.0
Amumu,Nami,Talon,3,3,100.0
Ekko,Janna,Twisted Fate,5,5,100.0
Shyvana,Seraphine,LeBlanc,4,0,0.0
Wukong,Thresh,Fizz,2,1,50.0
Ekko,Alistar,Gangplank,1,1,100.0
Kayn,Mel,Ekko,3,0,0.0
Ekko,Blitzcrank,Veigar,3,3,100.0
Qiyana,Lulu,Anivia,2,0,0.0
Ekko,Milio,Lux,3,3,100.0
Talon,Lulu,Ekko,2,2,100.0
Olaf,Braum,Ekko,2,2,100.0
Belveth,Nami,Zac,1,0,0.0
Trundle,Braum,Ekko,11,9,81.82
Skarner,Soraka,Ekko,2,1,50.0
KhaZix,Karma,Hwei,7,2,28.57
Vi,Zilean,Garen,1,0,0.0
Nocturne,Mel,Ekko,1,1,100.0
Master Yi,Rell,Kaisa,1,1,100.0
Wukong,Lulu,Ekko,7,4,57.14
Master Yi,Jarvan IV,Ekko,1,0,0.0
Neeko,Nami,Anivia,1,0,0.0
KhaZix,Morgana,Ekko,2,2,100.0
Kayn,Lulu,Neeko,2,0,0.0
Udyr,Jarvan IV,Ekko,3,0,0.0
Amumu,Fiddlesticks,Talon,3,3,100.0
Nidalee,Sejuani,Ekko,1,0,0.0
KhaZix,Renata,Ekko,2,0,0.0
Reksai,Brand,Galio,1,0,0.0
Rammus,Milio,Ekko,1,1,100.0
Viego,Neeko,Ekko,2,2,100.0
Elise,Morgana,Hwei,4,4,100.0
Lee Sin,VelKoz,Annie,5,0,0.0
Hecarim,Yuumi,Viktor,2,0,0.0
Jax,Nami,Zoe,2,1,50.0
Nidalee,Neeko,Naafiri,1,1,100.0
Zed,Morgana,Galio,4,4,100.0
Gwen,Swain,Lux,6,6,100.0
Maokai,Bard,Viktor,7,0,0.0
Nunu & Willump,Morgana,Chogath,7,7,100.0
Reksai,Rakan,Aurora,3,0,0.0
Naafiri,Lux,Aurora,2,2,100.0
Jarvan IV,Bard,Anivia,3,0,0.0
Pantheon,Seraphine,Lux,5,4,80.0
Elise,Senna,Yorick,5,0,0.0
Warwick,Sylas,Lux,5,5,100.0
Master Yi,Poppy,Karma,1,1,100.0
KhaZix,Janna,Diana,1,1,100.0
Kindred,Morgana,Irelia,3,0,0.0
Viego,Soraka,Heimerdinger,2,2,100.0
Jarvan IV,Xerath,Swain,2,0,0.0
Volibear,Karma,Akshan,11,9,81.82
Ivern,Nami,Zed,8,3,37.5
Belveth,Seraphine,Zed,3,3,100.0
Warwick,Leona,Talon,1,1,100.0
Akshan,Shen,Sylas,2,0,0.0
Naafiri,Tahm Kench,Veigar,1,1,100.0
Ekko,Janna,Malzahar,1,0,0.0
Lee Sin,Brand,Mel,3,0,0.0
KhaZix,Maokai,Qiyana,3,3,100.0
Elise,Seraphine,Irelia,3,0,0.0
Skarner,Leona,Yasuo,3,3,100.0
Graves,Leona,Viktor,3,3,100.0
Diana,Janna,Akali,2,2,100.0
Dr. Mundo,Lulu,Akali,2,1,50.0
Wukong,Soraka,Hwei,7,3,42.86
Lillia,Leona,Yasuo,5,0,0.0
Dr. Mundo,Braum,Gragas,1,0,0.0
Hecarim,Mel,Lux,2,0,0.0
Naafiri,Braum,Mel,5,4,80.0
Elise,Sett,Karma,3,0,0.0
Master Yi,Karma,Lux,3,3,100.0
Diana,Senna,Mel,1,1,100.0
Elise,Malphite,Yasuo,1,1,100.0
Hecarim,Maokai,Yasuo,2,2,100.0
Gwen,Lulu,Vex,2,0,0.0
Naafiri,Lux,Galio,3,2,66.67
Nocturne,Pyke,Akshan,2,0,0.0
Briar,Brand,Lux,1,0,0.0
Jarvan IV,Mel,Veigar,2,2,100.0
Naafiri,Thresh,Annie,2,0,0.0
Pantheon,Maokai,Yone,2,2,100.0
Nunu & Willump,Nami,Akshan,1,1,100.0
Briar,Janna,Katarina,2,2,100.0
Shaco,Neeko,Lux,2,0,0.0
Diana,Lulu,Kaisa,2,2,100.0
Shaco,Milio,Viktor,1,0,0.0
Rengar,Zilean,Akali,1,1,100.0
Zed,Seraphine,Galio,3,0,0.0
Graves,Karma,Talon,3,3,100.0
Wukong,Mel,Qiyana,2,0,0.0
Master Yi,Rakan,Vladimir,2,2,100.0
Shyvana,Sona,Kassadin,1,1,100.0
Kindred,Janna,Anivia,3,3,100.0
Xin Zhao,Kennen,Galio,1,0,0.0
Gwen,Blitzcrank,Yone,1,1,100.0
Master Yi,Milio,Mel,1,0,0.0
Belveth,Soraka,Corki,1,0,0.0
Xin Zhao,Senna,Akshan,1,1,100.0
Zed,VelKoz,Diana,1,0,0.0
Viego,Mel,Jayce,2,0,0.0
Viego,Nami,Karma,5,2,40.0
Kayn,Sona,Diana,3,3,100.0
Nocturne,Blitzcrank,Fiddlesticks,3,3,100.0
Ekko,Elise,Orianna,3,0,0.0
Nocturne,Senna,Malzahar,4,4,100.0
Rengar,Elise,Diana,4,0,0.0
Briar,Pyke,Kayle,4,4,100.0
Naafiri,Rakan,Talon,5,1,20.0
Jarvan IV,Zilean,Vex,4,4,100.0
Xin Zhao,Zilean,Lux,2,2,100.0
Skarner,Morgana,Lissandra,1,0,0.0
Talon,Zilean,Malzahar,1,1,100.0
Udyr,Camille,Sylas,3,0,0.0
Udyr,Braum,Viego,1,0,0.0
Naafiri,Zilean,Malphite,1,1,100.0
Udyr,Zilean,Malzahar,4,0,0.0
Warwick,Soraka,Sylas,7,0,0.0
Nocturne,Zilean,Taliyah,4,3,75.0
Pantheon,Galio,Ryze,3,0,0.0
Kayn,Zilean,Azir,3,3,100.0
Ekko,Camille,Syndra,2,0,0.0
Jarvan IV,Soraka,Zilean,1,0,0.0
Lee Sin,Pyke,Taliyah,5,0,0.0
Zac,Zilean,Lucian,3,0,0.0
Ekko,Janna,Garen,3,3,100.0
Kayn,Zilean,Veigar,1,0,0.0
Nocturne,Zilean,Lissandra,3,0,0.0
Kayn,Camille,Yone,4,0,0.0
Mordekaiser,Zilean,Hwei,4,4,100.0
Wukong,Zilean,Galio,7,0,0.0
Fiddlesticks,Pyke,Taliyah,3,0,0.0
Evelynn,Zilean,Zed,1,0,0.0
Shaco,Lulu,Diana,2,2,100.0
Ivern,VelKoz,Lissandra,1,0,0.0
Zed,Nautilus,Briar,1,0,0.0
Warwick,Bard,Ryze,3,3,100.0
Master Yi,Zilean,Sylas,11,8,72.73
Volibear,Senna,Akali,5,0,0.0
Nocturne,Sona,Karma,6,6,100.0
Shaco,Braum,Twisted Fate,3,2,66.67
Diana,Camille,Yuumi,2,0,0.0
Maokai,Zilean,Sylas,2,2,100.0
KhaZix,Elise,Mel,1,1,100.0
Kindred,Zilean,Qiyana,4,0,0.0
Lee Sin,Milio,Gragas,4,4,100.0
Warwick,Nami,Vex,3,1,33.33
Zed,Zilean,Syndra,2,2,100.0
Maokai,Nautilus,Hwei,2,0,0.0
Wukong,Shaco,Hwei,1,0,0.0
Zac,Zilean,Syndra,1,1,100.0
Ekko,Zilean,Pantheon,4,4,100.0
Pantheon,Elise,Veigar,3,3,100.0
Lee Sin,Janna,Fizz,5,2,40.0
Maokai,Pyke,Mel,2,0,0.0
Trundle,Zilean,Kennen,2,2,100.0
Zed,Milio,Syndra,6,1,16.67
Belveth,Nami,Yasuo,2,2,100.0
Viego,Zyra,LeBlanc,2,1,50.0
Zed,Swain,Akali,5,5,100.0
Olaf,Swain,Twisted Fate,5,5,100.0
Warwick,Braum,Akali,3,0,0.0
Hecarim,Rell,Veigar,6,1,16.67
Master Yi,Milio,Katarina,5,5,100.0
Kayn,Renata,Ahri,1,1,100.0
Jarvan IV,Thresh,Hwei,8,6,75.0
Ekko,Maokai,Akali,4,0,0.0
Diana,Pyke,Ryze,5,4,80.0
Ekko,Veigar,Mel,4,0,0.0
Zac,Rell,Ahri,4,4,100.0
Evelynn,Blitzcrank,Sylas,2,0,0.0
Pantheon,Milio,Vayne,4,2,50.0
Volibear,Pyke,Aurora,6,4,66.67
Master Yi,Skarner,Diana,4,0,0.0
Hecarim,Galio,Viktor,3,3,100.0
Master Yi,Skarner,Lissandra,3,0,0.0
Briar,Bard,Diana,2,0,0.0
Vayne,Janna,Mordekaiser,2,2,100.0
Vayne,Thresh,Qiyana,6,1,16.67
Vi,Maokai,Orianna,5,2,40.0
Vi,Pyke,Kassadin,3,3,100.0
Viego,Alistar,Fiddlesticks,3,3,100.0
Dr. Mundo,Thresh,Yasuo,5,0,0.0
Kayn,Elise,Taliyah,4,4,100.0
Kayn,Leona,Twisted Fate,6,1,16.67
Graves,Tahm Kench,Ziggs,5,5,100.0
Zed,Elise,Fizz,5,5,100.0
Talon,Taric,Diana,4,4,100.0
Ekko,Zilean,Jayce,4,0,0.0
Ekko,Pantheon,Sylas,5,0,0.0
Ivern,Soraka,Naafiri,2,0,0.0
Viego,Nami,Chogath,6,0,0.0
KhaZix,Alistar,Irelia,3,3,100.0
Nocturne,Zilean,Katarina,9,3,33.33
Xin Zhao,Shaco,Twisted Fate,3,3,100.0
Lillia,Nami,Veigar,7,6,85.71
Xin Zhao,Alistar,Renekton,8,0,0.0
Lee Sin,Nami,Chogath,3,1,33.33
Elise,Rakan,Rumble,1,1,100.0
Warwick,Bard,Mel,3,0,0.0
Briar,Milio,Hwei,2,2,100.0
Viego,Pyke,Lissandra,5,4,80.0
Kindred,Seraphine,Sett,2,0,0.0
Vi,Zilean,Fizz,3,3,100.0
Elise,Milio,Vladimir,1,1,100.0
Master Yi,Blitzcrank,Azir,1,0,0.0
Qiyana,Leona,Malzahar,3,3,100.0
Diana,Blitzcrank,Naafiri,3,0,0.0
Vi,Soraka,Qiyana,8,4,50.0
Nocturne,Karma,Elise,4,4,100.0
Rammus,Karma,Vladimir,3,0,0.0
Maokai,Nami,Hwei,3,3,100.0
Briar,Maokai,Galio,5,5,100.0
Ekko,Lulu,Samira,2,0,0.0
Pantheon,Lux,Swain,1,1,100.0
Sejuani,Soraka,Vladimir,1,0,0.0
Pantheon,Karma,Talon,4,0,0.0
Graves,Nami,Akali,4,3,75.0
Sejuani,Bard,Ahri,3,3,100.0
Warwick,Neeko,Ahri,2,2,100.0
Zed,Rakan,Kennen,1,0,0.0
Shaco,Zilean,Akshan,1,1,100.0
Lillia,Nami,Nasus,3,3,100.0
Hecarim,Maokai,Yone,4,1,25.0
Zac,Zilean,Viktor,8,7,87.5
Master Yi,Yuumi,Lissandra,3,3,100.0
Warwick,Nami,Viktor,13,6,46.15
Kindred,Nami,Anivia,3,3,100.0
Pantheon,Zilean,Hwei,3,0,0.0
Naafiri,Soraka,Anivia,3,0,0.0
Gwen,Thresh,Irelia,9,5,55.56
Hecarim,Soraka,Akali,8,3,37.5
Viego,Tahm Kench,Syndra,4,0,0.0
Talon,Seraphine,Fiddlesticks,2,2,100.0
Volibear,Maokai,Ahri,3,0,0.0
Master Yi,Soraka,Ahri,12,4,33.33
Lee Sin,Sona,Singed,3,0,0.0
Hecarim,Swain,Aurora,2,0,0.0
Karthus,Seraphine,Zilean,3,3,100.0
Hecarim,KhaZix,Azir,3,3,100.0
Briar,Lux,Zoe,1,0,0.0
Kayn,Yone,Akshan,1,1,100.0
Vi,Gragas,Twisted Fate,3,3,100.0
Gwen,Yuumi,Shen,3,0,0.0
Udyr,Bard,Elise,2,2,100.0
Diana,Yuumi,Zed,2,0,0.0
Pantheon,Alistar,Anivia,9,8,88.89
KhaZix,Karma,Akshan,1,0,0.0
Nocturne,Seraphine,Galio,3,2,66.67
Zed,Brand,Irelia,1,1,100.0
Briar,Nautilus,Viktor,2,1,50.0
Diana,Mel,Lissandra,1,0,0.0
Master Yi,Lux,Jayce,1,0,0.0
Kayn,Karma,Talon,3,2,66.67
Ekko,Poppy,Sylas,1,0,0.0
Nocturne,Lulu,Galio,11,2,18.18
Pantheon,Lux,Zoe,4,3,75.0
Teemo,Rell,Sylas,1,0,0.0
Wukong,Fiddlesticks,Zoe,2,2,100.0
Diana,Milio,Zoe,2,1,50.0
Evelynn,Blitzcrank,Vladimir,1,0,0.0
Talon,Neeko,Taliyah,2,0,0.0
Diana,Alistar,Tristana,5,0,0.0
KhaZix,Milio,Zed,3,3,100.0
Pantheon,Seraphine,Ekko,2,2,100.0
Lillia,Karma,Azir,2,0,0.0
Reksai,Soraka,Akali,2,0,0.0
Hecarim,Senna,Naafiri,2,2,100.0
KhaZix,Zilean,Ziggs,3,0,0.0
Gragas,Senna,Orianna,1,1,100.0
Talon,Nidalee,Yasuo,3,0,0.0
KhaZix,Seraphine,Anivia,3,3,100.0
Briar,Bard,Sylas,3,3,100.0
Lee Sin,Yuumi,Kayle,1,1,100.0
Mordekaiser,Karma,Yasuo,1,0,0.0
Nunu & Willump,Janna,Tristana,2,0,0.0
Qiyana,Thresh,Aurora,1,1,100.0
Qiyana,Alistar,Ezreal,2,0,0.0
Xin Zhao,Soraka,Zac,1,1,100.0
Lee Sin,Jarvan IV,Fizz,1,0,0.0
KhaZix,Nidalee,Ekko,2,2,100.0
Master Yi,Blitzcrank,Aurora,1,0,0.0
Lee Sin,Seraphine,Akali,6,6,100.0
Ekko,Zilean,Yasuo,4,0,0.0
Zac,Soraka,Samira,3,3,100.0
Kayn,Lulu,Anivia,3,3,100.0
Talon,Sylas,Twisted Fate,3,3,100.0
Shyvana,Lulu,Anivia,3,0,0.0
Viego,Karma,Tristana,2,0,0.0
Gwen,Janna,Ezreal,1,1,100.0
Rammus,Lulu,Chogath,5,2,40.0
Master Yi,Neeko,Twisted Fate,2,0,0.0
Ivern,Braum,Veigar,2,2,100.0
Master Yi,Braum,Kennen,2,0,0.0
Rammus,Lulu,Lissandra,1,1,100.0
Jarvan IV,Zilean,Qiyana,2,2,100.0
Amumu,Karma,Xerath,2,2,100.0
Belveth,Pyke,Diana,1,1,100.0
KhaZix,Karma,Malzahar,3,0,0.0
Jarvan IV,Tahm Kench,Zoe,4,2,50.0
Pantheon,Lux,Ahri,7,7,100.0
KhaZix,Janna,Sion,3,0,0.0
Lee Sin,Blitzcrank,Sylas,6,4,66.67
Graves,Zilean,Ornn,4,4,100.0
Fiddlesticks,Thresh,Fizz,1,0,0.0
KhaZix,Blitzcrank,Syndra,3,1,33.33
Briar,Rakan,Volibear,2,2,100.0
Belveth,Janna,Akali,2,2,100.0
Volibear,Bard,Ambessa,2,0,0.0
Naafiri,Zilean,Irelia,2,1,50.0
Lee Sin,Milio,Talon,3,0,0.0
Talon,Janna,Vex,4,4,100.0
Nocturne,Alistar,Irelia,2,2,100.0
Kayn,Neeko,Ekko,4,0,0.0
Lillia,Soraka,Sett,3,3,100.0
Amumu,Nami,Akshan,2,2,100.0
Lee Sin,Gragas,Veigar,2,0,0.0
Warwick,Nami,Syndra,5,2,40.0
Ivern,Soraka,Lissandra,4,3,75.0
Trundle,Thresh,Lissandra,6,6,100.0
Dr. Mundo,Maokai,Fizz,3,0,0.0
Xin Zhao,Morgana,Viktor,5,4,80.0
Lillia,Lulu,Akshan,4,0,0.0
Ekko,Pyke,Sylas,5,5,100.0
Diana,Thresh,Galio,2,0,0.0
Viego,Bard,Irelia,4,3,75.0
Udyr,Pyke,Irelia,4,4,100.0
Shaco,Lulu,Vex,1,0,0.0
Shyvana,Pyke,Kennen,2,0,0.0
Tryndamere,Pyke,Lux,2,0,0.0
Lillia,Renata,Ekko,7,7,100.0
Lillia,Thresh,Malzahar,1,1,100.0
Warwick,Blitzcrank,Mel,1,0,0.0
Hecarim,Pyke,Nidalee,4,4,100.0
Shaco,Braum,Annie,4,0,0.0
Lee Sin,Nami,Sion,2,2,100.0
Viego,Morgana,Irelia,6,1,16.67
Shyvana,Pyke,Yasuo,3,0,0.0
Warwick,Pyke,Karma,2,0,0.0
Dr. Mundo,Lulu,Lux,2,0,0.0
Kayn,Milio,Anivia,3,1,33.33
Kayn,Pyke,Xerath,2,2,100.0
Talon,Lulu,Mel,6,4,66.67
Master Yi,Karma,Twisted Fate,2,0,0.0
Viego,Maokai,Lucian,4,0,0.0
Gragas,Renata,Yasuo,1,0,0.0
Lee Sin,Karma,Riven,2,2,100.0
Nocturne,Elise,Ekko,2,0,0.0
Ekko,Thresh,Lillia,3,0,0.0
Ivern,Nautilus,Veigar,3,3,100.0
Warwick,Zilean,Taliyah,1,1,100.0
Karthus,Sona,Garen,2,2,100.0
Naafiri,Karma,Syndra,3,0,0.0
Lillia,Thresh,Ahri,5,4,80.0
Warwick,Pyke,Twisted Fate,1,0,0.0
Fiddlesticks,Bard,Draven,1,0,0.0
Viego,Milio,Zoe,19,8,42.11
Belveth,Nami,Vex,2,1,50.0
Kayn,Karma,Zed,2,2,100.0
Olaf,Blitzcrank,Sylas,5,5,100.0
Shaco,Yuumi,Mel,1,1,100.0
Briar,Zilean,Sylas,3,0,0.0
Fiddlesticks,Janna,Cassiopeia,3,3,100.0
Shyvana,Karma,Yasuo,5,5,100.0
Gwen,Rell,Lux,3,3,100.0
Morgana,Janna,Aurora,2,0,0.0
Master Yi,Swain,Orianna,2,2,100.0
Vi,Nunu & Willump,Smolder,2,0,0.0
Kayn,Pantheon,Twisted Fate,3,0,0.0
Ivern,Janna,Ekko,3,3,100.0
Evelynn,Maokai,Ekko,2,0,0.0
Vi,Seraphine,Kassadin,5,0,0.0
Gwen,Blitzcrank,Ahri,3,0,0.0
Diana,VelKoz,Vladimir,4,4,100.0
Kayn,Fiddlesticks,Aurelion Sol,4,0,0.0
Volibear,Lux,Akali,2,0,0.0
Lillia,Pyke,Yasuo,2,2,100.0
Graves,Soraka,Gwen,2,0,0.0
Shyvana,Nautilus,Akali,2,2,100.0
Ivern,Thresh,Katarina,3,0,0.0
Lillia,Rell,Galio,7,0,0.0
Brand,Neeko,Hwei,4,4,100.0
Jarvan IV,Thresh,Diana,2,0,0.0
Trundle,Fiddlesticks,Aurora,1,0,0.0
Kaisa,Rell,Lux,4,4,100.0
Rengar,Braum,Vladimir,3,0,0.0
Wukong,Renata,Kayle,1,1,100.0
Diana,Maokai,Azir,1,1,100.0
Kindred,Karma,Galio,12,12,100.0
Viego,Seraphine,Hwei,7,1,14.29
Kayn,Pyke,Syndra,3,0,0.0
Zed,VelKoz,Viktor,4,0,0.0
Diana,Alistar,Akali,8,3,37.5
Graves,Elise,Sion,1,0,0.0
Lee Sin,Yuumi,Lissandra,1,1,100.0
Diana,Soraka,Veigar,1,0,0.0
Wukong,Thresh,Gragas,1,1,100.0
Talon,Blitzcrank,Hwei,1,1,100.0
Xin Zhao,Nautilus,Nidalee,7,5,71.43
Ivern,Nami,Orianna,6,0,0.0
Nocturne,Zyra,Kayle,3,3,100.0
Lillia,Mel,Aurora,3,0,0.0
Xin Zhao,Seraphine,Vladimir,1,1,100.0
Elise,Bard,Sion,2,0,0.0
Diana,Rakan,Qiyana,6,2,33.33
Poppy,Thresh,Akshan,1,0,0.0
Jarvan IV,Zilean,Veigar,2,0,0.0
Lillia,Seraphine,Zed,4,4,100.0
Nocturne,Soraka,Yone,3,3,100.0
Wukong,Nami,Rumble,3,3,100.0
Vi,Thresh,Vladimir,1,1,100.0
Pantheon,Kennen,Zed,3,0,0.0
Nunu & Willump,Bard,Katarina,3,3,100.0
Talon,Zilean,Yasuo,3,3,100.0
Talon,Alistar,Nidalee,5,5,100.0
Xin Zhao,Karma,Fizz,2,0,0.0
Kayn,Lux,Azir,2,2,100.0
Kayn,Senna,Ahri,8,8,100.0
Rengar,Swain,LeBlanc,3,0,0.0
Briar,Sona,Aurora,1,0,0.0
Rengar,Zilean,Fizz,1,1,100.0
Lillia,Taric,Talon,1,0,0.0
Lee Sin,Qiyana,Veigar,1,1,100.0
Xin Zhao,Pantheon,LeBlanc,2,2,100.0
Dr. Mundo,Nautilus,Ekko,2,2,100.0
Lillia,Lux,Galio,2,0,0.0
Xin Zhao,Nami,Talon,1,1,100.0
Xin Zhao,Alistar,Veigar,5,3,60.0
Talon,Pantheon,Fizz,3,0,0.0
Kindred,Milio,Sion,2,0,0.0
Xin Zhao,Soraka,Xerath,3,3,100.0
Ambessa,Blitzcrank,Sylas,9,0,0.0
Viego,Tahm Kench,Qiyana,4,0,0.0
Kindred,Nami,Mel,9,2,22.22
Kayn,Maokai,Azir,3,3,100.0
Sion,Milio,Ahri,3,0,0.0
Maokai,Zilean,Yasuo,3,0,0.0
KhaZix,Lux,Qiyana,3,3,100.0
Rengar,Janna,Katarina,4,0,0.0
Wukong,Rell,Heimerdinger,4,4,100.0
Talon,Soraka,LeBlanc,5,3,60.0
Viego,Rakan,Anivia,6,6,100.0
Ivern,Janna,Tristana,2,2,100.0
Talon,Poppy,Katarina,2,0,0.0
Nocturne,Sylas,Qiyana,1,1,100.0
Diana,Zilean,Veigar,3,1,33.33
Warwick,Lux,Zed,6,5,83.33
Ivern,Poppy,Yasuo,6,6,100.0
Warwick,Nautilus,Vladimir,6,0,0.0
Warwick,Leona,Yasuo,2,0,0.0
Ekko,Rakan,Karma,9,8,88.89
Amumu,Heimerdinger,Diana,2,2,100.0
Vi,Soraka,Syndra,7,2,28.57
Volibear,Zilean,Twisted Fate,3,1,33.33
Volibear,Karma,Hwei,7,0,0.0
Naafiri,Maokai,Talon,2,2,100.0
Zed,Lux,Viktor,7,4,57.14
Elise,Janna,Lux,2,2,100.0
Qiyana,Rell,LeBlanc,2,0,0.0
Ambessa,Braum,Katarina,2,0,0.0
Elise,Pyke,Mel,4,2,50.0
Shyvana,Braum,Zed,2,2,100.0
Viego,Rakan,Fizz,4,2,50.0
Lillia,Soraka,Garen,2,2,100.0
Lee Sin,Poppy,Katarina,3,0,0.0
Vi,Gragas,Neeko,2,2,100.0
Nocturne,Nami,Akshan,3,3,100.0
Evelynn,Milio,Talon,2,2,100.0
Warwick,Alistar,Kassadin,3,3,100.0
Ambessa,Pyke,Ahri,3,3,100.0
Volibear,Lux,Bard,3,0,0.0
Lee Sin,Zoe,Chogath,1,1,100.0
Viego,Rakan,Qiyana,1,0,0.0
Lee Sin,Neeko,Ambessa,2,2,100.0
Master Yi,Blitzcrank,Annie,2,0,0.0
Kindred,Neeko,Malzahar,3,0,0.0
Nidalee,Poppy,Akali,3,3,100.0
Briar,Rell,Galio,2,1,50.0
Vi,Thresh,Gragas,2,2,100.0
Wukong,Leona,Talon,3,0,0.0
Viego,Zilean,Veigar,5,0,0.0
Master Yi,Pantheon,Talon,3,3,100.0
Xin Zhao,Bard,Zac,3,0,0.0
Shyvana,Senna,Xerath,2,0,0.0
Viego,Lux,Vladimir,5,4,80.0
Kayn,Milio,Lissandra,2,1,50.0
