champion1,champion2,champion3,games,wins,win_rate
Evelynn,Sona,Irelia,2,0,0.0
Zyra,Alistar,Vladimir,1,1,100.0
Ekko,Heimerdinger,Corki,1,0,0.0
Evelynn,Nautilus,Akshan,2,0,0.0
Taliyah,Trundle,Jayce,2,2,100.0
Lillia,Rell,Briar,3,0,0.0
Corki,Poppy,Aurora,3,3,100.0
Naafiri,Trundle,Orianna,1,0,0.0
Viego,Trundle,Gwen,2,2,100.0
Belveth,Elise,Corki,2,2,100.0
Pantheon,Trundle,Sylas,6,0,0.0
Jarvan IV,Trundle,Ahri,1,1,100.0
Pantheon,Rell,Vex,3,0,0.0
Hecarim,Trundle,Akali,1,1,100.0
Evelynn,Jarvan IV,Yasuo,1,0,0.0
Zed,Nautilus,Sylas,38,14,36.84
Kindred,Leona,Naafiri,1,1,100.0
Udyr,Neeko,Pantheon,1,1,100.0
Evelynn,Alistar,Diana,1,0,0.0
Xin Zhao,Nautilus,Galio,8,6,75.0
Sylas,Nautilus,Corki,2,0,0.0
Olaf,Braum,Azir,1,0,0.0
Poppy,Milio,Mel,1,1,100.0
Hecarim,Braum,Ekko,5,2,40.0
Zed,Alistar,Xerath,4,4,100.0
Nunu & Willump,Nautilus,Ahri,3,1,33.33
Kayn,Braum,Syndra,1,0,0.0
Shaco,Tahm Kench,Brand,1,0,0.0
Zac,Rell,Akshan,7,6,85.71
Volibear,Zilean,Gragas,2,0,0.0
Pantheon,Braum,Galio,5,0,0.0
Nocturne,Rell,Taliyah,14,3,21.43
Rammus,Taric,Mel,2,2,100.0
Udyr,Seraphine,Nidalee,3,3,100.0
Zyra,Alistar,Tryndamere,1,1,100.0
Ambessa,Rakan,Mel,1,0,0.0
Shaco,Poppy,Kennen,1,1,100.0
Ekko,Alistar,Malphite,1,0,0.0
Elise,Braum,Syndra,3,0,0.0
Karthus,Alistar,Sylas,1,0,0.0
Hecarim,Rell,Ahri,7,3,42.86
Poppy,Alistar,VelKoz,1,0,0.0
Jarvan IV,Pantheon,Taliyah,4,3,75.0
Zac,Pyke,LeBlanc,1,1,100.0
Malphite,Soraka,Katarina,1,0,0.0
Viego,Janna,Gragas,6,1,16.67
Lillia,Nautilus,Corki,7,7,100.0
Udyr,Nami,Ryze,13,2,15.38
Dr. Mundo,Sejuani,Pantheon,3,0,0.0
Nunu & Willump,Milio,Aurora,3,0,0.0
Dr. Mundo,Nami,Ryze,7,4,57.14
Olaf,Neeko,Malzahar,2,0,0.0
Lee Sin,Alistar,Malphite,2,0,0.0
Zed,Nautilus,Akshan,15,1,6.67
Lee Sin,Bard,Veigar,4,2,50.0
Amumu,Lulu,Corki,2,0,0.0
Shaco,Nami,Taliyah,3,1,33.33
Wukong,Nautilus,Akali,7,2,28.57
Urgot,Braum,Viktor,2,0,0.0
Gwen,Rell,Orianna,6,6,100.0
Master Yi,Alistar,Ekko,1,0,0.0
Ivern,Soraka,Kennen,1,1,100.0
Qiyana,Zyra,Xerath,1,1,100.0
Shaco,Thresh,Yone,3,0,0.0
Naafiri,Blitzcrank,Ryze,2,0,0.0
Zed,Sett,Diana,1,0,0.0
Wukong,Lulu,Kayle,2,1,50.0
Vi,Nunu & Willump,Yone,1,1,100.0
Malzahar,Pyke,VelKoz,1,0,0.0
Nunu & Willump,Alistar,Lux,5,3,60.0
Lee Sin,Nautilus,Neeko,4,4,100.0
Nocturne,Pantheon,Sylas,2,0,0.0
Xin Zhao,Maokai,Syndra,1,0,0.0
Hecarim,Zilean,Veigar,8,6,75.0
Urgot,Nautilus,Corki,1,1,100.0
Jax,Lulu,Orianna,7,2,28.57
Diana,Janna,Syndra,3,0,0.0
Zyra,Nunu & Willump,Ahri,1,1,100.0
Rumble,Soraka,Gragas,1,1,100.0
Graves,Bard,Sylas,13,7,53.85
Hecarim,Janna,Aurelion Sol,2,0,0.0
Gwen,Nami,Galio,13,7,53.85
Hecarim,Nautilus,Syndra,2,1,50.0
Diana,Nami,Mel,5,4,80.0
Rumble,Karma,Pantheon,1,0,0.0
Taliyah,Nami,Master Yi,1,1,100.0
Lee Sin,VelKoz,Sylas,8,1,12.5
Shaco,Janna,Ryze,1,0,0.0
Volibear,Shaco,Veigar,1,1,100.0
Karthus,Rakan,Pyke,1,0,0.0
Poppy,Milio,Ekko,1,1,100.0
Volibear,Nami,Irelia,12,0,0.0
Master Yi,Janna,Orianna,4,2,50.0
Lillia,Elise,Tristana,3,1,33.33
Dr. Mundo,Pyke,Vladimir,4,3,75.0
Pantheon,Soraka,Annie,24,19,79.17
Dr. Mundo,Nautilus,LeBlanc,6,4,66.67
Graves,Gragas,Zilean,1,0,0.0
Rengar,Nautilus,Viktor,4,1,25.0
Vi,VelKoz,Azir,2,2,100.0
Jarvan IV,Bard,LeBlanc,7,1,14.29
Graves,Nautilus,Taliyah,9,2,22.22
Dr. Mundo,Alistar,Zilean,2,1,50.0
Zyra,Karma,Talon,2,1,50.0
Shyvana,Pyke,Yone,3,0,0.0
Graves,Poppy,Ahri,1,1,100.0
KhaZix,Varus,Mel,1,0,0.0
Taliyah,Nami,Kindred,1,1,100.0
Pantheon,Janna,Zed,6,3,50.0
Dr. Mundo,Twisted Fate,Kayle,2,2,100.0
Ekko,Pantheon,Katarina,10,7,70.0
Dr. Mundo,Zyra,Orianna,2,2,100.0
Viego,Sona,Diana,3,0,0.0
Udyr,Nami,KSante,4,4,100.0
Jarvan IV,Sona,Orianna,13,1,7.69
Udyr,Seraphine,Ambessa,5,5,100.0
Zac,Shaco,Ahri,1,0,0.0
Dr. Mundo,Yuumi,Twisted Fate,1,0,0.0
Dr. Mundo,Neeko,Zed,4,4,100.0
Nocturne,Nidalee,Katarina,3,0,0.0
Ivern,Alistar,Swain,3,3,100.0
Rengar,Rakan,Yone,12,11,91.67
Pantheon,Sona,Ziggs,5,0,0.0
Zyra,Bard,Yasuo,2,0,0.0
Jarvan IV,Lulu,Karma,3,3,100.0
Rammus,Soraka,Kassadin,4,4,100.0
Dr. Mundo,Morgana,Azir,4,0,0.0
Talon,Nami,Annie,7,1,14.29
Rengar,Master Yi,Kayle,6,0,0.0
Udyr,Shaco,Corki,2,0,0.0
Ivern,Sona,Briar,2,2,100.0
Dr. Mundo,Senna,Sylas,5,5,100.0
Dr. Mundo,Nami,Kassadin,4,2,50.0
Dr. Mundo,Milio,Mel,5,4,80.0
Rengar,Nami,Qiyana,5,4,80.0
Kayn,Zilean,Aurora,3,2,66.67
Pantheon,Leona,Rumble,2,2,100.0
Dr. Mundo,Fiddlesticks,Hwei,2,0,0.0
Udyr,Nami,Jayce,3,2,66.67
Nunu & Willump,Thresh,Syndra,3,0,0.0
Rengar,Senna,Lux,3,3,100.0
Lee Sin,Thresh,Ahri,18,5,27.78
Udyr,Senna,Vladimir,6,0,0.0
Kayn,Alistar,Taliyah,12,9,75.0
Udyr,Senna,Galio,4,4,100.0
KhaZix,Jhin,Azir,4,0,0.0
Urgot,Senna,Smolder,2,0,0.0
Udyr,Tahm Kench,Swain,3,0,0.0
Jarvan IV,Taric,Ryze,5,3,60.0
Ivern,Blitzcrank,Akali,1,1,100.0
Ivern,Nautilus,Orianna,10,5,50.0
Jarvan IV,Alistar,Smolder,4,0,0.0
Ivern,Braum,Ahri,13,13,100.0
Gragas,Bard,Briar,2,1,50.0
Udyr,Lulu,Taliyah,7,3,42.86
Rengar,Maokai,Rumble,2,2,100.0
Shaco,Karma,Kassadin,6,6,100.0
Pantheon,Maokai,Veigar,8,0,0.0
Ivern,Janna,Qiyana,2,2,100.0
Zac,Blitzcrank,Fizz,6,0,0.0
Zac,Neeko,Jayce,7,0,0.0
Hecarim,Thresh,Aurora,10,6,60.0
Ivern,Thresh,Gangplank,5,5,100.0
Shaco,Karma,Azir,4,0,0.0
Karthus,Lulu,Zed,10,9,90.0
Lillia,Rakan,Tristana,4,3,75.0
Trundle,Zac,Tristana,2,2,100.0
Pantheon,Milio,Ahri,17,11,64.71
Fiddlesticks,Karma,Malphite,4,0,0.0
Kindred,Sona,Jayce,1,1,100.0
Kayn,Yuumi,Gragas,1,0,0.0
Lee Sin,Thresh,Galio,16,8,50.0
Udyr,Vladimir,Akali,3,3,100.0
Lillia,Sona,Riven,1,1,100.0
Urgot,Milio,Xerath,1,0,0.0
Dr. Mundo,Sona,Sett,1,0,0.0
Rumble,Sona,Sylas,3,0,0.0
Urgot,Zilean,Swain,3,3,100.0
Hecarim,Nami,Irelia,6,1,16.67
Ivern,Tahm Kench,Corki,2,0,0.0
Shen,Lulu,Katarina,2,2,100.0
Jarvan IV,Tahm Kench,Aurora,2,2,100.0
Volibear,Karma,Qiyana,5,4,80.0
Ivern,Galio,Sylas,1,1,100.0
Shen,Alistar,Swain,1,0,0.0
Qiyana,Alistar,Gangplank,2,0,0.0
Rengar,Zilean,Swain,2,2,100.0
Nidalee,Thresh,Tryndamere,3,0,0.0
Urgot,Yuumi,LeBlanc,3,3,100.0
Karthus,Thresh,Galio,2,2,100.0
Udyr,Karma,Ekko,7,4,57.14
Ivern,Rell,Sivir,1,1,100.0
Ivern,Nautilus,Taliyah,10,9,90.0
Viego,Rell,Azir,57,8,14.04
Rengar,Thresh,Rammus,2,2,100.0
Talon,Blitzcrank,Qiyana,2,0,0.0
Urgot,Neeko,Sylas,1,0,0.0
Trundle,Teemo,Hwei,3,3,100.0
Poppy,Nami,Ivern,3,0,0.0
Trundle,Soraka,Zoe,4,4,100.0
Talon,Alistar,Ivern,4,0,0.0
Xin Zhao,Rell,Ekko,10,2,20.0
Rengar,Zilean,Sivir,1,0,0.0
Diana,Braum,Briar,1,1,100.0
Lillia,Lulu,Qiyana,10,3,30.0
Karthus,Yuumi,Azir,2,0,0.0
Wukong,Sona,Ryze,4,0,0.0
Rammus,Pantheon,Diana,1,1,100.0
Talon,Alistar,Gragas,2,2,100.0
Wukong,Rell,Aurelion Sol,3,3,100.0
Lee Sin,Thresh,Kassadin,10,10,100.0
Lee Sin,Nautilus,Fizz,10,10,100.0
Jarvan IV,Sona,Diana,6,1,16.67
Naafiri,Leona,Lissandra,2,2,100.0
Belveth,Zilean,Viktor,2,0,0.0
Ekko,Alistar,Viktor,4,4,100.0
Sylas,Soraka,Kindred,1,0,0.0
Hecarim,Rammus,Annie,1,0,0.0
Rengar,Rell,Swain,1,1,100.0
Taliyah,Lulu,Tristana,2,2,100.0
Kayn,Lux,Akali,3,1,33.33
Trundle,Renata,Aurora,3,3,100.0
Fiddlesticks,Blitzcrank,Syndra,1,0,0.0
Karthus,Tahm Kench,Taliyah,1,1,100.0
Taliyah,Janna,Jayce,2,1,50.0
Jax,Blitzcrank,Kayle,2,2,100.0
Maokai,Pyke,Aurora,2,0,0.0
Corki,Alistar,Syndra,1,0,0.0
Lillia,Braum,KSante,2,2,100.0
Belveth,Alistar,Akshan,3,1,33.33
Graves,Janna,Ahri,10,3,30.0
Xin Zhao,Lulu,Annie,17,11,64.71
Shaco,Lulu,Twisted Fate,1,1,100.0
Vi,Neeko,Ahri,14,13,92.86
KhaZix,Pyke,Viktor,1,1,100.0
Zed,Neeko,Hwei,3,0,0.0
Sylas,Twitch,Azir,1,0,0.0
Viego,Pantheon,Fizz,5,2,40.0
Evelynn,Leona,Zed,2,0,0.0
Nocturne,Nautilus,Viktor,2,0,0.0
Dr. Mundo,Nautilus,Syndra,5,0,0.0
Reksai,Elise,Fizz,2,2,100.0
Volibear,Twitch,Morgana,1,1,100.0
Gwen,Zilean,Ryze,1,1,100.0
Diana,Pyke,Yasuo,10,4,40.0
Xin Zhao,Alistar,Sylas,10,6,60.0
Nocturne,Seraphine,Briar,2,2,100.0
Lee Sin,Seraphine,Aurora,2,2,100.0
Trundle,Leona,Xerath,4,1,25.0
Jarvan IV,Hwei,Akali,4,0,0.0
Zed,Sona,Orianna,10,6,60.0
Jarvan IV,Teemo,Mel,1,0,0.0
Gragas,Rell,Viktor,1,1,100.0
Kayn,Nami,Galio,13,3,23.08
Elise,Seraphine,Taliyah,3,0,0.0
Zac,Sona,Neeko,3,3,100.0
Jarvan IV,Sona,Gragas,5,5,100.0
Zed,Karma,Ivern,4,0,0.0
Qiyana,Soraka,Kassadin,5,5,100.0
Pantheon,Sona,Lissandra,8,0,0.0
Xin Zhao,Soraka,Taliyah,12,6,50.0
Rengar,Nami,Azir,12,10,83.33
Nocturne,Neeko,Ahri,6,0,0.0
Skarner,Nami,Sylas,11,3,27.27
Shyvana,Sona,Katarina,2,2,100.0
Gwen,Janna,Xerath,1,0,0.0
Taliyah,Karma,Vladimir,2,2,100.0
Yorick,Bard,Yasuo,2,0,0.0
Jarvan IV,Fiddlesticks,Veigar,1,0,0.0
Trundle,Nautilus,Zed,4,1,25.0
Jarvan IV,Janna,Ziggs,1,1,100.0
Rengar,Sona,Twisted Fate,9,8,88.89
Naafiri,Nami,Viktor,15,4,26.67
Trundle,Senna,Swain,4,4,100.0
Zyra,Sona,Galio,7,5,71.43
Pantheon,Nami,Fizz,8,0,0.0
Xin Zhao,Karma,Yasuo,21,4,19.05
Yunara,Sona,Ryze,2,2,100.0
Naafiri,Rell,Azir,3,3,100.0
Shaco,Seraphine,Katarina,4,0,0.0
Shaco,Sona,Fiddlesticks,2,2,100.0
Kayn,Nami,Ziggs,3,0,0.0
Sejuani,Sona,Taliyah,3,3,100.0
Vi,Seraphine,Galio,3,2,66.67
Pantheon,Soraka,Azir,12,4,33.33
Dr. Mundo,Zilean,Ekko,2,0,0.0
Zac,Zilean,Talon,2,2,100.0
Pantheon,Morgana,Kassadin,2,0,0.0
Zed,Janna,Zoe,3,2,66.67
Nunu & Willump,Sona,Morgana,2,0,0.0
Diana,Karma,Zed,7,3,42.86
Nunu & Willump,Lulu,Annie,2,0,0.0
Nidalee,Sona,Syndra,4,4,100.0
Xin Zhao,Seraphine,Katarina,6,2,33.33
Viego,Karma,Galio,25,18,72.0
Nocturne,Nami,Orianna,16,3,18.75
Jarvan IV,Seraphine,Ornn,2,2,100.0
Shyvana,Nami,Olaf,1,1,100.0
Trundle,Yuumi,Vladimir,1,0,0.0
Udyr,Sona,Briar,1,0,0.0
Volibear,Bard,Corki,10,1,10.0
Trundle,Nami,Ekko,2,1,50.0
Wukong,Zilean,Miss Fortune,1,1,100.0
Gragas,Sona,Katarina,2,1,50.0
Karthus,Bard,Garen,1,0,0.0
Jarvan IV,Sona,Azir,8,2,25.0
Rengar,Rakan,Fizz,1,0,0.0
Belveth,Seraphine,Orianna,2,2,100.0
Volibear,Nautilus,Syndra,4,2,50.0
Trundle,Soraka,Viktor,11,3,27.27
Pantheon,Sona,Aurelion Sol,2,0,0.0
Nunu & Willump,Blitzcrank,Anivia,2,2,100.0
Rengar,Thresh,Nidalee,2,0,0.0
Karthus,Seraphine,Yone,3,1,33.33
Jarvan IV,Sona,Vex,7,7,100.0
Lee Sin,Karma,Zac,7,0,0.0
Warwick,Elise,Akali,1,1,100.0
Volibear,Janna,Ryze,1,0,0.0
Naafiri,Senna,Syndra,2,0,0.0
Nunu & Willump,Sona,Irelia,1,0,0.0
Qiyana,Seraphine,Zoe,1,1,100.0
Shyvana,Senna,LeBlanc,1,0,0.0
Trundle,Nami,Orianna,32,10,31.25
Lillia,Janna,Corki,2,1,50.0
Rengar,Sona,Zac,3,2,66.67
Talon,Mel,Sivir,4,0,0.0
Volibear,Zilean,Jayce,5,4,80.0
Ambessa,Bard,Aurora,2,1,50.0
Rammus,VelKoz,Yone,4,0,0.0
Hecarim,Janna,Yone,5,5,100.0
Dr. Mundo,Rell,Rumble,5,0,0.0
Vi,Lulu,Galio,16,12,75.0
Nidalee,Amumu,Qiyana,1,1,100.0
Lillia,Nami,Irelia,15,0,0.0
Trundle,Maokai,Kassadin,1,0,0.0
Pantheon,Sona,Xerath,2,2,100.0
Jarvan IV,Blitzcrank,Vladimir,6,1,16.67
Malphite,Thresh,Gragas,6,0,0.0
Morgana,Sona,Sylas,6,6,100.0
Volibear,Karma,Annie,4,4,100.0
Talon,Nunu & Willump,Hwei,3,0,0.0
Master Yi,Rell,Annie,10,5,50.0
Pantheon,Elise,Naafiri,2,2,100.0
Trundle,Lux,Gragas,4,0,0.0
Fiddlesticks,Yuumi,Qiyana,4,4,100.0
Briar,Karma,Taliyah,1,1,100.0
Karthus,Braum,Jayce,8,1,12.5
Kaisa,Nami,Galio,2,0,0.0
Ekko,Yuumi,Talon,2,2,100.0
Zyra,Rell,Syndra,2,2,100.0
Fiddlesticks,Yuumi,Volibear,2,0,0.0
Rengar,Elise,Sylas,3,0,0.0
Jarvan IV,Janna,Veigar,3,1,33.33
Rammus,Leona,Taliyah,4,0,0.0
Jarvan IV,Amumu,LeBlanc,7,3,42.86
Nidalee,Nautilus,Malzahar,2,1,50.0
Volibear,Mel,Xerath,3,3,100.0
Master Yi,Pyke,Katarina,10,4,40.0
Master Yi,Mel,Shen,3,3,100.0
Nocturne,Maokai,Lee Sin,3,0,0.0
Volibear,Rakan,Akshan,4,4,100.0
Xin Zhao,Sejuani,Xerath,1,0,0.0
Shaco,Annie,Yone,1,1,100.0
Kindred,Poppy,Zac,4,4,100.0
Zed,Pyke,Nasus,1,1,100.0
Taliyah,Pyke,Nidalee,2,1,50.0
Zeri,Elise,Riven,1,0,0.0
Malphite,Zilean,Mel,2,0,0.0
Viego,Rakan,Zed,10,6,60.0
Rammus,Sona,Hwei,3,3,100.0
Viego,Maokai,Akali,3,0,0.0
Rammus,Neeko,Kayle,1,1,100.0
Viego,Hwei,Aatrox,2,0,0.0
Rengar,Soraka,Galio,6,2,33.33
Udyr,Braum,Akali,3,3,100.0
Zed,Poppy,Sylas,17,6,35.29
Ekko,Hwei,Zed,1,0,0.0
Volibear,Zilean,Mel,2,2,100.0
Nunu & Willump,Elise,Briar,1,1,100.0
Xin Zhao,Nautilus,Azir,32,7,21.88
Dr. Mundo,Karma,Hwei,4,0,0.0
Naafiri,Alistar,Hwei,5,3,60.0
Kayn,Elise,Ryze,2,0,0.0
Evelynn,Hwei,Ambessa,2,2,100.0
KhaZix,Maokai,Orianna,3,0,0.0
Zed,Elise,Viktor,4,3,75.0
Ambessa,Karma,Yone,3,0,0.0
Ekko,Senna,Ivern,2,2,100.0
Lillia,Elise,Poppy,2,2,100.0
Pantheon,Bard,Ambessa,2,0,0.0
Naafiri,Leona,Kayle,2,0,0.0
Nidalee,Braum,KSante,2,2,100.0
Ambessa,Gragas,Lissandra,2,0,0.0
Nidalee,Senna,Yasuo,2,2,100.0
Evelynn,Alistar,Viktor,3,2,66.67
Maokai,Elise,Yasuo,1,0,0.0
Wukong,Alistar,Mel,11,0,0.0
Evelynn,Elise,Morgana,1,1,100.0
Zac,Elise,Corki,3,3,100.0
Viego,Pyke,Ryze,26,13,50.0
Shaco,Trundle,Mel,2,0,0.0
Diana,Elise,Corki,2,2,100.0
Udyr,Seraphine,Vladimir,6,2,33.33
Evelynn,Pantheon,Zoe,8,6,75.0
Elise,Rell,Neeko,2,0,0.0
Qiyana,Alistar,Ahri,1,1,100.0
Belveth,Yuumi,Katarina,3,0,0.0
Hecarim,Nautilus,Ryze,2,1,50.0
Zyra,Camille,Katarina,2,0,0.0
Belveth,Bard,Riven,2,2,100.0
Belveth,Sona,LeBlanc,1,1,100.0
Briar,Nami,Katarina,5,3,60.0
Jarvan IV,Braum,Katarina,15,7,46.67
Nidalee,Thresh,Corki,23,10,43.48
Kindred,Pyke,Katarina,7,0,0.0
Hecarim,Trundle,Katarina,2,2,100.0
Rammus,Nami,Sylas,6,0,0.0
Rammus,Rell,Katarina,3,2,66.67
Gwen,Nami,Annie,9,7,77.78
Wukong,Braum,Aurora,6,3,50.0
Volibear,Sona,Akshan,4,0,0.0
Nidalee,Tahm Kench,Kayle,1,1,100.0
Graves,Alistar,Ornn,1,0,0.0
Lee Sin,Senna,Ryze,4,2,50.0
KhaZix,Yuumi,Syndra,2,2,100.0
Zyra,Elise,Jayce,3,1,33.33
Volibear,Braum,Jayce,1,1,100.0
Wukong,Karma,Orianna,9,6,66.67
Evelynn,Renata,Katarina,1,1,100.0
Hecarim,Nautilus,Kassadin,3,2,66.67
Nocturne,Braum,Katarina,12,6,50.0
Elise,Braum,Briar,1,1,100.0
Xin Zhao,LeBlanc,Katarina,1,0,0.0
Karthus,Leona,Lissandra,2,2,100.0
Zed,Senna,Ekko,2,0,0.0
Rengar,Milio,Katarina,2,2,100.0
Rengar,Leona,Katarina,5,1,20.0
Jax,Seraphine,Katarina,2,0,0.0
Trundle,Lulu,Twisted Fate,13,11,84.62
Ekko,Karma,Katarina,15,10,66.67
Nidalee,Maokai,Azir,1,0,0.0
Volibear,Senna,Katarina,6,5,83.33
Pantheon,Morgana,Katarina,3,1,33.33
Udyr,Sona,Vladimir,5,5,100.0
Jarvan IV,Tahm Kench,Sylas,5,0,0.0
Olaf,Rell,Katarina,3,2,66.67
Rengar,Braum,Viktor,8,8,100.0
Kayn,Bard,Malphite,3,0,0.0
Lee Sin,Braum,Lux,16,5,31.25
Talon,Thresh,Katarina,7,3,42.86
Ivern,Sona,Sion,2,2,100.0
Gwen,Karma,Nasus,1,0,0.0
Evelynn,Sona,Katarina,2,2,100.0
Viego,Yuumi,Aurora,3,0,0.0
Zac,Rakan,Yone,6,4,66.67
Udyr,Pyke,Katarina,2,2,100.0
Pantheon,Elise,Aurelion Sol,1,1,100.0
Evelynn,Nami,Rumble,2,0,0.0
Nidalee,Miss Fortune,Yasuo,2,2,100.0
Kayn,Lux,Zed,1,1,100.0
Neeko,Poppy,Sylas,1,0,0.0
Trundle,Bard,Katarina,8,7,87.5
Naafiri,Janna,Hwei,5,2,40.0
Volibear,Braum,Katarina,5,1,20.0
Diana,Thresh,Kled,1,0,0.0
Master Yi,Swain,Vladimir,1,1,100.0
Viego,Alistar,Yone,12,3,25.0
Nidalee,Rakan,Lucian,1,0,0.0
Belveth,Trundle,Katarina,1,1,100.0
Kayn,Lulu,Orianna,6,0,0.0
Wukong,Rell,Annie,12,8,66.67
Master Yi,Sona,Annie,2,1,50.0
Ekko,Braum,KSante,2,1,50.0
Gragas,Morgana,Taliyah,1,0,0.0
Hecarim,Yuumi,Swain,1,1,100.0
Briar,Pyke,Swain,2,2,100.0
Briar,Lulu,Vladimir,2,2,100.0
Pantheon,Nautilus,VelKoz,5,5,100.0
KhaZix,Sona,Aurora,15,3,20.0
Nocturne,Poppy,Katarina,5,5,100.0
Ivern,Zilean,Ezreal,3,0,0.0
Amumu,Nautilus,Diana,3,0,0.0
Shaco,Thresh,Ryze,10,3,30.0
Nidalee,Alistar,Caitlyn,1,0,0.0
Talon,Zilean,Chogath,1,1,100.0
Shaco,Thresh,Akali,2,2,100.0
Volibear,Milio,Smolder,2,2,100.0
Jax,Maokai,Kassadin,2,0,0.0
Qiyana,Seraphine,Jayce,2,0,0.0
Vi,Rell,Akshan,3,3,100.0
Kayn,Nautilus,Sylas,3,2,66.67
Nunu & Willump,Blitzcrank,Tristana,2,0,0.0
Lee Sin,Alistar,Malzahar,5,1,20.0
Kayn,Rell,Xerath,3,3,100.0
Kayn,Sona,Taliyah,2,0,0.0
Karthus,Neeko,Naafiri,2,2,100.0
Briar,Lulu,Ambessa,2,0,0.0
Xin Zhao,Nautilus,Viktor,10,10,100.0
Ekko,Rell,Naafiri,4,0,0.0
Rengar,Rell,Malzahar,6,3,50.0
Talon,Thresh,Twisted Fate,7,1,14.29
Volibear,Renata,Neeko,1,0,0.0
Fiddlesticks,Alistar,Xerath,1,1,100.0
Ivern,Nami,Irelia,4,4,100.0
Vi,Soraka,Twisted Fate,3,0,0.0
Nunu & Willump,Mel,Jayce,3,0,0.0
Ekko,Trundle,Lissandra,3,3,100.0
Talon,Janna,Taliyah,12,3,25.0
Belveth,Nami,Viktor,7,3,42.86
Master Yi,Soraka,Hwei,6,5,83.33
Nidalee,Sylas,Naafiri,2,2,100.0
Karthus,Nami,Yone,10,4,40.0
Zac,Janna,Nidalee,3,3,100.0
Ivern,Alistar,Twisted Fate,3,0,0.0
Yorick,Senna,Aurora,1,1,100.0
Taliyah,Bard,Naafiri,1,0,0.0
Nidalee,Maokai,Sylas,3,1,33.33
Poppy,Soraka,Sylas,1,1,100.0
Yorick,Rell,Ahri,1,0,0.0
Viego,Zilean,Swain,2,2,100.0
KhaZix,Nunu & Willump,Akali,2,0,0.0
Qiyana,Zilean,Cassiopeia,2,0,0.0
Udyr,Rell,Swain,2,2,100.0
Naafiri,Nautilus,Azir,23,11,47.83
Kayn,Alistar,Akali,12,3,25.0
Kayn,Ornn,Lux,2,2,100.0
Lee Sin,Nautilus,Orianna,28,16,57.14
Taliyah,Janna,Lissandra,4,2,50.0
Nocturne,Xerath,Taliyah,3,0,0.0
Diana,Lulu,Naafiri,4,4,100.0
Taliyah,Braum,Ambessa,2,2,100.0
Nocturne,Nami,Sylas,27,6,22.22
Lee Sin,Alistar,Singed,4,4,100.0
Pantheon,Karma,Xerath,7,1,14.29
Gwen,Shaco,Singed,1,1,100.0
Nunu & Willump,Rakan,Sylas,3,3,100.0
Shaco,Lulu,Galio,7,3,42.86
Fiddlesticks,Janna,Zed,2,2,100.0
Graves,Bard,Ryze,1,0,0.0
Ivern,Thresh,Kassadin,1,1,100.0
Gwen,Rakan,Akali,8,2,25.0
Viego,Rell,Vex,4,3,75.0
Graves,Fiddlesticks,Yone,1,0,0.0
Jarvan IV,Nautilus,VelKoz,2,0,0.0
Heimerdinger,Blitzcrank,Aphelios,2,2,100.0
Naafiri,Braum,Twisted Fate,2,1,50.0
Pantheon,Thresh,Qiyana,2,2,100.0
Jarvan IV,Lux,Xerath,2,1,50.0
Zeri,Blitzcrank,Aurora,1,1,100.0
Viego,Leona,Jayce,1,0,0.0
Volibear,Nami,Swain,2,1,50.0
Belveth,Milio,Neeko,2,2,100.0
Corki,Neeko,Viktor,1,0,0.0
Taliyah,Leona,Orianna,1,1,100.0
Pantheon,Milio,Kennen,1,1,100.0
Master Yi,Rell,Mel,10,2,20.0
Volibear,Elise,Pantheon,2,1,50.0
Ekko,Rumble,Taliyah,2,2,100.0
Sylas,Alistar,Riven,2,0,0.0
Xin Zhao,Janna,Hwei,21,5,23.81
Evelynn,Trundle,Twisted Fate,1,1,100.0
Zac,Poppy,Ahri,2,2,100.0
Vi,Elise,Chogath,1,0,0.0
Zac,Yuumi,Ahri,1,1,100.0
Diana,Rakan,Ahri,3,1,33.33
Viego,Yuumi,Ivern,1,0,0.0
Kindred,Rakan,Ahri,5,1,20.0
Gwen,Seraphine,Kennen,1,1,100.0
Corki,Poppy,Sylas,1,1,100.0
Rengar,Neeko,Diana,1,0,0.0
Vi,Miss Fortune,Azir,1,1,100.0
Evelynn,Nami,Aatrox,1,1,100.0
Diana,Janna,Zed,3,1,33.33
Elise,Leona,KSante,3,3,100.0
Hecarim,Thresh,Vayne,3,0,0.0
Kled,Rakan,Syndra,2,0,0.0
Pantheon,Renata,Katarina,4,4,100.0
Viego,Morgana,Gragas,2,0,0.0
Rengar,Bard,Hwei,4,2,50.0
Pantheon,Braum,Pyke,2,0,0.0
Briar,Galio,LeBlanc,2,2,100.0
Zeri,Nautilus,Ekko,1,0,0.0
Zac,Karma,Galio,3,1,33.33
KhaZix,Lulu,LeBlanc,1,0,0.0
Nunu & Willump,Lulu,Swain,2,0,0.0
Dr. Mundo,Janna,Ekko,6,4,66.67
Zac,Nami,Zed,9,0,0.0
Talon,Neeko,Nunu & Willump,2,2,100.0
Rengar,Thresh,Warwick,2,0,0.0
Viego,Nunu & Willump,Zed,2,0,0.0
Pantheon,Sylas,Galio,12,12,100.0
Talon,Zilean,Orianna,7,2,28.57
Rengar,Sona,Riven,3,3,100.0
Evelynn,Sona,Yasuo,4,1,25.0
Xin Zhao,Lulu,Syndra,11,4,36.36
Taliyah,Karma,Irelia,3,2,66.67
