champion1,champion2,games,wins,win_rate
Hecarim,Riven,11,7,63.64
Fiddlesticks,Azir,35,24,68.57
Taliyah,Yone,91,37,40.66
Ivern,Pantheon,11,7,63.64
Jarvan IV,Taliyah,441,234,53.06
Udyr,Ahri,101,56,55.45
Shaco,Aurora,68,25,36.76
Yuumi,Rumble,2,0,0.0
Gwen,Vladimir,35,12,34.29
Gwen,Nidalee,6,0,0.0
Ekko,Azir,150,100,66.67
Belveth,Taliyah,144,96,66.67
Rammus,Zoe,28,11,39.29
Nunu & Willump,Taliyah,76,35,46.05
Graves,Twisted Fate,120,73,60.83
Nunu & Willump,Ahri,74,30,40.54
Volibear,Karthus,13,4,30.77
Nunu & Willump,Naafiri,14,10,71.43
Hecarim,Sylas,256,149,58.2
Jarvan IV,Naafiri,22,17,77.27
Talon,Renekton,8,6,75.0
Karthus,Naafiri,31,18,58.06
Gragas,Caitlyn,3,2,66.67
Talon,Twisted Fate,192,105,54.69
Viego,Twisted Fate,470,209,44.47
Volibear,Lissandra,46,26,56.52
Nidalee,Corki,178,88,49.44
Lee Sin,Zoe,341,190,55.72
Hecarim,Lissandra,70,35,50.0
Nidalee,Kassadin,28,10,35.71
Karthus,Ryze,26,2,7.69
Nidalee,Syndra,112,70,62.5
Ambessa,Zac,13,13,100.0
Ambessa,LeBlanc,25,12,48.0
Qiyana,Zac,13,1,7.69
Jarvan IV,Neeko,54,26,48.15
Nidalee,Aurora,76,33,43.42
Volibear,Twisted Fate,150,65,43.33
Jax,Zoe,46,31,67.39
Vayne,Mel,9,8,88.89
Lee Sin,Ahri,533,245,45.97
Pantheon,Hwei,272,147,54.04
Lee Sin,Syndra,452,221,48.89
Lee Sin,Hwei,350,175,50.0
Jarvan IV,Kennen,32,8,25.0
Poppy,Zoe,40,30,75.0
Wukong,Zoe,135,59,43.7
Pantheon,Nidalee,29,15,51.72
Talon,Hwei,198,103,52.02
Nunu & Willump,Riven,14,10,71.43
Zac,Riven,14,13,92.86
Volibear,Ryze,106,41,38.68
Belveth,Aurora,131,78,59.54
Nidalee,Azir,89,51,57.3
Gwen,Varus,7,0,0.0
Elise,Riven,5,2,40.0
Nidalee,Riven,14,9,64.29
Poppy,Kayle,30,18,60.0
Rammus,Akali,40,30,75.0
Belveth,Sylas,156,94,60.26
Nidalee,Katarina,73,38,52.05
Poppy,Syndra,110,62,56.36
Lee Sin,Riven,16,11,68.75
Xin Zhao,Ekko,134,68,50.75
Nidalee,Vayne,25,4,16.0
Kindred,Taliyah,141,92,65.25
Graves,Kayle,36,7,19.44
Jarvan IV,Viktor,422,214,50.71
Mordekaiser,Corki,13,12,92.31
Nunu & Willump,Aurora,103,19,18.45
Mordekaiser,Yone,22,12,54.55
Elise,Yone,255,121,47.45
Jarvan IV,Aurora,488,284,58.2
Xin Zhao,Ryze,274,122,44.53
Skarner,Galio,25,19,76.0
Jarvan IV,Yone,170,83,48.82
Hecarim,Azir,208,81,38.94
Trundle,Ziggs,40,12,30.0
Vi,Aurora,278,136,48.92
Shyvana,Orianna,22,4,18.18
Lee Sin,Annie,342,206,60.23
Ambessa,Annie,34,14,41.18
Xin Zhao,Orianna,326,166,50.92
Nidalee,Sylas,168,112,66.67
KhaZix,Orianna,162,66,40.74
Trundle,Viktor,251,129,51.39
Trundle,Cassiopeia,41,33,80.49
Sejuani,Yone,149,78,52.35
Hecarim,Aurora,215,82,38.14
Udyr,Galio,73,34,46.58
Lee Sin,Aurora,474,275,58.02
Nocturne,Azir,187,84,44.92
Volibear,Taliyah,228,127,55.7
Trundle,Azir,448,198,44.2
Xin Zhao,Aurora,366,166,45.36
Elise,Tristana,79,43,54.43
Pantheon,Galio,246,118,47.97
Ekko,Galio,164,91,55.49
Wukong,Rumble,36,18,50.0
Pantheon,Cassiopeia,71,43,60.56
Zac,Tristana,26,21,80.77
Ekko,Ambessa,103,68,66.02
Belveth,Galio,93,67,72.04
Volibear,Annie,69,43,62.32
Trundle,Taliyah,329,199,60.49
Master Yi,Viktor,140,73,52.14
Pantheon,Orianna,586,380,64.85
Chogath,Ryze,9,9,100.0
Shaco,Orianna,138,52,37.68
Viego,LeBlanc,284,128,45.07
Skarner,Azir,82,43,52.44
Belveth,Syndra,120,78,65.0
Xin Zhao,Galio,185,75,40.54
Fiddlesticks,Yone,166,82,49.4
Olaf,Syndra,25,12,48.0
Vi,Annie,146,69,47.26
Diana,Zed,236,112,47.46
Karthus,Orianna,39,17,43.59
Zed,Nunu & Willump,33,10,30.3
Pantheon,Yone,220,109,49.55
Vi,Azir,278,151,54.32
Wukong,Vladimir,154,96,62.34
Rengar,Galio,113,48,42.48
Nunu & Willump,Neeko,17,13,76.47
Skarner,Ziggs,16,10,62.5
Nunu & Willump,Viktor,62,30,48.39
Shen,Ekko,5,1,20.0
KhaZix,Naafiri,15,0,0.0
Talon,Ekko,95,48,50.53
Zac,Galio,18,7,38.89
Udyr,Ryze,104,45,43.27
Pantheon,Viktor,355,173,48.73
Trundle,Zoe,126,55,43.65
Vi,Viktor,154,88,57.14
Poppy,Galio,27,7,25.93
Pantheon,Zoe,332,174,52.41
Trundle,Annie,177,103,58.19
Qiyana,Ryze,94,68,72.34
Ambessa,Kennen,17,0,0.0
Ekko,Tristana,134,57,42.54
Karthus,Zoe,28,10,35.71
Ekko,Jayce,140,81,57.86
Zed,Galio,241,100,41.49
Naafiri,Galio,129,43,33.33
Nocturne,Tristana,13,8,61.54
Volibear,Azir,215,73,33.95
Wukong,Swain,31,17,54.84
Zac,Twisted Fate,75,41,54.67
Kindred,Galio,288,142,49.31
Taliyah,Cassiopeia,6,0,0.0
Pantheon,Syndra,459,230,50.11
Wukong,Zilean,41,20,48.78
Nidalee,Zoe,73,35,47.95
Wukong,Azir,282,161,57.09
Lee Sin,Akali,390,203,52.05
Vi,Sylas,293,153,52.22
Lee Sin,Galio,349,168,48.14
Lee Sin,Vex,63,33,52.38
Ekko,Kassadin,52,26,50.0
Talon,Taliyah,198,105,53.03
Pantheon,Rakan,3,3,100.0
Viego,Syndra,688,330,47.97
Nidalee,Yone,301,154,51.16
Vi,Ahri,533,254,47.65
Ekko,Aurora,101,42,41.58
Talon,Annie,136,53,38.97
Graves,Taliyah,70,29,41.43
Belveth,Azir,121,54,44.63
Rengar,Akali,133,63,47.37
Lee Sin,Yone,165,81,49.09
Rammus,Zed,43,28,65.12
Hecarim,Naafiri,19,7,36.84
Pantheon,Veigar,127,61,48.03
Hecarim,Veigar,62,29,46.77
Zed,Sylas,452,206,45.58
Jarvan IV,Diana,100,45,45.0
Ekko,Irelia,175,102,58.29
Aurelion Sol,Yone,7,0,0.0
Zed,Orianna,316,155,49.05
Zed,Akali,311,160,51.45
Fiddlesticks,Taliyah,31,21,67.74
Jarvan IV,Ahri,371,200,53.91
Ekko,Naafiri,57,23,40.35
Gwen,Veigar,34,20,58.82
Wukong,Veigar,42,9,21.43
Volibear,Sylas,273,135,49.45
Graves,Galio,90,36,40.0
Jarvan IV,Veigar,96,53,55.21
Ambessa,Sylas,85,54,63.53
Nunu & Willump,LeBlanc,39,22,56.41
Reksai,Orianna,30,26,86.67
Nunu & Willump,Smolder,30,16,53.33
Hecarim,Zac,28,21,75.0
Nunu & Willump,Sylas,128,89,69.53
Vi,LeBlanc,109,45,41.28
Nunu & Willump,Syndra,63,37,58.73
Chogath,Yone,20,0,0.0
Nunu & Willump,Orianna,73,51,69.86
Belveth,Vladimir,59,35,59.32
Nunu & Willump,Azir,103,40,38.83
Elise,Azir,51,17,33.33
Trundle,Karma,29,5,17.24
Ekko,Orianna,114,75,65.79
Kindred,Syndra,136,68,50.0
Nunu & Willump,Zoe,63,34,53.97
Qiyana,Lissandra,28,25,89.29
Xin Zhao,Annie,220,134,60.91
Qiyana,Kayle,29,18,62.07
Nunu & Willump,Irelia,46,19,41.3
Dr. Mundo,Anivia,22,12,54.55
Nunu & Willump,Annie,21,16,76.19
Ekko,VelKoz,14,2,14.29
Kindred,Sion,21,15,71.43
Ivern,Galio,56,33,58.93
Nunu & Willump,Kennen,14,12,85.71
Nunu & Willump,Yone,155,94,60.65
Xin Zhao,Akali,309,183,59.22
Nunu & Willump,Twisted Fate,44,23,52.27
Ambessa,Neeko,4,0,0.0
Ekko,Lissandra,50,24,48.0
Nunu & Willump,Hwei,78,35,44.87
Trundle,Vladimir,139,86,61.87
Nunu & Willump,Akali,96,54,56.25
Nunu & Willump,Caitlyn,13,10,76.92
Qiyana,Azir,74,50,67.57
Nunu & Willump,Lee Sin,7,3,42.86
Nunu & Willump,Lissandra,38,30,78.95
Master Yi,Zoe,60,21,35.0
Pantheon,Ahri,552,314,56.88
Viego,Fizz,89,35,39.33
Shaco,Sion,19,5,26.32
Fiddlesticks,Lissandra,22,16,72.73
Nunu & Willump,Olaf,4,0,0.0
Udyr,Sylas,210,115,54.76
Nunu & Willump,Veigar,31,9,29.03
Volibear,Ekko,79,35,44.3
Nidalee,Viktor,72,41,56.94
Nunu & Willump,Tryndamere,13,13,100.0
Naafiri,Sylas,288,139,48.26
Briar,Twisted Fate,43,21,48.84
Nunu & Willump,Talon,20,12,60.0
Gwen,Tristana,26,12,46.15
Belveth,Ekko,78,38,48.72
Naafiri,Syndra,132,63,47.73
Pantheon,Twisted Fate,336,137,40.77
Vi,Brand,3,0,0.0
Hecarim,Syndra,127,48,37.8
Nunu & Willump,Ekko,28,18,64.29
Zyra,Syndra,10,2,20.0
Udyr,Talon,37,13,35.14
Nidalee,Sion,55,22,40.0
Reksai,Viktor,40,16,40.0
Nunu & Willump,Vladimir,59,30,50.85
Evelynn,Sion,8,3,37.5
Viego,Viktor,477,235,49.27
Trundle,Diana,23,12,52.17
Nunu & Willump,Corki,49,19,38.78
Nidalee,Zac,17,4,23.53
Sejuani,Diana,10,6,60.0
Jarvan IV,Yasuo,201,94,46.77
Nocturne,Galio,182,53,29.12
KhaZix,Vladimir,130,82,63.08
Udyr,Taliyah,127,73,57.48
Morgana,Neeko,8,0,0.0
KhaZix,Ahri,157,69,43.95
Trundle,Kennen,19,19,100.0
Elise,Akshan,77,34,44.16
Poppy,Kennen,17,7,41.18
Nocturne,Hwei,98,45,45.92
Pantheon,Mel,203,88,43.35
Viego,Zoe,376,191,50.8
Nocturne,Tryndamere,23,17,73.91
KhaZix,Chogath,36,21,58.33
Gwen,Orianna,61,43,70.49
Nocturne,Sylas,299,139,46.49
Jarvan IV,Karma,48,25,52.08
Elise,Zed,173,76,43.93
Nocturne,Neeko,29,20,68.97
Sejuani,Aurora,44,1,2.27
Ambessa,Gwen,7,7,100.0
KhaZix,Irelia,33,12,36.36
Pantheon,Karma,71,37,52.11
Volibear,Aurora,199,94,47.24
Jarvan IV,Akali,382,168,43.98
Morgana,Zoe,19,14,73.68
Rengar,Zoe,113,68,60.18
Nocturne,Morgana,12,10,83.33
Lee Sin,Naafiri,45,40,88.89
Elise,Kled,3,0,0.0
Viego,Karma,66,33,50.0
Nocturne,Yunara,21,17,80.95
Nocturne,Lux,74,47,63.51
Viego,Anivia,107,57,53.27
Elise,Jayce,50,22,44.0
Elise,Corki,106,54,50.94
Rammus,Lux,29,12,41.38
Xin Zhao,Taliyah,373,199,53.35
Nocturne,Ahri,158,87,55.06
Poppy,Azir,230,121,52.61
Nocturne,Viktor,188,103,54.79
Trundle,Fizz,40,31,77.5
KhaZix,Yone,97,39,40.21
Jarvan IV,Xerath,98,47,47.96
Amumu,Orianna,7,5,71.43
Zac,Ahri,85,33,38.82
Poppy,Hwei,49,19,38.78
Poppy,Orianna,68,50,73.53
Elise,Yasuo,106,51,48.11
Lee Sin,Ekko,195,82,42.05
Nocturne,Syndra,157,96,61.15
Elise,Sejuani,7,7,100.0
Lillia,Lissandra,22,9,40.91
Nocturne,Jax,8,8,100.0
Elise,Tryndamere,11,2,18.18
Nidalee,Aatrox,9,6,66.67
Master Yi,Karma,22,7,31.82
Elise,Smolder,26,23,88.46
Udyr,Viktor,82,35,42.68
Mordekaiser,Gwen,10,10,100.0
Volibear,Orianna,131,64,48.85
Zed,Neeko,52,16,30.77
Jarvan IV,Katarina,346,153,44.22
Belveth,Neeko,26,19,73.08
Elise,Ahri,54,22,40.74
Jarvan IV,Hwei,334,169,50.6
Brand,Jhin,2,0,0.0
Jarvan IV,Kaisa,14,4,28.57
Jarvan IV,Aatrox,19,9,47.37
Belveth,Hwei,57,25,43.86
Nocturne,Ryze,125,77,61.6
Xin Zhao,Swain,38,23,60.53
Nocturne,Gwen,17,6,35.29
Jarvan IV,Vayne,31,11,35.48
Belveth,Swain,18,16,88.89
Xin Zhao,Lux,138,80,57.97
Jax,LeBlanc,42,21,50.0
Xin Zhao,LeBlanc,160,67,41.88
Pantheon,Gwen,35,23,65.71
KhaZix,Syndra,170,66,38.82
KhaZix,Aurora,130,74,56.92
KhaZix,Lux,82,52,63.41
Viego,Taliyah,614,322,52.44
Jarvan IV,LeBlanc,168,94,55.95
Pantheon,Azir,456,248,54.39
Elise,Ryze,49,32,65.31
Trundle,Syndra,200,107,53.5
Gwen,Syndra,58,24,41.38
Xin Zhao,Sylas,371,218,58.76
Talon,Karma,35,13,37.14
Pantheon,Ziggs,65,23,35.38
Zed,Taliyah,317,145,45.74
Jarvan IV,Gragas,54,19,35.19
Xin Zhao,Irelia,47,17,36.17
Wukong,Orianna,334,183,54.79
Chogath,Taliyah,11,0,0.0
Trundle,Galio,121,60,49.59
KhaZix,LeBlanc,87,58,66.67
Elise,Taliyah,46,16,34.78
Jarvan IV,Syndra,310,190,61.29
Vi,Irelia,42,28,66.67
Viego,Azir,574,259,45.12
Trundle,Riven,13,1,7.69
Nocturne,Rumble,16,14,87.5
Zac,Karma,16,4,25.0
Diana,Vladimir,50,30,60.0
Poppy,Sylas,110,64,58.18
Fiddlesticks,Quinn,17,5,29.41
Belveth,Karma,37,33,89.19
Gwen,Akshan,72,36,50.0
Xin Zhao,Vex,62,35,56.45
Taliyah,Twisted Fate,36,8,22.22
Viego,Nunu & Willump,47,36,76.6
Corki,Vladimir,24,2,8.33
Nidalee,Akshan,174,103,59.2
Nidalee,Smolder,44,23,52.27
Ambessa,Ekko,26,15,57.69
Zyra,Aurora,26,12,46.15
Ambessa,Galio,52,23,44.23
Pantheon,Neeko,55,33,60.0
Belveth,Orianna,93,34,36.56
Vi,Akali,165,80,48.48
Karthus,Ambessa,44,22,50.0
Lillia,Jayce,98,49,50.0
Zac,Orianna,109,68,62.39
Pantheon,Ekko,251,128,51.0
Skarner,Zed,29,8,27.59
Trundle,Aurelion Sol,31,24,77.42
Skarner,Aurora,42,20,47.62
Tryndamere,Sylas,7,1,14.29
Nocturne,Ornn,4,4,100.0
Vi,Vladimir,154,73,47.4
Jarvan IV,Zed,190,87,45.79
Lee Sin,Katarina,381,237,62.2
Zed,Lissandra,99,68,68.69
Viego,Ahri,801,409,51.06
Jarvan IV,Corki,99,60,60.61
Pantheon,Kayle,163,103,63.19
Qiyana,Twisted Fate,69,36,52.17
Gragas,Twisted Fate,24,11,45.83
Ekko,Lee Sin,11,3,27.27
Talon,Akali,199,115,57.79
Trundle,LeBlanc,84,38,45.24
Trundle,Ahri,234,130,55.56
Lee Sin,Zac,51,27,52.94
Ambessa,Akali,24,15,62.5
Ekko,Taliyah,79,47,59.49
Karthus,Ahri,45,38,84.44
Zed,Hwei,211,104,49.29
Nidalee,Hwei,71,36,50.7
Lee Sin,Ryze,448,211,47.1
Ekko,Veigar,56,20,35.71
Zed,Zoe,213,102,47.89
Lee Sin,Mel,276,115,41.67
Qiyana,Taliyah,98,56,57.14
Lee Sin,Neeko,48,31,64.58
Talon,Azir,200,102,51.0
Jax,Annie,20,17,85.0
Wukong,Gwen,23,0,0.0
Ambessa,Riven,5,0,0.0
Wukong,Ekko,114,73,64.04
Karthus,Jayce,119,76,63.87
Lee Sin,Corki,77,25,32.47
Zyra,Vayne,4,1,25.0
Graves,Aurora,88,46,52.27
Lee Sin,Heimerdinger,27,4,14.81
Pantheon,Kled,20,8,40.0
Gwen,Twisted Fate,55,32,58.18
Brand,Sylas,8,4,50.0
Naafiri,Anivia,42,26,61.9
Udyr,Corki,115,50,43.48
Evelynn,Kindred,6,0,0.0
Zyra,Gragas,5,5,100.0
Qiyana,Akali,78,47,60.26
Fiddlesticks,Corki,136,51,37.5
Dr. Mundo,Lucian,11,6,54.55
Trundle,Aurora,242,130,53.72
Shaco,Sylas,133,59,44.36
Taliyah,Akali,14,4,28.57
Trundle,Corki,60,26,43.33
Pantheon,Yasuo,161,87,54.04
Udyr,Gwen,6,0,0.0
Vi,Mel,107,40,37.38
Evelynn,Jayce,29,12,41.38
Naafiri,Ahri,240,104,43.33
Volibear,Qiyana,83,55,66.27
Naafiri,Zoe,90,55,61.11
KhaZix,Sylas,214,101,47.2
Evelynn,Hwei,29,12,41.38
Xin Zhao,Heimerdinger,29,10,34.48
Brand,Zed,23,6,26.09
Vi,Galio,192,127,66.15
Talon,Urgot,2,2,100.0
Ivern,Yone,183,94,51.37
Diana,Yasuo,619,314,50.73
Pantheon,Sett,10,8,80.0
Shaco,Ahri,63,26,41.27
Trundle,Sylas,313,114,36.42
Viego,Zac,75,37,49.33
Gragas,Qiyana,35,17,48.57
Vi,Ryze,188,84,44.68
Trundle,Veigar,51,26,50.98
Zed,Syndra,276,98,35.51
Naafiri,Riven,3,2,66.67
Zed,Tristana,18,13,72.22
Qiyana,Sion,9,3,33.33
Qiyana,Galio,126,65,51.59
Rengar,Yunara,10,0,0.0
Wukong,Anivia,25,16,64.0
Lee Sin,Azir,470,266,56.6
Viego,Akali,452,203,44.91
Trundle,Twisted Fate,111,61,54.95
Rengar,Aurora,122,57,46.72
Karthus,Corki,89,30,33.71
Wukong,Taliyah,233,126,54.08
Poppy,Akali,47,38,80.85
Viego,Yone,179,78,43.58
Zyra,Naafiri,23,13,56.52
Ivern,Vayne,7,5,71.43
Nidalee,Lucian,15,1,6.67
Lee Sin,Vladimir,357,185,51.82
Nidalee,Ryze,131,67,51.15
Nidalee,Jayce,181,78,43.09
Nidalee,Tristana,100,35,35.0
Poppy,Qiyana,26,15,57.69
Udyr,Yone,194,80,41.24
Lee Sin,Orianna,452,251,55.53
KhaZix,Ryze,160,91,56.88
Rengar,Twisted Fate,147,95,64.63
KhaZix,Katarina,98,46,46.94
Nidalee,Wukong,3,0,0.0
Naafiri,Veigar,47,21,44.68
Volibear,Hwei,135,52,38.52
Sylas,Jhin,2,0,0.0
Zed,Twisted Fate,246,115,46.75
Volibear,Syndra,205,138,67.32
Vi,Diana,49,23,46.94
Hecarim,Taliyah,146,71,48.63
Corki,Twisted Fate,9,1,11.11
Jax,Aurora,81,50,61.73
Viego,Kennen,48,24,50.0
Shaco,Jayce,30,21,70.0
Ivern,Akali,74,39,52.7
Gragas,Sylas,30,21,70.0
Rengar,Sylas,215,89,41.4
Pantheon,Heimerdinger,39,13,33.33
Viego,Vex,102,64,62.75
Hecarim,Ryze,137,52,37.96
Shaco,Taliyah,63,32,50.79
Rengar,Azir,143,91,63.64
Evelynn,Ryze,21,7,33.33
Zed,Vladimir,233,97,41.63
Jax,Orianna,66,24,36.36
Xin Zhao,Yasuo,149,63,42.28
Evelynn,Yasuo,87,44,50.57
Zed,Vex,82,56,68.29
Wukong,Ahri,245,80,32.65
Zyra,Yone,105,53,50.48
Sejuani,Nasus,2,2,100.0
Udyr,Xerath,26,15,57.69
KhaZix,Neeko,27,13,48.15
Belveth,Lissandra,58,38,65.52
Master Yi,Diana,60,24,40.0
KhaZix,Ekko,92,37,40.22
Zac,Lissandra,40,5,12.5
Volibear,Viktor,156,86,55.13
KhaZix,Ezreal,2,2,100.0
KhaZix,Vex,39,16,41.03
Fiddlesticks,Yasuo,75,36,48.0
Shaco,Riven,3,2,66.67
Zeri,Jayce,4,3,75.0
Zyra,Camille,3,2,66.67
Shaco,Ekko,38,16,42.11
Kayn,Ahri,234,119,50.85
Belveth,Aurelion Sol,23,12,52.17
Fiddlesticks,Neeko,6,4,66.67
Wukong,Corki,43,30,69.77
Volibear,Yone,155,90,58.06
Jax,Corki,10,2,20.0
Lee Sin,Gragas,47,21,44.68
Kindred,Riven,20,12,60.0
Graves,Neeko,21,7,33.33
Evelynn,Corki,41,18,43.9
Xin Zhao,Zoe,183,89,48.63
Lillia,Anivia,5,2,40.0
Wukong,Ryze,168,90,53.57
Nocturne,Yone,89,54,60.67
Evelynn,Qiyana,37,12,32.43
Ivern,Quinn,5,3,60.0
Wukong,Aurelion Sol,48,19,39.58
KhaZix,Zed,86,39,45.35
Ivern,Ekko,47,34,72.34
Talon,Rakan,1,0,0.0
Pantheon,Anivia,108,65,60.19
Trundle,Hwei,99,45,45.45
Dr. Mundo,Orianna,92,68,73.91
Ivern,Anivia,20,14,70.0
Diana,Smolder,31,19,61.29
Pantheon,Teemo,22,3,13.64
Zyra,Quinn,4,4,100.0
Zac,Ryze,44,17,38.64
Belveth,Talon,14,6,42.86
Belveth,Zed,60,39,65.0
Ambessa,Vladimir,12,3,25.0
Jarvan IV,Mordekaiser,6,0,0.0
Vi,Lissandra,39,20,51.28
Pantheon,Katarina,281,119,42.35
Hecarim,Twisted Fate,143,60,41.96
KhaZix,Yasuo,59,20,33.9
Diana,Akshan,92,46,50.0
Xin Zhao,Fizz,69,48,69.57
Trundle,Akali,149,104,69.8
Viego,Sylas,811,372,45.87
Belveth,Chogath,14,1,7.14
Hecarim,Lux,74,47,63.51
Shaco,Swain,18,10,55.56
Jax,Ryze,41,28,68.29
Zac,Naafiri,23,12,52.17
Gwen,Ahri,71,34,47.89
Nocturne,Ekko,82,37,45.12
Belveth,Twisted Fate,94,50,53.19
Talon,Aurora,235,142,60.43
Qiyana,Sylas,145,91,62.76
Graves,Diana,37,28,75.68
Belveth,Morgana,2,0,0.0
Belveth,Heimerdinger,2,1,50.0
Qiyana,Katarina,45,28,62.22
Pantheon,Kennen,45,23,51.11
Belveth,Katarina,77,36,46.75
Qiyana,Viktor,109,56,51.38
Belveth,Akali,92,66,71.74
Ekko,Syndra,134,67,50.0
Graves,Annie,41,27,65.85
Rammus,Kayle,13,4,30.77
Ivern,Chogath,8,7,87.5
Lee Sin,LeBlanc,238,124,52.1
Fiddlesticks,Kayle,17,5,29.41
Xin Zhao,Lulu,16,5,31.25
Trundle,KSante,13,4,30.77
Qiyana,Cassiopeia,14,11,78.57
Qiyana,Ahri,78,41,52.56
Ekko,Sion,52,29,55.77
Skarner,Syndra,56,29,51.79
Belveth,LeBlanc,45,33,73.33
Wukong,Katarina,130,62,47.69
Hecarim,Annie,94,57,60.64
Ekko,Corki,256,148,57.81
Graves,Lissandra,39,25,64.1
Gwen,Katarina,37,17,45.95
Belveth,Maokai,3,3,100.0
KhaZix,Viktor,134,67,50.0
Pantheon,Gragas,58,32,55.17
Qiyana,Zed,45,20,44.44
Gwen,Jayce,38,11,28.95
Rengar,Aatrox,11,4,36.36
Gwen,Sion,14,11,78.57
Gwen,Nocturne,8,3,37.5
Qiyana,Ambessa,22,11,50.0
Pantheon,LeBlanc,177,105,59.32
Belveth,Lux,49,23,46.94
Jax,Gragas,15,3,20.0
Kindred,Twisted Fate,115,83,72.17
Belveth,Fizz,23,13,56.52
Belveth,Sett,2,2,100.0
Volibear,Zac,21,14,66.67
Belveth,Veigar,19,7,36.84
Taliyah,Riven,15,4,26.67
Nocturne,Yasuo,57,25,43.86
Qiyana,Kassadin,45,12,26.67
Rengar,Ryze,106,62,58.49
Ivern,Ahri,68,33,48.53
Kindred,Jayce,28,9,32.14
Belveth,Ahri,105,58,55.24
Fiddlesticks,Sett,2,0,0.0
Wukong,Cassiopeia,14,11,78.57
Hecarim,Hwei,138,69,50.0
Kindred,Zoe,112,59,52.68
Belveth,Mel,50,29,58.0
Gragas,Corki,17,14,82.35
Belveth,Xerath,27,13,48.15
