champion1,champion2,champion3,games,wins,win_rate
Zac,Twitch,Rell,5,5,100.0
Warwick,Caitlyn,Pantheon,4,4,100.0
Xin Zhao,Miss Fortune,Urgot,4,0,0.0
Shaco,KogMaw,Leona,3,3,100.0
KogMaw,Twitch,Lulu,5,5,100.0
Viego,Jinx,Senna,4,0,0.0
Reksai,Zeri,Neeko,1,1,100.0
Naafiri,Varus,Taliyah,4,4,100.0
Lee Sin,Ezreal,Taliyah,4,4,100.0
Gragas,Kaisa,Zoe,5,0,0.0
Gragas,Varus,Soraka,1,1,100.0
Belveth,Varus,Renata,1,1,100.0
Zed,Caitlyn,Leona,4,4,100.0
Wukong,Jhin,Zilean,2,0,0.0
Mordekaiser,Xayah,Braum,2,2,100.0
Lee Sin,Ashe,Twitch,1,0,0.0
Elise,Xayah,Thresh,1,1,100.0
Kayn,Vayne,Leona,2,0,0.0
Xin Zhao,Jhin,Fiddlesticks,4,1,25.0
Xin Zhao,Sivir,Caitlyn,1,0,0.0
Reksai,Miss Fortune,Leona,2,2,100.0
Zed,Aphelios,Renata,4,0,0.0
Shyvana,Jinx,Milio,1,1,100.0
Shaco,Miss Fortune,Milio,3,3,100.0
Kindred,Hwei,Soraka,4,0,0.0
Poppy,Nilah,Bard,1,1,100.0
Kayn,Ezreal,Janna,3,0,0.0
Warwick,Kaisa,Neeko,3,1,33.33
Kayn,Hwei,Anivia,1,1,100.0
KhaZix,Senna,Swain,1,0,0.0
KhaZix,Ashe,Pyke,4,4,100.0
Rammus,Twitch,Pyke,1,1,100.0
Reksai,Twitch,Yuumi,5,2,40.0
Reksai,Xayah,Rakan,10,2,20.0
Karthus,Tristana,Pantheon,3,3,100.0
Jarvan IV,Quinn,Pyke,3,0,0.0
KhaZix,Ezreal,Shaco,3,3,100.0
Kayn,Draven,Nunu & Willump,2,2,100.0
Kayn,Kaisa,VelKoz,4,0,0.0
Hecarim,Jinx,Bard,2,2,100.0
Nocturne,Ezreal,Pantheon,2,0,0.0
Jax,Nilah,Sona,3,3,100.0
Master Yi,Karthus,Twitch,1,0,0.0
Wukong,Caitlyn,Milio,3,3,100.0
Talon,Zeri,Nami,7,3,42.86
Vi,Kaisa,Kennen,1,0,0.0
Kayn,Jinx,Zyra,3,0,0.0
Reksai,Jhin,Zyra,7,0,0.0
Kayn,Jinx,Renata,6,6,100.0
Hecarim,Hwei,Amumu,1,0,0.0
Belveth,KogMaw,Thresh,1,1,100.0
Rengar,Kalista,Leona,2,2,100.0
Hecarim,Senna,Sett,4,0,0.0
Hecarim,Smolder,Zyra,3,3,100.0
Viego,Kalista,Zyra,2,2,100.0
Ekko,Sivir,Sylas,2,2,100.0
Shaco,Vayne,Pyke,4,3,75.0
Master Yi,Yunara,Blitzcrank,7,0,0.0
KhaZix,Xayah,Fiddlesticks,1,0,0.0
Jax,Jinx,Sona,7,3,42.86
Karthus,Jhin,Xerath,2,2,100.0
Shaco,Jhin,Blitzcrank,3,0,0.0
Gragas,Aphelios,Zilean,1,0,0.0
Xin Zhao,Corki,Tahm Kench,1,1,100.0
Xin Zhao,Morgana,Lux,2,0,0.0
Talon,Kaisa,Renata,1,0,0.0
Viego,Ziggs,Xerath,4,0,0.0
Gragas,Jhin,Zilean,1,1,100.0
Graves,Aphelios,Poppy,1,0,0.0
Xin Zhao,Xayah,Ahri,4,4,100.0
Skarner,Lux,Trundle,2,2,100.0
Talon,Ashe,Rakan,8,0,0.0
Skarner,Draven,Leona,5,5,100.0
KhaZix,Nilah,Braum,3,0,0.0
Karthus,Aphelios,Camille,3,3,100.0
Fiddlesticks,Ziggs,Kennen,4,0,0.0
Zac,Lucian,Morgana,4,0,0.0
Amumu,Twitch,Rakan,3,0,0.0
Morgana,Samira,Nami,1,1,100.0
Tryndamere,Smolder,Lulu,1,0,0.0
Kayn,Lucian,Lulu,1,1,100.0
Vi,Ashe,Taric,1,1,100.0
Dr. Mundo,Samira,Zilean,1,0,0.0
Evelynn,Ezreal,Rakan,1,1,100.0
Ivern,Ashe,Nami,1,1,100.0
Lee Sin,Lux,Senna,2,1,50.0
Lee Sin,Tristana,Senna,2,0,0.0
Xin Zhao,Jhin,Pantheon,7,3,42.86
Diana,Miss Fortune,Lulu,3,0,0.0
Naafiri,Jinx,Tahm Kench,2,2,100.0
Gragas,Senna,Blitzcrank,3,0,0.0
Zac,Yunara,Milio,3,3,100.0
Vi,KogMaw,Yuumi,4,4,100.0
Pantheon,Brand,Rell,3,0,0.0
Zed,Kalista,Lux,3,3,100.0
Kayn,Twitch,Yuumi,3,0,0.0
Rengar,Vayne,Rell,2,0,0.0
Talon,Viktor,Nami,1,0,0.0
Vi,Ezreal,Sona,4,1,25.0
Xin Zhao,Senna,VelKoz,1,1,100.0
Amumu,Aphelios,Rakan,1,1,100.0
Talon,Corki,Elise,5,5,100.0
Udyr,Jinx,Alistar,1,1,100.0
Vi,Samira,Soraka,1,0,0.0
Neeko,Smolder,Lux,2,0,0.0
Xin Zhao,Aphelios,VelKoz,2,0,0.0
Volibear,Twitch,Hwei,2,2,100.0
Gwen,Jhin,Lux,3,3,100.0
Twisted Fate,Senna,Bard,2,0,0.0
Poppy,Aphelios,Senna,3,3,100.0
Viego,Viktor,Yuumi,2,0,0.0
Lillia,Lucian,Senna,4,2,50.0
Nocturne,Miss Fortune,Senna,1,1,100.0
Wukong,Ezreal,Seraphine,5,3,60.0
Rammus,Brand,Senna,2,2,100.0
Zac,Zeri,Pantheon,3,0,0.0
Briar,Jinx,Soraka,1,0,0.0
Master Yi,Sivir,Senna,1,1,100.0
KhaZix,Corki,Zyra,3,0,0.0
Ekko,Veigar,Senna,1,0,0.0
Gragas,Senna,Neeko,2,0,0.0
Kaisa,Jinx,Milio,3,0,0.0
Fiddlesticks,Aphelios,Karma,3,3,100.0
Diana,Jinx,Senna,1,1,100.0
Vi,Lucian,Senna,2,2,100.0
Talon,Aphelios,Neeko,8,7,87.5
Ivern,Ashe,Mel,1,0,0.0
Trundle,Jhin,Senna,4,1,25.0
Amumu,KogMaw,Zyra,2,2,100.0
Diana,Hwei,Soraka,1,0,0.0
Rammus,Twitch,Senna,1,1,100.0
Sylas,Ezreal,Senna,1,1,100.0
Vi,Kaisa,Seraphine,3,1,33.33
Shen,Ashe,Seraphine,1,0,0.0
Viego,Lucian,Senna,2,0,0.0
Viego,Senna,Ashe,3,0,0.0
Gwen,Kaisa,Senna,1,1,100.0
Master Yi,Twitch,Senna,1,0,0.0
Rengar,Ashe,Zac,5,0,0.0
Viego,Tristana,Pantheon,8,3,37.5
Rengar,Yunara,Zyra,4,0,0.0
KhaZix,Kaisa,Swain,1,0,0.0
Zed,Gwen,Senna,3,3,100.0
Lee Sin,Mel,Blitzcrank,3,0,0.0
Zed,Ekko,Karma,4,0,0.0
Skarner,Sona,Zilean,2,0,0.0
Viego,Ashe,Rakan,9,8,88.89
Graves,Vayne,Karma,2,0,0.0
Zed,Aphelios,Seraphine,2,0,0.0
Rengar,Soraka,Sona,2,0,0.0
Hecarim,Xayah,Sona,2,2,100.0
Vi,Tristana,Milio,2,0,0.0
Vi,Caitlyn,Renata,2,2,100.0
Zed,Senna,Kennen,2,2,100.0
Vi,Zeri,Zyra,4,4,100.0
Diana,Varus,Pantheon,2,0,0.0
Lillia,Senna,Renata,2,2,100.0
Viego,Tryndamere,Pantheon,5,0,0.0
Elise,KogMaw,Leona,2,2,100.0
Lee Sin,Veigar,Zilean,2,0,0.0
Elise,KogMaw,Rell,5,2,40.0
Master Yi,KogMaw,Seraphine,4,4,100.0
Kindred,KogMaw,Janna,5,4,80.0
Fiddlesticks,KogMaw,Poppy,2,2,100.0
Maokai,KogMaw,Nami,3,0,0.0
Kindred,KogMaw,Rumble,3,0,0.0
Viego,Karthus,Twitch,4,0,0.0
Warwick,Corki,Twitch,5,5,100.0
Viego,KogMaw,Thresh,4,4,100.0
Nocturne,Aphelios,Pyke,4,0,0.0
Zac,Caitlyn,Twitch,4,4,100.0
Diana,Sivir,Galio,2,0,0.0
Poppy,KogMaw,Nami,3,3,100.0
Kayn,Twitch,Alistar,2,0,0.0
Volibear,Nilah,Lulu,2,2,100.0
Rengar,Jinx,Twitch,1,1,100.0
Belveth,Hwei,Zilean,2,0,0.0
Ivern,Twitch,Nami,1,1,100.0
Xin Zhao,Jinx,Yuumi,1,0,0.0
Udyr,Swain,Soraka,1,0,0.0
Viego,KogMaw,Karma,5,5,100.0
Fiddlesticks,KogMaw,Renata,4,4,100.0
Ekko,Viktor,Leona,1,0,0.0
Sejuani,KogMaw,Lux,1,1,100.0
Shaco,Draven,Thresh,1,0,0.0
Gwen,Kaisa,Soraka,7,3,42.86
Xin Zhao,KogMaw,Pyke,2,2,100.0
Pantheon,KogMaw,Taric,2,0,0.0
Graves,Sivir,Rakan,2,2,100.0
Belveth,KogMaw,Alistar,2,2,100.0
Diana,Senna,Yuumi,2,0,0.0
Karthus,Jhin,Nami,4,0,0.0
Pantheon,Orianna,Nautilus,1,1,100.0
Hecarim,KogMaw,Nautilus,3,0,0.0
Ivern,Aphelios,Karma,2,0,0.0
KhaZix,Sivir,Senna,4,4,100.0
Xin Zhao,Nilah,Sett,2,2,100.0
Poppy,Twitch,Shen,2,0,0.0
Viego,Jhin,Shaco,2,0,0.0
Vi,Twitch,Karma,6,0,0.0
Wukong,Ezreal,Teemo,5,0,0.0
Warwick,Yunara,Nautilus,5,5,100.0
Nocturne,Veigar,Rakan,4,4,100.0
Warwick,Caitlyn,Shen,2,0,0.0
Fiddlesticks,Yunara,Nautilus,5,0,0.0
Jax,Kaisa,Neeko,8,1,12.5
Naafiri,Tristana,Shen,4,0,0.0
Wukong,Xayah,Leona,4,4,100.0
Nunu & Willump,Miss Fortune,Galio,4,0,0.0
Graves,Sivir,Amumu,1,1,100.0
KhaZix,Hwei,Ashe,1,0,0.0
Naafiri,Ziggs,Nautilus,1,1,100.0
Jarvan IV,Ziggs,Braum,6,3,50.0
Evelynn,Draven,Blitzcrank,2,0,0.0
Fiddlesticks,Twitch,Milio,2,2,100.0
Belveth,Viktor,Blitzcrank,1,1,100.0
Gragas,Smolder,Neeko,5,5,100.0
Elise,Twitch,Milio,6,0,0.0
Trundle,Caitlyn,Pyke,3,0,0.0
Viego,Smolder,Nidalee,4,4,100.0
Nidalee,Senna,Jarvan IV,1,0,0.0
Elise,Ashe,Neeko,2,0,0.0
Zed,Xayah,Nami,11,1,9.09
Fiddlesticks,Lucian,Rakan,8,8,100.0
Vi,Nilah,Renata,1,1,100.0
Lee Sin,Varus,Pantheon,4,2,50.0
Trundle,Teemo,Bard,6,0,0.0
Kayn,Caitlyn,Xerath,1,0,0.0
Zyra,Ezreal,Mel,3,0,0.0
Xin Zhao,Zeri,Seraphine,4,1,25.0
Lee Sin,Vayne,Yuumi,3,0,0.0
Diana,Ezreal,Senna,3,3,100.0
Gwen,Varus,VelKoz,3,2,66.67
Rengar,Ezreal,Jarvan IV,1,1,100.0
Nocturne,Varus,Senna,3,0,0.0
Kayn,Miss Fortune,Annie,1,0,0.0
Graves,Jinx,Poppy,2,0,0.0
Lillia,Draven,Karma,2,0,0.0
Talon,Kalista,Nautilus,1,0,0.0
Volibear,Hwei,Nautilus,7,0,0.0
Lee Sin,Jinx,Senna,1,0,0.0
Ornn,Miss Fortune,Leona,2,0,0.0
Pantheon,Smolder,Trundle,2,2,100.0
Master Yi,Varus,Galio,2,0,0.0
Viego,Gwen,Nami,4,0,0.0
Kayn,Kalista,Thresh,5,5,100.0
Lee Sin,Ezreal,Zoe,8,3,37.5
Graves,Miss Fortune,Pyke,2,0,0.0
Fiddlesticks,Samira,Leona,2,2,100.0
Karthus,Samira,Pyke,2,0,0.0
Urgot,Aphelios,Sona,4,4,100.0
Shaco,Jhin,Lux,1,0,0.0
Reksai,Jhin,Karma,3,2,66.67
Lee Sin,Jhin,Yuumi,3,3,100.0
Warwick,Yunara,Shaco,1,0,0.0
Nocturne,Zeri,Janna,5,2,40.0
Zed,Ziggs,Nami,16,11,68.75
Kindred,Yunara,Thresh,7,0,0.0
Poppy,Ezreal,Seraphine,4,1,25.0
Ivern,Sivir,Senna,1,0,0.0
Belveth,Zeri,Seraphine,3,3,100.0
Vi,Seraphine,Leona,4,4,100.0
Ivern,Lucian,Blitzcrank,2,2,100.0
Ivern,Ziggs,Lulu,3,3,100.0
Talon,Jinx,Twitch,3,0,0.0
Zac,Jinx,Tahm Kench,8,8,100.0
Graves,Caitlyn,Nautilus,1,1,100.0
Ambessa,Smolder,Bard,1,0,0.0
Nocturne,Kaisa,Yuumi,2,0,0.0
Rammus,Ezreal,Mel,1,1,100.0
Skarner,Ezreal,Zyra,5,0,0.0
Zac,Jinx,Bard,3,3,100.0
Zac,Vayne,Milio,2,2,100.0
Zed,Aphelios,Janna,2,1,50.0
Viego,Sivir,Xerath,2,0,0.0
Talon,Senna,Soraka,3,0,0.0
Rengar,Yasuo,Nami,3,3,100.0
Karthus,Kaisa,Senna,5,0,0.0
Zac,Ashe,Pyke,2,0,0.0
Nocturne,Varus,Galio,2,0,0.0
Lillia,Miss Fortune,Zilean,2,2,100.0
Shyvana,Tristana,Nautilus,2,0,0.0
Karthus,Corki,Thresh,5,4,80.0
Evelynn,Lucian,Senna,2,1,50.0
Sejuani,Varus,Alistar,2,0,0.0
Zac,Twitch,Renata,3,3,100.0
Neeko,Miss Fortune,Alistar,2,2,100.0
Zac,Senna,Soraka,2,1,50.0
Fiddlesticks,Varus,Nami,1,1,100.0
Sejuani,Twitch,Shaco,1,0,0.0
Fiddlesticks,Ashe,Thresh,4,0,0.0
Shyvana,Kalista,Pantheon,2,0,0.0
Jarvan IV,KogMaw,Taric,7,0,0.0
Nunu & Willump,Kalista,Thresh,3,3,100.0
Belveth,Kalista,Braum,3,0,0.0
Karthus,Draven,Blitzcrank,4,4,100.0
Ekko,Tryndamere,Bard,2,2,100.0
Ezreal,Twitch,Karma,2,2,100.0
Talon,Senna,Brand,1,0,0.0
Gragas,VelKoz,Janna,1,1,100.0
Dr. Mundo,Senna,Elise,2,2,100.0
Naafiri,Karthus,Alistar,5,5,100.0
Ekko,Caitlyn,Swain,2,0,0.0
Talon,Hwei,Renata,1,1,100.0
Nunu & Willump,Senna,Pyke,3,1,33.33
Zed,Ezreal,Taric,5,0,0.0
Lillia,Caitlyn,Zyra,1,0,0.0
Neeko,Jinx,Thresh,1,1,100.0
Ekko,Varus,Lux,6,1,16.67
Belveth,Seraphine,Soraka,7,7,100.0
Amumu,KogMaw,Soraka,5,5,100.0
Elise,Caitlyn,Soraka,2,2,100.0
Naafiri,Zeri,Morgana,4,0,0.0
Zed,Twitch,Soraka,6,4,66.67
Ivern,Draven,Nami,2,1,50.0
Viego,Xayah,Soraka,8,2,25.0
Kayn,Smolder,Zyra,1,0,0.0
Gwen,Vayne,Soraka,1,1,100.0
Zac,Jinx,Soraka,3,2,66.67
Viego,Smolder,Mel,1,0,0.0
Reksai,Kaisa,Mel,2,2,100.0
Master Yi,Xayah,Thresh,3,1,33.33
Rengar,Senna,Blitzcrank,1,0,0.0
Elise,Jhin,Pantheon,1,0,0.0
Viego,Samira,Karma,4,0,0.0
Master Yi,Sivir,Thresh,3,3,100.0
Elise,Vayne,Nidalee,1,1,100.0
Zac,Viktor,Nami,1,1,100.0
Rammus,Sivir,Nautilus,1,1,100.0
Gwen,Corki,Milio,1,0,0.0
Viego,Draven,Zilean,2,0,0.0
Sejuani,Twitch,Karma,1,1,100.0
Sylas,Kalista,Thresh,1,1,100.0
Zac,Tristana,Sona,3,0,0.0
Gragas,Xayah,Sona,2,0,0.0
Pantheon,Soraka,Karma,2,0,0.0
Lee Sin,Xayah,Neeko,8,8,100.0
Shaco,Vayne,Sona,2,0,0.0
Evelynn,Senna,Neeko,2,2,100.0
Naafiri,Nilah,Seraphine,5,1,20.0
Jarvan IV,Yunara,Zilean,5,4,80.0
Qiyana,Kaisa,Soraka,5,0,0.0
Poppy,Xayah,Xerath,1,0,0.0
Graves,Varus,Tahm Kench,5,5,100.0
Master Yi,Tristana,Nunu & Willump,2,2,100.0
Graves,Twitch,Rakan,2,0,0.0
Amumu,Ashe,Braum,5,0,0.0
Graves,Aphelios,Galio,2,2,100.0
Wukong,Vayne,Seraphine,3,3,100.0
Jarvan IV,Viktor,Thresh,2,0,0.0
Wukong,Tristana,Renata,2,2,100.0
Zac,Smolder,Ornn,1,1,100.0
Rengar,Tristana,Tahm Kench,1,1,100.0
Gragas,Tristana,Taliyah,3,3,100.0
Warwick,Kaisa,Braum,1,0,0.0
Sejuani,Tristana,Zyra,4,4,100.0
Xin Zhao,Xayah,Lux,2,0,0.0
Sejuani,Kaisa,Morgana,1,0,0.0
Viego,Tristana,Lux,1,1,100.0
Xin Zhao,Xayah,Rell,1,1,100.0
Shaco,Tristana,Seraphine,1,0,0.0
Karthus,Smolder,Lulu,1,1,100.0
Sejuani,Ashe,Renata,3,0,0.0
KhaZix,Ezreal,Nidalee,1,1,100.0
Wukong,Kalista,Alistar,2,2,100.0
Trundle,Yunara,Shaco,3,0,0.0
Lillia,Jhin,Rell,13,10,76.92
Shaco,Kaisa,Swain,3,3,100.0
Diana,Corki,Milio,5,5,100.0
Xin Zhao,Lucian,Sylas,4,0,0.0
KhaZix,Yunara,Pyke,2,2,100.0
Sejuani,Jhin,Lux,2,2,100.0
Karthus,Corki,Alistar,14,13,92.86
Naafiri,Yunara,Janna,2,2,100.0
Vi,Ashe,Milio,5,4,80.0
Fiddlesticks,Zeri,Kled,3,3,100.0
Taliyah,Tristana,Nautilus,3,1,33.33
Ivern,Smolder,Blitzcrank,2,2,100.0
Trundle,Ashe,Senna,3,0,0.0
Trundle,Ezreal,Annie,2,0,0.0
Ekko,Ashe,Nidalee,3,3,100.0
Warwick,Yasuo,Rakan,5,5,100.0
Kayn,Ashe,Soraka,4,3,75.0
Master Yi,Varus,Mel,3,3,100.0
Draven,Ashe,Braum,1,0,0.0
Corki,Ashe,Nautilus,5,5,100.0
Draven,Senna,Nautilus,1,1,100.0
Gragas,Vayne,Rakan,1,0,0.0
Ivern,Jhin,Xerath,1,0,0.0
Trundle,Ashe,Rell,3,3,100.0
Fiddlesticks,Yunara,Leona,2,2,100.0
Trundle,Caitlyn,Brand,1,0,0.0
Rammus,Yunara,Nami,1,1,100.0
Zed,Vayne,Elise,2,0,0.0
Kindred,Lucian,Mel,5,5,100.0
Vi,Ziggs,Bard,7,6,85.71
Zed,Smolder,Zyra,11,6,54.55
Sion,Aphelios,Soraka,3,3,100.0
Zed,Ashe,Nami,1,1,100.0
Rammus,Sivir,Sona,1,1,100.0
Dr. Mundo,Jhin,Thresh,5,0,0.0
Gragas,KogMaw,Milio,3,0,0.0
Graves,Samira,Rell,5,3,60.0
Viego,Mel,Twisted Fate,1,0,0.0
Diana,Twitch,Pantheon,2,2,100.0
Jayce,Lucian,Janna,2,0,0.0
Master Yi,Ashe,Janna,1,1,100.0
Amumu,Ziggs,Rell,2,0,0.0
Jarvan IV,Seraphine,Zoe,1,1,100.0
Kayn,Caitlyn,Sylas,3,0,0.0
Trundle,Jinx,Blitzcrank,7,6,85.71
Shyvana,Draven,Pyke,1,0,0.0
Chogath,Jinx,Lulu,6,6,100.0
Trundle,Corki,Karma,12,1,8.33
Volibear,Ezreal,Fiddlesticks,2,0,0.0
Talon,Yunara,Thresh,5,4,80.0
Zed,Ezreal,Ashe,1,1,100.0
Naafiri,Jhin,Seraphine,2,2,100.0
Volibear,Varus,Nautilus,3,1,33.33
Sejuani,Varus,Fiddlesticks,1,1,100.0
Graves,Ashe,Nautilus,1,0,0.0
Nunu & Willump,Caitlyn,Yuumi,1,0,0.0
Jarvan IV,Caitlyn,Leona,1,1,100.0
Kindred,Senna,Karma,4,4,100.0
Xin Zhao,Corki,Rakan,6,3,50.0
Jarvan IV,Ezreal,Swain,3,0,0.0
Xin Zhao,Lucian,Zilean,8,5,62.5
Sylas,Draven,Thresh,1,0,0.0
Briar,Smolder,Bard,3,1,33.33
Vi,Ziggs,VelKoz,7,7,100.0
Hecarim,Lucian,Morgana,1,0,0.0
Sylas,Zeri,Yuumi,4,4,100.0
Naafiri,Vayne,Senna,2,0,0.0
Pantheon,VelKoz,Mel,3,0,0.0
Fiddlesticks,Ashe,Rakan,2,0,0.0
Talon,Karthus,Thresh,1,0,0.0
Pantheon,Miss Fortune,VelKoz,1,0,0.0
Lee Sin,Zeri,Milio,9,3,33.33
Wukong,Ezreal,Thresh,1,0,0.0
Karthus,Kaisa,Brand,4,4,100.0
Ekko,KogMaw,Braum,3,0,0.0
Wukong,Vayne,Rell,1,1,100.0
Gragas,Caitlyn,Lux,1,0,0.0
Zed,Kalista,Pyke,2,0,0.0
Gragas,Senna,Poppy,1,1,100.0
Sylas,Aphelios,Blitzcrank,2,0,0.0
Urgot,Sivir,Shaco,1,1,100.0
Malphite,Varus,Alistar,3,0,0.0
Gwen,Sivir,Milio,1,0,0.0
Kayn,Soraka,Pyke,1,1,100.0
KhaZix,Ziggs,Soraka,1,0,0.0
Maokai,Twitch,Soraka,1,0,0.0
Rammus,Smolder,Thresh,1,1,100.0
Reksai,Varus,Bard,6,1,16.67
Kindred,Varus,Thresh,4,3,75.0
Diana,Smolder,Lulu,2,0,0.0
Nocturne,Xayah,Zyra,2,2,100.0
Morgana,Zeri,Soraka,1,0,0.0
Talon,Samira,Pyke,4,0,0.0
Talon,Kaisa,Senna,5,0,0.0
Hecarim,Nilah,Soraka,4,4,100.0
Ekko,Xayah,Soraka,3,1,33.33
Jarvan IV,Sylas,Soraka,1,1,100.0
KhaZix,Ryze,Soraka,2,0,0.0
Wukong,Soraka,Sivir,2,0,0.0
Wukong,Vayne,Janna,1,0,0.0
Jax,Senna,Pantheon,2,0,0.0
Amumu,Varus,Soraka,1,1,100.0
Belveth,Lucian,Soraka,3,1,33.33
Zac,Jinx,Maokai,2,0,0.0
Diana,Jinx,Soraka,3,2,66.67
Fiddlesticks,Caitlyn,Janna,1,0,0.0
Briar,Draven,Bard,2,0,0.0
Master Yi,Yunara,Yuumi,2,2,100.0
Karthus,Ashe,Thresh,4,0,0.0
Reksai,Ashe,Nami,2,0,0.0
Gragas,Aphelios,Braum,3,0,0.0
Xin Zhao,Miss Fortune,Leona,8,6,75.0
Graves,Ezreal,Leona,5,5,100.0
Karthus,Kaisa,Zilean,2,0,0.0
Volibear,Vayne,Soraka,1,0,0.0
Xin Zhao,Samira,Pantheon,4,2,50.0
Nocturne,Senna,Milio,1,0,0.0
Gwen,Zeri,Nautilus,4,0,0.0
Graves,Kalista,Pyke,2,2,100.0
KhaZix,Lux,Nami,1,1,100.0
Reksai,Caitlyn,Twisted Fate,3,3,100.0
Aatrox,Zeri,Yuumi,2,2,100.0
Vi,Mel,Thresh,3,0,0.0
Naafiri,Lucian,Seraphine,2,2,100.0
Wukong,Jinx,Elise,5,0,0.0
Ivern,Yunara,Leona,5,0,0.0
Kindred,Draven,Thresh,8,0,0.0
Viego,Tryndamere,Lulu,4,4,100.0
Viego,Yasuo,Soraka,4,4,100.0
Master Yi,Varus,Renata,1,0,0.0
Rammus,Kaisa,Shaco,1,0,0.0
Warwick,Smolder,Nami,2,2,100.0
Jax,Twitch,Lulu,2,2,100.0
Master Yi,Taliyah,Pyke,3,1,33.33
Master Yi,Miss Fortune,Elise,2,0,0.0
Ivern,Ezreal,Senna,2,2,100.0
Master Yi,Twitch,Blitzcrank,2,0,0.0
Master Yi,Smolder,Bard,4,4,100.0
Master Yi,Smolder,Lulu,2,0,0.0
Master Yi,Draven,Karma,2,2,100.0
Kayn,Lucian,Janna,2,0,0.0
Volibear,Rakan,Tristana,1,0,0.0
Lee Sin,Ezreal,Xerath,4,2,50.0
Reksai,Lucian,Karma,2,2,100.0
Viego,Ashe,Pantheon,3,0,0.0
Warwick,Zeri,Sylas,3,3,100.0
Sejuani,Jinx,Tahm Kench,1,0,0.0
Sett,Tristana,Nautilus,3,0,0.0
Warwick,Jhin,Poppy,1,0,0.0
Wukong,Miss Fortune,Leona,7,1,14.29
Volibear,Lucian,Sylas,3,0,0.0
Lee Sin,Mel,Jarvan IV,2,0,0.0
Yorick,Nilah,Poppy,3,3,100.0
Pantheon,Kaisa,Galio,2,2,100.0
Vi,Twitch,Sona,3,3,100.0
Talon,VelKoz,Thresh,1,1,100.0
Viego,Corki,Zilean,3,3,100.0
Maokai,Taliyah,Soraka,2,0,0.0
Jarvan IV,Ashe,Sona,1,1,100.0
Sylas,Senna,Morgana,1,0,0.0
Neeko,Ashe,Galio,1,0,0.0
Morgana,Xayah,Blitzcrank,1,1,100.0
Diana,Senna,Leona,5,4,80.0
Warwick,Samira,Skarner,1,1,100.0
Diana,Twitch,Zyra,1,1,100.0
Fiddlesticks,Corki,Tahm Kench,1,0,0.0
Maokai,Ashe,Bard,1,1,100.0
Lillia,Varus,Tahm Kench,3,3,100.0
Diana,Smolder,Mel,1,1,100.0
Morgana,Jinx,Soraka,1,1,100.0
Ivern,Yasuo,Milio,1,0,0.0
Shyvana,Jhin,Tahm Kench,2,0,0.0
Shaco,Vayne,Rell,2,2,100.0
Gragas,Twitch,Poppy,2,2,100.0
Vi,Zeri,Shaco,2,0,0.0
Zed,Xayah,Morgana,1,1,100.0
Gwen,Varus,Zilean,2,0,0.0
Briar,Ashe,Bard,4,0,0.0
Naafiri,Yasuo,Rakan,2,2,100.0
Nocturne,Ezreal,Senna,2,0,0.0
Diana,Jinx,Mel,2,2,100.0
Evelynn,Yasuo,Nami,1,1,100.0
Ivern,Aurelion Sol,Elise,2,2,100.0
Nidalee,Miss Fortune,Bard,5,5,100.0
Lee Sin,Yasuo,Bard,1,0,0.0
Ekko,Xayah,Leona,1,0,0.0
Diana,Jinx,Blitzcrank,2,2,100.0
Neeko,Ashe,Braum,1,0,0.0
Hecarim,Miss Fortune,Pyke,1,0,0.0
Lee Sin,Ashe,Vex,4,0,0.0
Kindred,Ezreal,Yuumi,6,4,66.67
Urgot,Tristana,Maokai,3,0,0.0
Gragas,Smolder,Zoe,3,3,100.0
Jax,Caitlyn,Senna,3,0,0.0
Zed,Ashe,Taliyah,3,3,100.0
Aatrox,Vayne,Lulu,1,1,100.0
Lee Sin,Smolder,Rumble,1,0,0.0
Xin Zhao,Zeri,Shaco,1,0,0.0
Gwen,Vayne,Nami,1,1,100.0
Talon,Vayne,Mel,3,0,0.0
Rengar,Sivir,Shaco,3,3,100.0
Sejuani,Jinx,Senna,3,0,0.0
Tryndamere,Sivir,Sona,1,0,0.0
Xin Zhao,Draven,Karma,3,3,100.0
Master Yi,Zeri,Zoe,3,3,100.0
Urgot,Samira,Zoe,3,3,100.0
Zed,Senna,Veigar,1,1,100.0
Fiddlesticks,Xayah,Nautilus,1,0,0.0
Graves,Veigar,Alistar,2,2,100.0
KhaZix,Samira,Leona,2,0,0.0
Kayn,Ezreal,Zoe,4,2,50.0
Poppy,Aphelios,Zoe,3,0,0.0
Pantheon,Aphelios,Lux,2,2,100.0
Xin Zhao,Smolder,Leona,1,0,0.0
Briar,Miss Fortune,Thresh,3,3,100.0
Graves,Zeri,Lux,1,0,0.0
Hecarim,Zeri,Thresh,1,0,0.0
Diana,Twitch,Janna,2,0,0.0
Zed,Samira,Leona,3,2,66.67
Kayn,Lucian,Nidalee,3,0,0.0
Kayn,Caitlyn,Rakan,1,0,0.0
KhaZix,Jinx,Fiddlesticks,2,0,0.0
Udyr,Nilah,Zoe,2,0,0.0
Viego,Lucian,Lux,1,0,0.0
Xin Zhao,Viktor,Lux,1,1,100.0
Chogath,Kaisa,Rell,4,4,100.0
Gragas,Ezreal,Thresh,2,2,100.0
Diana,Varus,Mel,1,1,100.0
Sejuani,Zeri,Milio,3,3,100.0
Lee Sin,Lucian,Shaco,5,0,0.0
