champion1,champion2,games,wins,win_rate
Sion,Belveth,92,57,61.96
Rengar,Taliyah,12,10,83.33
Mordekaiser,Belveth,32,20,62.5
LeBlanc,Lee Sin,4,2,50.0
Urgot,Jarvan IV,129,59,45.74
Kayle,Ivern,41,30,73.17
Yone,Belveth,35,21,60.0
Rumble,Kindred,56,27,48.21
Aurora,Zyra,4,2,50.0
Xin Zhao,Belveth,4,3,75.0
Dr. Mundo,Jax,18,6,33.33
Jayce,Fiddlesticks,74,28,37.84
Sion,Wukong,157,71,45.22
Zac,Belveth,20,15,75.0
KSante,Kindred,105,51,48.57
Singed,Belveth,44,13,29.55
Nidalee,Reksai,2,0,0.0
Warwick,Kindred,69,51,73.91
Poppy,Belveth,15,3,20.0
Darius,KhaZix,64,29,45.31
Fiora,Gragas,21,6,28.57
Fiora,Belveth,73,54,73.97
Nasus,Udyr,35,20,57.14
Malphite,Belveth,60,26,43.33
Yorick,Graves,49,29,59.18
Aurora,Viego,275,133,48.36
Mel,Belveth,3,3,100.0
KSante,Fiddlesticks,38,25,65.79
Garen,Kindred,58,25,43.1
Jax,Evelynn,68,44,64.71
Riven,Kindred,128,66,51.56
Swain,Kayn,24,12,50.0
Shen,Sejuani,23,6,26.09
Vladimir,Maokai,17,12,70.59
Gwen,Volibear,128,56,43.75
Volibear,Nocturne,35,13,37.14
Ambessa,Rengar,188,111,59.04
Fizz,Ivern,9,0,0.0
Chogath,Reksai,23,7,30.43
Olaf,Nocturne,22,12,54.55
Teemo,Taliyah,8,1,12.5
Urgot,Nunu & Willump,70,42,60.0
Gangplank,Gragas,41,23,56.1
Swain,Vi,23,10,43.48
Yone,Lee Sin,179,71,39.66
Katarina,Viego,17,10,58.82
Camille,Taliyah,24,4,16.67
Quinn,Corki,5,5,100.0
Ornn,Ivern,46,18,39.13
Yorick,Sylas,14,13,92.86
Poppy,Briar,16,11,68.75
Jax,Sejuani,74,43,58.11
Aatrox,Fiddlesticks,91,37,40.66
Garen,Karthus,23,5,21.74
Fiora,Ambessa,13,6,46.15
Chogath,Hecarim,79,36,45.57
Fiora,Kayn,93,58,62.37
Camille,Karthus,49,31,63.27
Fiora,Naafiri,114,60,52.63
KogMaw,Volibear,8,3,37.5
Aurora,Nidalee,64,33,51.56
Ambessa,Naafiri,307,133,43.32
Ornn,Volibear,86,37,43.02
Vladimir,Karthus,16,14,87.5
Yasuo,Hecarim,57,39,68.42
Dr. Mundo,Rengar,101,38,37.62
Gnar,Kayn,67,33,49.25
Jax,Teemo,8,2,25.0
Nidalee,Karthus,12,3,25.0
Tristana,Pantheon,8,6,75.0
Rumble,Qiyana,43,24,55.81
Heimerdinger,Zed,29,16,55.17
Teemo,Kayn,71,51,71.83
Gnar,Volibear,86,47,54.65
Garen,Gwen,24,16,66.67
Yorick,Naafiri,74,43,58.11
Poppy,Naafiri,33,19,57.58
Rumble,Viego,269,146,54.28
Nidalee,Xin Zhao,17,15,88.24
Tryndamere,Nunu & Willump,39,27,69.23
Tryndamere,Evelynn,9,5,55.56
Cassiopeia,Zed,31,12,38.71
Yorick,Lillia,75,33,44.0
Yone,Gwen,34,18,52.94
Vladimir,Viego,293,171,58.36
Renekton,Lillia,112,68,60.71
Wukong,Kayn,12,4,33.33
Camille,Kindred,61,30,49.18
Volibear,Rengar,41,8,19.51
Shen,Qiyana,83,55,66.27
Dr. Mundo,Belveth,60,32,53.33
Irelia,Viego,247,123,49.8
Nocturne,Maokai,6,0,0.0
Gwen,Skarner,28,22,78.57
Lee Sin,Vi,18,12,66.67
Nasus,Xin Zhao,53,25,47.17
Nocturne,Pantheon,23,18,78.26
Sion,Xin Zhao,248,125,50.4
Ornn,Viego,352,166,47.16
Gragas,Vi,172,84,48.84
Anivia,Jarvan IV,15,8,53.33
Gragas,Reksai,52,28,53.85
KSante,Chogath,9,9,100.0
Sejuani,Zed,9,4,44.44
Olaf,Trundle,35,16,45.71
Garen,Chogath,10,0,0.0
Vayne,Nunu & Willump,29,23,79.31
Jayce,Viego,545,244,44.77
Neeko,Pantheon,31,23,74.19
Tryndamere,Diana,65,39,60.0
Jax,Wukong,263,128,48.67
Ivern,Pantheon,9,8,88.89
Urgot,Fiddlesticks,62,40,64.52
Yone,Nidalee,56,18,32.14
Viktor,Pantheon,22,7,31.82
Jayce,Kindred,157,74,47.13
Shen,Belveth,87,61,70.11
Gwen,Teemo,14,0,0.0
Swain,Shaco,8,0,0.0
Gwen,Trundle,257,142,55.25
Aatrox,KhaZix,132,66,50.0
Renekton,Xin Zhao,203,124,61.08
Karma,Xin Zhao,34,26,76.47
Smolder,Trundle,35,13,37.14
Kennen,Ambessa,27,12,44.44
Cassiopeia,Ekko,11,4,36.36
Ambessa,Elise,153,80,52.29
Kayle,Trundle,59,44,74.58
Volibear,Jarvan IV,90,62,68.89
Sion,Poppy,59,17,28.81
Wukong,Vi,31,14,45.16
Ryze,Ekko,28,17,60.71
Dr. Mundo,Lee Sin,253,130,51.38
Sion,Diana,86,34,39.53
KSante,Xin Zhao,197,98,49.75
Kayle,Belveth,36,15,41.67
Sett,Skarner,14,0,0.0
Yorick,Briar,23,12,52.17
Fiora,Karthus,81,37,45.68
Swain,Elise,19,15,78.95
Jax,Zyra,32,22,68.75
Vladimir,Lee Sin,220,99,45.0
Yorick,Elise,70,42,60.0
Gwen,Poppy,107,52,48.6
Gwen,Fiddlesticks,29,26,89.66
Kennen,Belveth,25,18,72.0
Fiora,Jarvan IV,280,148,52.86
Kennen,Kayn,87,49,56.32
Gwen,Naafiri,210,124,59.05
Darius,Ambessa,27,15,55.56
Jayce,Hecarim,170,73,42.94
Sion,Taliyah,59,24,40.68
Fiora,Wukong,175,80,45.71
Gragas,Ambessa,42,34,80.95
Galio,Lee Sin,39,26,66.67
KSante,Viego,462,198,42.86
Irelia,Shyvana,28,17,60.71
Irelia,Ambessa,18,4,22.22
Vladimir,Qiyana,54,22,40.74
Shaco,Jarvan IV,11,2,18.18
Yone,Hecarim,78,38,48.72
Sion,Udyr,91,55,60.44
Varus,Vi,42,15,35.71
Camille,Trundle,99,62,62.63
Kled,Kayn,84,44,52.38
Vladimir,Xin Zhao,179,96,53.63
Mordekaiser,Diana,34,16,47.06
Sylas,Elise,11,1,9.09
Quinn,Poppy,16,14,87.5
Caitlyn,Elise,8,0,0.0
Lux,Hecarim,2,0,0.0
Ornn,Fiddlesticks,29,15,51.72
Jax,Kindred,213,141,66.2
Kennen,Briar,31,10,32.26
Aurora,Qiyana,23,23,100.0
Kayle,Ekko,55,18,32.73
Renekton,Karthus,140,59,42.14
Renekton,Udyr,186,98,52.69
Gnar,Ekko,117,38,32.48
KSante,Zyra,22,12,54.55
Gangplank,Taliyah,22,9,40.91
Gangplank,Wukong,148,84,56.76
Gangplank,Pantheon,239,115,48.12
Rumble,Poppy,87,50,57.47
Ambessa,Poppy,123,68,55.28
Aatrox,Sejuani,70,34,48.57
KSante,Ambessa,46,16,34.78
Volibear,Kayn,80,45,56.25
Sivir,Nunu & Willump,4,0,0.0
Yorick,Reksai,16,12,75.0
Yone,Rammus,16,13,81.25
Dr. Mundo,Gwen,60,26,43.33
Aatrox,Viego,566,287,50.71
Ryze,Nocturne,29,16,55.17
Wukong,Pantheon,66,15,22.73
Ornn,Xin Zhao,146,74,50.68
Riven,Evelynn,36,17,47.22
Heimerdinger,Shaco,20,8,40.0
Teemo,Rengar,68,42,61.76
Sett,Wukong,77,42,54.55
Gnar,Trundle,74,43,58.11
Shen,Master Yi,114,54,47.37
Sejuani,Nocturne,2,0,0.0
Dr. Mundo,Evelynn,33,23,69.7
Singed,Xin Zhao,112,41,36.61
Sejuani,Dr. Mundo,3,3,100.0
Heimerdinger,Volibear,22,10,45.45
Vladimir,Udyr,58,19,32.76
Jayce,Rammus,59,39,66.1
Yorick,Taliyah,30,9,30.0
Gangplank,Kindred,106,66,62.26
Kayle,Graves,43,14,32.56
Sett,Pantheon,158,71,44.94
Gragas,Zed,279,109,39.07
Ambessa,Taliyah,79,30,37.97
Aatrox,Skarner,76,36,47.37
Shen,Poppy,52,17,32.69
Sion,Evelynn,42,17,40.48
Neeko,Maokai,2,0,0.0
Yorick,Qiyana,56,40,71.43
Yorick,Belveth,44,26,59.09
Poppy,Ambessa,14,10,71.43
Volibear,Gragas,15,2,13.33
Galio,Belveth,26,18,69.23
Volibear,Reksai,11,10,90.91
Fiora,Fiddlesticks,75,51,68.0
Wukong,Ekko,17,11,64.71
Sion,Jarvan IV,253,134,52.96
Singed,Nunu & Willump,29,14,48.28
Ryze,Gwen,15,6,40.0
Aurora,Hecarim,47,18,38.3
Singed,Briar,30,16,53.33
Aatrox,Trundle,236,100,42.37
Jarvan IV,Qiyana,6,0,0.0
Wukong,Lee Sin,57,14,24.56
Gragas,Qiyana,104,51,49.04
Anivia,Zed,21,16,76.19
Darius,Elise,63,30,47.62
Jayce,Elise,142,50,35.21
Udyr,Talon,32,18,56.25
Warwick,Shaco,25,10,40.0
Aurora,Nunu & Willump,31,10,32.26
Gwen,Rammus,26,13,50.0
Urgot,Lee Sin,162,76,46.91
Gangplank,Vi,181,119,65.75
Akali,Udyr,36,14,38.89
Aatrox,Qiyana,90,59,65.56
Singed,Viego,241,129,53.53
Gnar,Viego,212,112,52.83
Shen,Lee Sin,242,120,49.59
Aatrox,Sylas,27,14,51.85
Gnar,Shaco,38,17,44.74
Gangplank,Ekko,162,83,51.23
Nasus,Ekko,69,39,56.52
Kennen,Hecarim,66,26,39.39
Darius,Lee Sin,240,111,46.25
Urgot,Lillia,92,35,38.04
Dr. Mundo,Ekko,129,62,48.06
Kled,Skarner,16,7,43.75
Kled,Ekko,117,81,69.23
Gangplank,Fiddlesticks,44,18,40.91
Camille,Amumu,18,13,72.22
Teemo,Hecarim,78,16,20.51
Hwei,Jarvan IV,7,7,100.0
Fiora,Nocturne,152,63,41.45
Camille,Graves,61,34,55.74
Gwen,Ekko,101,39,38.61
Fiddlesticks,Vi,8,2,25.0
Nocturne,Dr. Mundo,8,2,25.0
Azir,Jarvan IV,71,42,59.15
Riven,Amumu,13,11,84.62
Yasuo,Jarvan IV,129,65,50.39
Camille,Ekko,136,84,61.76
Kennen,KhaZix,67,31,46.27
Camille,Wukong,100,48,48.0
Yorick,Wukong,112,50,44.64
Sett,Nunu & Willump,57,30,52.63
Yorick,Shaco,85,48,56.47
Kennen,Xin Zhao,92,47,51.09
Caitlyn,Jarvan IV,16,3,18.75
Maokai,Jarvan IV,16,15,93.75
Olaf,Volibear,27,6,22.22
Azir,Wukong,41,25,60.98
Volibear,Ekko,56,13,23.21
Renekton,Sejuani,42,18,42.86
Wukong,Nidalee,16,13,81.25
Gnar,Rammus,30,14,46.67
Aurora,Poppy,62,22,35.48
Rumble,Ekko,32,24,75.0
Yorick,Udyr,90,39,43.33
Vayne,Ekko,43,21,48.84
Poppy,Viego,98,58,59.18
Renekton,Volibear,155,75,48.39
Riven,Wukong,144,62,43.06
Quinn,Fiddlesticks,22,12,54.55
Aatrox,Draven,4,0,0.0
Viego,Jarvan IV,19,13,68.42
Wukong,Qiyana,11,0,0.0
Yasuo,Zed,130,50,38.46
Yasuo,Elise,48,26,54.17
Galio,Qiyana,8,8,100.0
Lucian,Qiyana,2,2,100.0
Ambessa,Karthus,196,110,56.12
Aurora,Graves,38,20,52.63
Darius,Jarvan IV,185,71,38.38
Kled,Volibear,55,33,60.0
Fiora,Ivern,101,64,63.37
Aatrox,Kayn,188,67,35.64
Akshan,Hecarim,11,0,0.0
Kayn,Vi,5,5,100.0
Camille,Qiyana,26,13,50.0
Teemo,KhaZix,57,19,33.33
Teemo,Qiyana,28,12,42.86
Ambessa,Evelynn,64,31,48.44
Jayce,Volibear,171,88,51.46
Ryze,Volibear,24,11,45.83
Heimerdinger,Qiyana,11,9,81.82
Nautilus,Nidalee,6,2,33.33
Gangplank,Shaco,44,10,22.73
Quinn,Qiyana,17,13,76.47
Azir,Kindred,41,21,51.22
Vladimir,Zyra,9,8,88.89
Volibear,Viego,159,47,29.56
Quinn,Lee Sin,78,52,66.67
Volibear,Diana,45,20,44.44
Sett,Maokai,15,15,100.0
Irelia,Mordekaiser,20,12,60.0
Neeko,Gwen,19,9,47.37
Wukong,Sylas,6,0,0.0
Ornn,Gwen,44,19,43.18
Kayle,Udyr,25,8,32.0
Olaf,Gwen,18,14,77.78
Fiora,Master Yi,124,46,37.1
Quinn,Zed,58,24,41.38
Trundle,Viego,49,22,44.9
Fiora,Hecarim,116,42,36.21
Yasuo,Nunu & Willump,43,22,51.16
Tryndamere,Fiddlesticks,22,10,45.45
Irelia,Nocturne,111,54,48.65
Aurora,Volibear,94,33,35.11
Camille,Chogath,6,0,0.0
Riven,Chogath,8,8,100.0
Dr. Mundo,Shyvana,21,7,33.33
Riven,Skarner,56,34,60.71
Ornn,Master Yi,65,32,49.23
Riven,Zac,65,33,50.77
Poppy,Zed,85,36,42.35
Gragas,Rengar,110,66,60.0
Azir,Master Yi,21,14,66.67
Sylas,Kayn,32,14,43.75
Rumble,Volibear,57,28,49.12
Riven,KhaZix,143,65,45.45
Ornn,KhaZix,91,47,51.65
Singed,Naafiri,60,37,61.67
Hwei,Ambessa,10,0,0.0
Fiora,Chogath,11,9,81.82
Gnar,Jax,41,34,82.93
Quinn,KSante,5,0,0.0
Kayle,Pantheon,105,41,39.05
KSante,Gwen,90,28,31.11
Cassiopeia,Nidalee,13,9,69.23
Chogath,Vi,60,32,53.33
Yone,Volibear,92,41,44.57
Neeko,Vi,11,5,45.45
Fiora,Dr. Mundo,75,48,64.0
Shaco,Udyr,8,4,50.0
Jax,Ambessa,53,40,75.47
Camille,Gragas,22,15,68.18
Sejuani,KhaZix,5,0,0.0
Urgot,Kayn,127,66,51.97
Jax,Kayn,231,134,58.01
Nidalee,Lee Sin,48,26,54.17
Udyr,Shaco,11,3,27.27
Ambessa,Ivern,219,130,59.36
Tryndamere,Talon,64,26,40.62
Lee Sin,Jarvan IV,19,11,57.89
Dr. Mundo,Zed,130,57,43.85
Renekton,Talon,188,102,54.26
Aatrox,Zed,294,139,47.28
Tristana,Lee Sin,5,0,0.0
Kled,Maokai,3,0,0.0
Ambessa,Jax,134,64,47.76
Wukong,Volibear,16,6,37.5
Ambessa,Olaf,72,39,54.17
Chogath,Volibear,51,34,66.67
Kled,Poppy,18,10,55.56
Tristana,Nidalee,15,3,20.0
Akali,Poppy,18,16,88.89
Vayne,Viego,66,30,45.45
Lucian,Nidalee,7,7,100.0
Fiora,Vi,146,92,63.01
Riven,Karthus,78,43,55.13
Urgot,Karthus,54,24,44.44
Yone,Brand,2,2,100.0
Lissandra,Lee Sin,13,5,38.46
Akshan,Karthus,16,3,18.75
Zac,Wukong,41,18,43.9
Heimerdinger,Xin Zhao,59,28,47.46
Corki,Jarvan IV,26,10,38.46
Chogath,Shyvana,13,2,15.38
Rumble,Jayce,10,10,100.0
Yorick,Mordekaiser,11,2,18.18
Sion,Gwen,44,26,59.09
Vayne,Zac,40,23,57.5
Malphite,Jarvan IV,101,38,37.62
Urgot,Maokai,16,13,81.25
Kled,Qiyana,20,6,30.0
Gnar,Chogath,10,0,0.0
Yorick,Nidalee,123,57,46.34
Azir,KhaZix,50,21,42.0
Aurora,Skarner,26,10,38.46
Garen,Wukong,60,35,58.33
Gragas,Wukong,162,63,38.89
Swain,Sejuani,8,0,0.0
Ivern,Lee Sin,14,10,71.43
Kled,Karthus,58,18,31.03
Jax,Zed,383,186,48.56
Wukong,Rengar,19,10,52.63
Ornn,Pantheon,207,100,48.31
Camille,Udyr,76,23,30.26
Renekton,Wukong,138,82,59.42
Shen,Evelynn,34,11,32.35
Jax,Tryndamere,5,0,0.0
Gwen,Jax,40,11,27.5
Renekton,Taliyah,55,25,45.45
Jax,Poppy,130,79,60.77
Viego,Nidalee,7,0,0.0
Renekton,Kayn,160,66,41.25
Gwen,Briar,45,31,68.89
Rengar,Volibear,13,9,69.23
Sett,Zed,101,62,61.39
Gwen,Talon,233,89,38.2
Lee Sin,Jax,5,0,0.0
Kled,Xin Zhao,85,43,50.59
Warwick,Ivern,34,19,55.88
Rumble,Rengar,56,22,39.29
Vladimir,Wukong,130,47,36.15
Pantheon,Dr. Mundo,15,9,60.0
Smolder,Ivern,2,1,50.0
Gragas,Ivern,47,28,59.57
Malphite,Naafiri,50,25,50.0
Rumble,Nocturne,94,28,29.79
Aurora,Xin Zhao,167,91,54.49
Camille,Fiddlesticks,43,21,48.84
Chogath,Xin Zhao,105,52,49.52
Yorick,KhaZix,84,27,32.14
Mordekaiser,Reksai,16,4,25.0
Chogath,Talon,113,43,38.05
Mordekaiser,Lee Sin,119,46,38.66
Riven,Lillia,100,46,46.0
Poppy,Kindred,30,14,46.67
Ivern,Fiddlesticks,8,6,75.0
Vladimir,Kayn,84,32,38.1
Vladimir,Ambessa,17,6,35.29
Gragas,Nidalee,69,39,56.52
Nasus,Viego,92,42,45.65
Volibear,Naafiri,29,17,58.62
Sion,Skarner,24,10,41.67
Malphite,Ekko,52,31,59.62
Shen,Naafiri,133,64,48.12
Fiora,Jax,31,20,64.52
Heimerdinger,Kayn,20,9,45.0
Teemo,Viego,205,84,40.98
Akali,Vi,56,25,44.64
Yorick,Kindred,85,24,28.24
Yasuo,Shaco,40,15,37.5
Vladimir,Talon,128,64,50.0
Kled,Dr. Mundo,33,17,51.52
Renekton,Vi,251,117,46.61
Azir,Talon,38,21,55.26
Rumble,Diana,21,4,19.05
Galio,Poppy,12,5,41.67
Yorick,Karthus,63,29,46.03
Yone,Zac,51,28,54.9
Kled,Reksai,17,9,52.94
Jax,Diana,100,54,54.0
Yone,Talon,103,53,51.46
Ryze,Qiyana,24,14,58.33
Shen,Talon,163,106,65.03
Yasuo,Talon,47,25,53.19
Nocturne,Trundle,17,3,17.65
Gwen,Kayn,189,98,51.85
Jayce,Rengar,101,56,55.45
Kled,Nocturne,37,18,48.65
Nidalee,Teemo,5,0,0.0
Sion,Lillia,95,53,55.79
Sett,Viego,221,118,53.39
Lissandra,Jarvan IV,9,8,88.89
Darius,Rengar,52,30,57.69
Kennen,Graves,75,47,62.67
Sion,Zed,213,85,39.91
Shen,Graves,91,51,56.04
Rengar,Pantheon,23,12,52.17
Kled,Ivern,45,21,46.67
Shen,Ambessa,22,7,31.82
Camille,Rammus,21,5,23.81
Zoe,Kindred,4,4,100.0
Ryze,Nidalee,16,5,31.25
Yasuo,Kayn,60,27,45.0
Garen,Udyr,34,21,61.76
Irelia,Fiddlesticks,54,28,51.85
Garen,Hecarim,37,8,21.62
Shen,Karthus,41,16,39.02
Yone,Ivern,29,20,68.97
Kayn,Udyr,3,0,0.0
Kled,Rengar,52,30,57.69
Heimerdinger,Master Yi,16,10,62.5
Sion,Fiddlesticks,68,36,52.94
KSante,Zac,65,21,32.31
Ornn,Graves,69,36,52.17
Mordekaiser,KhaZix,73,40,54.79
Yone,Viego,179,72,40.22
Poppy,Ekko,67,38,56.72
Aurora,Zed,192,107,55.73
Varus,Nocturne,10,1,10.0
Nasus,Gwen,39,23,58.97
Maokai,Corki,8,0,0.0
Swain,Xin Zhao,15,12,80.0
Darius,Karthus,38,20,52.63
Gragas,Fiddlesticks,32,19,59.38
Smolder,Pantheon,46,10,21.74
Galio,Viego,63,43,68.25
Sett,Vi,69,41,59.42
Vayne,Zyra,10,5,50.0
Taliyah,Jarvan IV,14,2,14.29
Yone,Naafiri,57,14,24.56
Irelia,Volibear,142,88,61.97
Illaoi,Xin Zhao,32,16,50.0
Kled,Lee Sin,105,69,65.71
Quinn,Kindred,29,11,37.93
Riven,Kayn,226,118,52.21
Kennen,Volibear,77,39,50.65
Darius,Zyra,11,4,36.36
Illaoi,Kayn,23,12,52.17
Quinn,Volibear,56,33,58.93
Kennen,Viego,242,154,63.64
Yorick,Hecarim,94,44,46.81
Udyr,Trundle,22,12,54.55
Galio,Jarvan IV,37,29,78.38
Warwick,Jarvan IV,72,45,62.5
Aatrox,Diana,155,70,45.16
Mordekaiser,Talon,70,37,52.86
Soraka,Jarvan IV,7,7,100.0
Jax,Shaco,45,25,55.56
Reksai,Pantheon,17,3,17.65
Irelia,Lee Sin,251,107,42.63
Renekton,Naafiri,195,104,53.33
Aurora,Kindred,79,46,58.23
Akali,Volibear,58,33,56.9
Corki,Nunu & Willump,7,1,14.29
Gangplank,Dr. Mundo,53,21,39.62
Garen,Ambessa,14,11,78.57
Sett,Jax,18,11,61.11
Twisted Fate,Kindred,6,3,50.0
Urgot,Ambessa,22,9,40.91
Warwick,Gwen,27,21,77.78
Rengar,Ambessa,8,5,62.5
Yasuo,Volibear,68,44,64.71
Poppy,Lee Sin,102,60,58.82
Aatrox,Naafiri,201,83,41.29
Nasus,Jax,5,4,80.0
Olaf,Viego,100,54,54.0
Vladimir,Volibear,83,44,53.01
Draven,Jarvan IV,19,15,78.95
Aatrox,Brand,16,9,56.25
Jayce,Jax,73,44,60.27
Illaoi,Wukong,29,15,51.72
Fiora,Shaco,66,31,46.97
Nidalee,Rammus,8,3,37.5
Ambessa,Dr. Mundo,233,121,51.93
Urgot,Trundle,72,32,44.44
Olaf,Ekko,44,27,61.36
Camille,Poppy,34,28,82.35
KSante,Talon,157,77,49.04
Jayce,Shaco,111,54,48.65
Aurora,Kayn,57,31,54.39
Kayle,Volibear,72,22,30.56
Ornn,Zyra,13,8,61.54
Camille,Xin Zhao,148,73,49.32
Lissandra,Volibear,4,1,25.0
Ornn,Shaco,34,12,35.29
Vayne,Belveth,22,19,86.36
Shen,Ekko,191,118,61.78
Urgot,Talon,76,37,48.68
Yone,Nocturne,66,19,28.79
Nasus,Talon,57,26,45.61
Gwen,Hecarim,143,56,39.16
Rumble,Maokai,14,9,64.29
Jax,Neeko,9,8,88.89
Ambessa,Maokai,11,7,63.64
KSante,Shaco,68,40,58.82
Yorick,Singed,5,0,0.0
KSante,KhaZix,121,46,38.02
KSante,Trundle,127,62,48.82
Ahri,Xin Zhao,6,4,66.67
Poppy,Udyr,33,12,36.36
Swain,Lee Sin,38,21,55.26
Gangplank,Nocturne,116,40,34.48
Garen,Nocturne,62,28,45.16
Gnar,Hecarim,101,48,47.52
Camille,Elise,41,16,39.02
Darius,Ivern,36,22,61.11
Quinn,Viego,92,38,41.3
Gragas,Kindred,141,83,58.87
Irelia,Nidalee,105,57,54.29
Rumble,Fiddlesticks,16,1,6.25
Yasuo,Poppy,39,28,71.79
Camille,Viego,283,136,48.06
Fiora,Poppy,53,35,66.04
Garen,Ivern,34,20,58.82
Riven,Shen,8,4,50.0
Volibear,Fiddlesticks,27,9,33.33
Jayce,Naafiri,151,74,49.01
Sion,Ivern,79,48,60.76
Dr. Mundo,Taliyah,22,6,27.27
Fiddlesticks,Volibear,10,3,30.0
Yasuo,Wukong,97,34,35.05
Urgot,Poppy,30,24,80.0
Wukong,Jarvan IV,63,26,41.27
Vladimir,Gwen,25,17,68.0
Gragas,Talon,159,68,42.77
Vladimir,Dr. Mundo,37,11,29.73
Illaoi,Lee Sin,25,12,48.0
Wukong,Hecarim,11,5,45.45
Azir,Lee Sin,70,29,41.43
Twisted Fate,Viego,30,7,23.33
Garen,Jarvan IV,85,51,60.0
Gnar,Karthus,51,11,21.57
Lux,Kindred,1,1,100.0
Sion,Corki,14,4,28.57
Yone,Rengar,65,43,66.15
Jayce,Dr. Mundo,118,53,44.92
Gangplank,Karthus,58,19,32.76
Ryze,Viego,143,81,56.64
KSante,Wukong,144,78,54.17
Nocturne,Fiddlesticks,7,4,57.14
Heimerdinger,Viego,37,19,51.35
Aurora,Fiddlesticks,16,10,62.5
Karma,Jarvan IV,17,3,17.65
Swain,Corki,7,7,100.0
Lissandra,Pantheon,4,4,100.0
Gangplank,Nunu & Willump,45,19,42.22
Yunara,Nocturne,11,6,54.55
Yunara,Viego,33,18,54.55
Gwen,Ivern,108,55,50.93
Darius,Poppy,35,13,37.14
Zoe,Viego,12,10,83.33
Urgot,Rengar,81,38,46.91
Swain,Hecarim,15,0,0.0
Sylas,Lee Sin,72,39,54.17
Fiora,Zac,82,62,75.61
Tryndamere,Viego,164,79,48.17
Ornn,Poppy,28,24,85.71
Kennen,Skarner,28,10,35.71
Karma,Trundle,20,20,100.0
Ornn,Ambessa,13,12,92.31
Gangplank,Ambessa,21,15,71.43
Shen,Kayn,162,68,41.98
Gragas,Dr. Mundo,74,38,51.35
Ambessa,Sejuani,95,45,47.37
Kled,Hecarim,76,44,57.89
Ahri,Ambessa,6,6,100.0
Fiora,Rengar,76,39,51.32
Malphite,Shaco,35,10,28.57
Akali,Xin Zhao,80,32,40.0
Sylas,Nocturne,13,11,84.62
Gragas,Kayn,151,77,50.99
Fiora,Rumble,8,2,25.0
Jax,Gragas,31,24,77.42
Nasus,Jarvan IV,64,21,32.81
Yone,KhaZix,61,27,44.26
Poppy,Nunu & Willump,23,5,21.74
Fiora,KhaZix,126,62,49.21
Yasuo,Ekko,95,47,49.47
Yone,Zed,99,55,55.56
Gragas,Hecarim,152,76,50.0
Reksai,Zed,9,6,66.67
Jax,Elise,160,89,55.62
Shen,Nocturne,110,50,45.45
Yorick,Zyra,34,10,29.41
Urgot,Nocturne,85,49,57.65
Yone,Fiddlesticks,45,32,71.11
Jax,Rengar,149,104,69.8
Darius,Pantheon,235,106,45.11
Rumble,KhaZix,89,28,31.46
Aatrox,Briar,37,19,51.35
Urgot,KhaZix,62,31,50.0
Urgot,Zyra,11,5,45.45
Irelia,Master Yi,62,15,24.19
Mordekaiser,Lillia,21,17,80.95
Shen,Gwen,64,27,42.19
Teemo,Nunu & Willump,37,21,56.76
Jayce,Skarner,36,26,72.22
Camille,Hecarim,90,40,44.44
Azir,Hecarim,31,23,74.19
Camille,Zac,51,33,64.71
Akshan,Nocturne,15,9,60.0
Chogath,Poppy,13,7,53.85
Yunara,Lee Sin,16,4,25.0
Kennen,Poppy,27,18,66.67
Swain,Zed,29,19,65.52
Irelia,Wukong,101,42,41.58
Poppy,Xin Zhao,55,36,65.45
Fiora,Rammus,37,16,43.24
Azir,Nocturne,19,12,63.16
Singed,Talon,76,43,56.58
Heimerdinger,Jax,12,4,33.33
Viego,Gwen,7,1,14.29
Caitlyn,Zed,4,1,25.0
Jayce,Diana,140,64,45.71
Rengar,Briar,3,3,100.0
Anivia,Udyr,13,12,92.31
Sion,Talon,118,75,63.56
Maokai,Ambessa,1,0,0.0
Jayce,Briar,30,9,30.0
Gangplank,Jax,41,32,78.05
Ornn,Talon,141,77,54.61
Kennen,Lillia,18,4,22.22
Wukong,Gwen,11,4,36.36
Vayne,Graves,13,6,46.15
Darius,Nunu & Willump,33,18,54.55
Vayne,Trundle,23,7,30.43
Warwick,Nunu & Willump,30,20,66.67
Volibear,KhaZix,54,19,35.19
Irelia,Zyra,29,16,55.17
Nidalee,Graves,5,2,40.0
Gnar,KhaZix,76,29,38.16
Volibear,Trundle,23,13,56.52
Teemo,Ivern,45,29,64.44
Sion,Kayn,145,67,46.21
Lee Sin,Wukong,15,5,33.33
Kled,Amumu,3,1,33.33
Gangplank,Kayn,115,63,54.78
Aatrox,Kindred,169,80,47.34
Volibear,Sejuani,11,5,45.45
Akali,Lee Sin,95,36,37.89
Gnar,Poppy,18,13,72.22
Gangplank,Nidalee,148,71,47.97
Teemo,Karthus,24,12,50.0
Quinn,Diana,31,13,41.94
Gnar,Reksai,23,16,69.57
KSante,Evelynn,52,20,38.46
Aurora,Nocturne,78,48,61.54
Sylas,Pantheon,74,33,44.59
Rumble,Gragas,14,10,71.43
Varus,KhaZix,21,9,42.86
Nidalee,Elise,10,2,20.0
Azir,Gwen,18,10,55.56
Poppy,Lillia,18,11,61.11
Nocturne,Vi,9,9,100.0
Urgot,Amumu,8,0,0.0
Pantheon,Talon,63,36,57.14
Galio,Diana,13,10,76.92
