champion1,champion2,champion3,games,wins,win_rate
Nunu & Willump,Riven,Lux,3,0,0.0
Zed,Renekton,Ahri,12,8,66.67
Master Yi,Gnar,Azir,4,0,0.0
Nidalee,Yasuo,Gragas,3,0,0.0
Master Yi,Chogath,KSante,3,3,100.0
Talon,Akali,Irelia,3,1,33.33
Lee Sin,Renekton,Annie,6,3,50.0
Jarvan IV,Gangplank,Sylas,10,10,100.0
Kindred,Olaf,Katarina,2,0,0.0
Evelynn,Ahri,Yone,2,0,0.0
Kindred,Renekton,Akali,4,4,100.0
Wukong,Gangplank,Annie,5,5,100.0
Kayn,Aatrox,Gragas,4,4,100.0
Belveth,Camille,Azir,4,2,50.0
Elise,Renekton,Brand,2,0,0.0
Rammus,Yasuo,Twisted Fate,1,1,100.0
Shaco,Teemo,Talon,1,0,0.0
Zyra,Yorick,Corki,2,2,100.0
Dr. Mundo,Irelia,Jayce,2,0,0.0
Volibear,Nasus,Anivia,3,0,0.0
Jax,Yorick,Akshan,5,5,100.0
Naafiri,Ambessa,Mel,6,0,0.0
Nocturne,Yone,Sylas,9,2,22.22
Ekko,Aatrox,Irelia,20,4,20.0
Belveth,Yasuo,Anivia,2,0,0.0
Rengar,Ornn,Anivia,5,2,40.0
Ekko,Fiora,Viktor,5,4,80.0
Lee Sin,Akali,Annie,7,2,28.57
Naafiri,Cassiopeia,Aurora,2,2,100.0
Kindred,Aatrox,Aurora,4,4,100.0
Viego,Zac,Taliyah,4,0,0.0
Kayn,Teemo,Zed,3,3,100.0
Hecarim,Aatrox,Diana,3,0,0.0
Zed,Riven,Vladimir,10,2,20.0
Kayn,Teemo,Ryze,3,3,100.0
Sejuani,Renekton,Hwei,5,5,100.0
Briar,Camille,Katarina,1,0,0.0
Hecarim,Jayce,Katarina,2,1,50.0
Ekko,Morgana,Talon,1,0,0.0
Pantheon,Rengar,Ekko,1,1,100.0
Viego,Zilean,Viktor,1,0,0.0
Hecarim,Singed,Sylas,8,0,0.0
Xin Zhao,Aurora,Akshan,5,3,60.0
Zed,Kayle,Galio,3,1,33.33
Wukong,Jayce,Mel,7,3,42.86
Vi,Syndra,Ahri,3,3,100.0
Wukong,KogMaw,Viktor,2,2,100.0
Jax,Gwen,Karma,1,0,0.0
Lee Sin,Kled,Annie,2,2,100.0
Xin Zhao,Akali,Taliyah,5,5,100.0
Wukong,Zac,Ezreal,5,0,0.0
Lee Sin,Warwick,Tristana,2,2,100.0
Xin Zhao,Singed,Hwei,3,1,33.33
Talon,Malphite,Lux,3,0,0.0
Zeri,Warwick,Annie,4,0,0.0
Zed,Gnar,Vladimir,4,4,100.0
Udyr,Aurelion Sol,Yone,5,0,0.0
Wukong,Teemo,Ryze,5,5,100.0
Qiyana,Riven,Akali,2,0,0.0
Gragas,Riven,Ahri,2,1,50.0
Pantheon,Jax,Gangplank,1,1,100.0
Sejuani,Yorick,Ahri,1,0,0.0
Ekko,Katarina,Yone,3,0,0.0
Lee Sin,Anivia,Ahri,2,0,0.0
Pantheon,Shen,Zoe,8,2,25.0
Talon,Riven,Mel,10,10,100.0
Lillia,Kled,Ezreal,4,0,0.0
Vi,Shen,Twisted Fate,6,0,0.0
Nocturne,Irelia,Lux,4,4,100.0
Ivern,Warwick,Taliyah,2,2,100.0
Rengar,Jayce,Aurora,7,0,0.0
Viego,Xerath,Riven,2,2,100.0
Pantheon,Aurora,Qiyana,2,0,0.0
Xin Zhao,Tryndamere,Taliyah,2,0,0.0
Naafiri,Shen,Xerath,2,2,100.0
Rammus,Ambessa,Mel,4,4,100.0
Morgana,Renekton,Samira,4,0,0.0
Rammus,Ambessa,Taliyah,4,2,50.0
Lillia,Jayce,Galio,1,1,100.0
Udyr,Singed,Corki,1,0,0.0
Ekko,Vi,Katarina,2,2,100.0
Vi,Lee Sin,Katarina,4,4,100.0
Rengar,Teemo,Azir,2,2,100.0
Wukong,Zac,Yasuo,2,0,0.0
Viego,Irelia,Udyr,1,0,0.0
Skarner,Swain,Katarina,3,3,100.0
Pantheon,Yorick,Ambessa,2,2,100.0
Evelynn,Yasuo,Zed,2,0,0.0
Vi,Rumble,Ahri,17,5,29.41
Pantheon,Yorick,Syndra,11,5,45.45
Nunu & Willump,Nidalee,Aurora,3,3,100.0
Kindred,Tahm Kench,Talon,1,1,100.0
Rengar,Smolder,Azir,1,0,0.0
Gwen,Malphite,Mordekaiser,2,2,100.0
Olaf,Tryndamere,Sylas,2,0,0.0
Vi,Mordekaiser,Ekko,1,0,0.0
Nocturne,Gwen,Mel,6,0,0.0
Xin Zhao,Akali,Ahri,5,2,40.0
Master Yi,Aurora,Pantheon,3,3,100.0
Jarvan IV,Gangplank,KogMaw,3,0,0.0
Zed,Gwen,Yone,19,16,84.21
Nocturne,Garen,Annie,4,4,100.0
Vi,Gragas,Hwei,5,0,0.0
Jarvan IV,Garen,Kassadin,3,3,100.0
Ekko,Jax,Talon,6,2,33.33
Udyr,Aatrox,Corki,2,0,0.0
Vi,Rumble,Kayle,2,2,100.0
Diana,Gangplank,Talon,2,0,0.0
Pantheon,Renekton,Kayle,3,0,0.0
Ivern,Ambessa,Azir,20,16,80.0
Nunu & Willump,Gangplank,Irelia,2,2,100.0
Wukong,Gangplank,Kayle,6,2,33.33
Kayn,Vladimir,Yasuo,5,2,40.0
Mordekaiser,Darius,Katarina,1,0,0.0
Nocturne,Shen,Teemo,6,0,0.0
Kindred,Gangplank,Lulu,5,5,100.0
Shaco,Gragas,Ambessa,4,4,100.0
Lillia,Gangplank,Yasuo,4,0,0.0
Udyr,Zac,Corki,6,0,0.0
Talon,Aatrox,Hwei,17,10,58.82
Graves,Akali,Viktor,2,2,100.0
Vi,Sion,Teemo,1,0,0.0
Xin Zhao,Gwen,Taliyah,9,0,0.0
KhaZix,Aatrox,Kaisa,5,5,100.0
Hecarim,Gragas,LeBlanc,4,2,50.0
Xin Zhao,Jayce,Karthus,2,0,0.0
Lillia,Kayle,Tristana,1,1,100.0
Fiddlesticks,Renekton,Vladimir,2,2,100.0
Qiyana,Aatrox,Ryze,5,4,80.0
Poppy,Riven,Katarina,1,0,0.0
Wukong,Chogath,Taliyah,2,2,100.0
Ekko,Yasuo,Azir,6,3,50.0
Lillia,Jayce,Lux,2,0,0.0
Xin Zhao,Lulu,Azir,2,2,100.0
Naafiri,Darius,Xerath,4,2,50.0
Trundle,Gwen,Malzahar,2,0,0.0
Zed,Yone,Fizz,1,0,0.0
Gragas,Twisted Fate,Akshan,1,1,100.0
Pantheon,Nidalee,Azir,3,0,0.0
Diana,Jayce,Singed,5,1,20.0
Vi,Jayce,Zoe,8,7,87.5
Talon,Camille,Hwei,1,1,100.0
Lee Sin,Sett,Lux,7,4,57.14
Udyr,Renekton,Tristana,1,1,100.0
Lillia,Jax,Yasuo,7,6,85.71
Viego,Aatrox,Gragas,8,0,0.0
Udyr,Ryze,Zed,2,2,100.0
Xin Zhao,Riven,Yasuo,1,1,100.0
Viego,Gragas,Rengar,1,0,0.0
Wukong,KSante,Annie,3,1,33.33
Ivern,Lee Sin,Ryze,3,3,100.0
Rammus,Gnar,Viktor,3,0,0.0
Udyr,Poppy,Lux,2,2,100.0
Kindred,Gnar,Azir,2,0,0.0
Lee Sin,Smolder,Akali,2,1,50.0
Nocturne,Gragas,Zed,5,4,80.0
Naafiri,Gwen,Katarina,1,0,0.0
Zed,Poppy,Zoe,2,2,100.0
Qiyana,Chogath,Xerath,2,0,0.0
Kayn,Pantheon,Ryze,13,4,30.77
Hecarim,Anivia,Akshan,9,9,100.0
Jax,Rumble,Rakan,10,0,0.0
Kayn,Twisted Fate,Sylas,10,10,100.0
Ekko,Pantheon,Annie,6,5,83.33
Master Yi,Garen,Sylas,9,0,0.0
Naafiri,Jayce,Yone,2,2,100.0
Kindred,Olaf,Ahri,2,0,0.0
Ekko,Gragas,Corki,5,0,0.0
Volibear,Irelia,Hwei,6,0,0.0
Sejuani,Jayce,Kaisa,2,2,100.0
Hecarim,Jax,Akshan,5,2,40.0
Maokai,Aatrox,Aurora,3,3,100.0
Volibear,Darius,Akshan,3,0,0.0
Diana,Sion,Yone,7,7,100.0
Kayn,Gangplank,Sylas,3,1,33.33
Master Yi,Darius,Sylas,2,1,50.0
Viego,Aurora,Akshan,2,2,100.0
Trundle,Jayce,Hwei,7,4,57.14
Kindred,Riven,Nidalee,6,0,0.0
Jax,Camille,Irelia,2,2,100.0
Xin Zhao,Jayce,Akali,7,2,28.57
Xin Zhao,Jax,LeBlanc,12,7,58.33
Shaco,Garen,Sylas,2,2,100.0
Udyr,Zac,Viego,2,0,0.0
Kindred,Ambessa,Ahri,18,13,72.22
Zed,Warwick,Akshan,1,1,100.0
Kindred,Gwen,Akshan,2,2,100.0
Elise,Sett,Azir,9,0,0.0
Xin Zhao,Fiora,Qiyana,2,2,100.0
Nidalee,Qiyana,Akshan,1,1,100.0
Diana,Jayce,Akshan,1,1,100.0
Naafiri,Yorick,Ahri,8,5,62.5
Zed,Camille,Veigar,2,0,0.0
Xin Zhao,Darius,Sylas,5,3,60.0
Kayn,Gwen,Lee Sin,5,0,0.0
Karthus,Yorick,Yone,17,7,41.18
Wukong,Rumble,Aurelion Sol,1,1,100.0
Olaf,Vladimir,Yone,1,0,0.0
Reksai,Volibear,Mel,1,1,100.0
Xin Zhao,Mordekaiser,Aurora,2,1,50.0
Master Yi,Gwen,Ryze,12,7,58.33
Wukong,Fiora,Yone,5,0,0.0
Rammus,Ornn,Azir,11,1,9.09
Kayn,Renekton,Azir,9,0,0.0
Kindred,Quinn,Briar,1,0,0.0
Rammus,Ambessa,Kassadin,9,3,33.33
Talon,Aurora,Ambessa,6,2,33.33
Talon,Sett,Azir,5,4,80.0
Maokai,Jayce,Azir,4,0,0.0
Nidalee,Jax,Annie,9,5,55.56
Jarvan IV,Gragas,Vladimir,6,0,0.0
Lillia,Yone,Taliyah,6,0,0.0
Master Yi,Vladimir,Quinn,3,3,100.0
Talon,LeBlanc,Azir,3,0,0.0
Nidalee,Darius,Galio,3,3,100.0
Viego,Vladimir,Akali,4,0,0.0
Udyr,Jax,Yasuo,15,3,20.0
Kindred,Udyr,Lux,10,4,40.0
Lillia,Ambessa,Akshan,9,5,55.56
Xin Zhao,Darius,Aurora,11,11,100.0
Sylas,Darius,Smolder,1,1,100.0
Ekko,Gnar,Yone,4,0,0.0
Vi,Camille,Pantheon,2,0,0.0
Talon,Ryze,Corki,3,0,0.0
Kindred,Dr. Mundo,Yasuo,2,2,100.0
Lillia,Warwick,Jayce,3,0,0.0
Ekko,Jax,Taliyah,4,3,75.0
Kayn,Rengar,Diana,3,0,0.0
Graves,Riven,Katarina,4,4,100.0
Talon,Poppy,Annie,4,0,0.0
Rengar,Darius,Diana,4,4,100.0
Kayn,Fiora,Anivia,2,2,100.0
Nunu & Willump,Garen,Taliyah,2,0,0.0
Belveth,Sett,Zoe,3,0,0.0
Wukong,Yasuo,Taliyah,3,3,100.0
Wukong,Gangplank,Akali,10,10,100.0
Gwen,Renekton,Annie,6,0,0.0
Evelynn,KSante,Briar,5,0,0.0
Nidalee,Quinn,Taliyah,5,5,100.0
Nidalee,Riven,Zilean,5,0,0.0
Nocturne,Gragas,Tryndamere,6,0,0.0
Viego,Darius,Vladimir,15,10,66.67
Diana,Yasuo,Malzahar,10,0,0.0
Briar,Gnar,Talon,3,0,0.0
Nidalee,Rumble,Ambessa,9,0,0.0
Jarvan IV,Jax,Qiyana,11,5,45.45
Rengar,Gragas,KogMaw,4,0,0.0
Wukong,Anivia,Aurora,5,5,100.0
Jarvan IV,Sion,Kayle,8,0,0.0
Pantheon,Jhin,Briar,4,4,100.0
Xin Zhao,Ambessa,KogMaw,2,0,0.0
Trundle,Riven,KSante,2,2,100.0
Pantheon,Jayce,Diana,4,4,100.0
Vi,Sion,Katarina,6,0,0.0
Xin Zhao,Shen,Sylas,7,7,100.0
KhaZix,Ornn,Ahri,7,1,14.29
Kindred,Gnar,Orianna,2,2,100.0
Jarvan IV,Jayce,Karma,2,0,0.0
Udyr,Warwick,Lux,2,0,0.0
Master Yi,Kayle,Mel,7,0,0.0
Skarner,Riven,Irelia,7,7,100.0
Belveth,Jax,Zac,3,0,0.0
Lillia,Garen,Yone,4,4,100.0
Sejuani,Darius,Irelia,4,1,25.0
Rengar,Akali,Ahri,3,3,100.0
Talon,Yorick,Akali,6,0,0.0
Volibear,Sett,Singed,3,3,100.0
Lee Sin,Yasuo,Katarina,3,0,0.0
Ambessa,Rumble,Zed,3,3,100.0
Lee Sin,Twisted Fate,Ahri,3,0,0.0
Viego,Jayce,Taliyah,33,16,48.48
Vi,Yasuo,Twisted Fate,2,2,100.0
Brand,Renekton,Ryze,2,0,0.0
Wukong,Urgot,Akali,1,1,100.0
Ekko,Zac,Tristana,2,0,0.0
Skarner,Aatrox,LeBlanc,2,0,0.0
Naafiri,Warwick,Taliyah,5,3,60.0
Vi,Teemo,KogMaw,1,0,0.0
Nidalee,Aurora,Yone,3,3,100.0
Jarvan IV,Ambessa,Ziggs,9,9,100.0
Evelynn,Ornn,Zilean,2,2,100.0
Talon,Wukong,Twisted Fate,5,3,60.0
Lee Sin,Rumble,Syndra,11,3,27.27
Elise,Aatrox,Quinn,3,3,100.0
Nidalee,Yone,Corki,5,0,0.0
Viego,Rengar,Xerath,5,5,100.0
Nidalee,Vladimir,Kassadin,1,0,0.0
Lee Sin,Gnar,Viktor,4,1,25.0
Naafiri,KogMaw,Ryze,1,0,0.0
Pantheon,Jayce,Cassiopeia,2,2,100.0
Vi,Yorick,Lux,2,2,100.0
Talon,Jayce,Ahri,4,2,50.0
Naafiri,Rumble,Talon,1,0,0.0
KhaZix,Quinn,Ryze,2,2,100.0
Talon,Gnar,Annie,3,0,0.0
Zed,Renekton,Sylas,11,10,90.91
KhaZix,Singed,Cassiopeia,3,0,0.0
Rengar,Fiora,Ryze,3,3,100.0
Fiddlesticks,Tryndamere,Corki,2,2,100.0
Talon,Jayce,Katarina,4,0,0.0
Aatrox,Shen,LeBlanc,2,2,100.0
Qiyana,Yasuo,Orianna,1,1,100.0
Zed,Yasuo,Aurora,4,0,0.0
Talon,Warwick,Viktor,2,2,100.0
Xin Zhao,Teemo,Zac,2,2,100.0
Gragas,Ambessa,Azir,2,0,0.0
Dr. Mundo,Kled,Aurora,2,2,100.0
Lillia,Illaoi,Zed,3,1,33.33
Nidalee,Twitch,Jayce,3,0,0.0
Kayn,Sion,Taliyah,6,4,66.67
Zac,Irelia,Zoe,2,0,0.0
Pantheon,Renekton,Malzahar,3,0,0.0
Lillia,Vladimir,Varus,1,0,0.0
Ivern,Kayle,Riven,1,1,100.0
Sejuani,Chogath,Yone,5,5,100.0
Zed,Aatrox,Aurora,14,6,42.86
Vi,Zac,Ryze,2,2,100.0
Nocturne,Sion,Galio,2,2,100.0
Vi,Quinn,Smolder,2,0,0.0
Fiddlesticks,Darius,Jayce,1,0,0.0
Udyr,Gangplank,Singed,2,2,100.0
Rammus,Jayce,Lux,1,0,0.0
Naafiri,Gnar,Akali,2,2,100.0
Diana,Renekton,Sion,5,2,40.0
Rammus,Rengar,Akali,3,3,100.0
Vi,Nidalee,Aurora,2,0,0.0
Diana,Zed,LeBlanc,2,2,100.0
Diana,Sion,Smolder,2,0,0.0
Rammus,Jax,Irelia,3,2,66.67
Kayn,Jax,Dr. Mundo,5,0,0.0
Lee Sin,Singed,Qiyana,2,0,0.0
Nidalee,Twisted Fate,Akali,2,2,100.0
Jax,Garen,Orianna,3,0,0.0
Udyr,Sett,Twisted Fate,3,3,100.0
Naafiri,Garen,Katarina,2,2,100.0
Dr. Mundo,Chogath,Twisted Fate,2,0,0.0
Kayn,Twisted Fate,Orianna,3,0,0.0
Udyr,Xin Zhao,Twisted Fate,1,1,100.0
Jax,Gragas,Talon,3,3,100.0
Naafiri,Ryze,Irelia,2,0,0.0
Wukong,Riven,Twisted Fate,2,2,100.0
Lee Sin,Jax,Annie,24,12,50.0
Poppy,Jax,Twisted Fate,6,6,100.0
Zed,Urgot,Syndra,7,3,42.86
Vi,Twisted Fate,Yone,3,3,100.0
Lee Sin,Jax,Singed,2,2,100.0
Naafiri,Gragas,Twisted Fate,7,6,85.71
Vi,Yone,Twisted Fate,4,4,100.0
Lee Sin,Twisted Fate,Orianna,2,2,100.0
Kayn,Nasus,Viktor,4,1,25.0
Qiyana,Twisted Fate,Tristana,2,2,100.0
Viego,Twisted Fate,Azir,3,3,100.0
Qiyana,Twisted Fate,Ahri,3,3,100.0
Viego,Shen,Lux,6,3,50.0
Zed,Twisted Fate,Mel,3,3,100.0
Kindred,Riven,Ahri,2,0,0.0
Dr. Mundo,Twisted Fate,Sylas,2,2,100.0
Vi,Twisted Fate,Viktor,3,3,100.0
Fiddlesticks,Kayle,Qiyana,2,2,100.0
Udyr,Fiora,Lux,2,0,0.0
Zed,Aatrox,Ryze,9,5,55.56
Xin Zhao,Yasuo,Zilean,2,1,50.0
Vi,Singed,Ahri,5,4,80.0
Zac,Twisted Fate,LeBlanc,1,1,100.0
Nidalee,Sylas,Twisted Fate,1,1,100.0
Hecarim,Irelia,Mel,1,0,0.0
Naafiri,Smolder,Twisted Fate,1,1,100.0
Wukong,Poppy,Mel,1,0,0.0
Udyr,Jayce,Zilean,2,1,50.0
Pantheon,Ryze,Vladimir,3,3,100.0
Talon,Twisted Fate,Annie,2,0,0.0
Pantheon,Rumble,Fiora,2,0,0.0
Nunu & Willump,Darius,Galio,2,2,100.0
Talon,Jax,Katarina,3,3,100.0
Xin Zhao,Gnar,Twisted Fate,3,0,0.0
Naafiri,Gwen,Hwei,10,9,90.0
Viego,Qiyana,Twisted Fate,2,0,0.0
Ekko,Yasuo,Nunu & Willump,2,2,100.0
Gwen,Rengar,Yasuo,1,1,100.0
Viego,Katarina,Aurora,2,0,0.0
Udyr,Renekton,Azir,8,8,100.0
Nocturne,Fiora,Akali,7,3,42.86
Belveth,Anivia,Katarina,5,5,100.0
Hecarim,Cassiopeia,Zed,5,0,0.0
Zed,Camille,Katarina,11,0,0.0
Volibear,Quinn,Sylas,3,3,100.0
Zed,Sion,Yasuo,1,1,100.0
Shaco,Fiora,Galio,2,1,50.0
Qiyana,Riven,Singed,4,4,100.0
Wukong,KogMaw,Katarina,4,4,100.0
Zed,Teemo,Gragas,5,0,0.0
Graves,Diana,Ahri,4,4,100.0
Ekko,Shen,Katarina,4,4,100.0
Wukong,Gwen,Diana,5,0,0.0
Wukong,Gwen,Katarina,4,4,100.0
Ekko,Irelia,Ahri,8,0,0.0
Zed,Diana,Yasuo,2,2,100.0
Trundle,Sett,Ryze,2,0,0.0
Nidalee,Fiora,LeBlanc,9,0,0.0
Nocturne,Vayne,Vex,2,2,100.0
Corki,Rumble,Akali,2,0,0.0
Elise,Aatrox,Viktor,5,0,0.0
Xin Zhao,Gragas,Orianna,17,9,52.94
Xin Zhao,Gangplank,Irelia,5,0,0.0
Xin Zhao,KSante,Azir,5,4,80.0
Wukong,Volibear,Yasuo,5,0,0.0
Naafiri,Poppy,Azir,1,1,100.0
Ekko,Tryndamere,Annie,1,0,0.0
Taliyah,Riven,Lissandra,1,0,0.0
Wukong,Renekton,Ekko,3,2,66.67
Darius,Quinn,Orianna,2,2,100.0
KhaZix,Pantheon,Zed,2,0,0.0
KhaZix,Poppy,Vex,3,3,100.0
Naafiri,Irelia,Ahri,10,1,10.0
Elise,Yone,Briar,1,0,0.0
Viego,Yorick,Orianna,12,7,58.33
Master Yi,Yasuo,Azir,1,1,100.0
Fiddlesticks,Jax,Fizz,1,0,0.0
Dr. Mundo,Anivia,Xerath,5,5,100.0
Trundle,Malphite,Syndra,5,0,0.0
Lee Sin,Sylas,Hwei,6,0,0.0
Volibear,Aurora,Katarina,9,9,100.0
Fiddlesticks,Irelia,Sylas,2,1,50.0
Lee Sin,Gwen,Qiyana,12,2,16.67
Kayn,Yorick,Karthus,4,0,0.0
Shaco,Aatrox,Akshan,1,0,0.0
Kayn,Ornn,Hwei,2,2,100.0
Poppy,Aatrox,Viktor,3,0,0.0
Master Yi,Riven,Sylas,10,3,30.0
Wukong,Cassiopeia,Lux,3,0,0.0
Viego,Warwick,Hwei,5,4,80.0
Gwen,Anivia,Lissandra,2,0,0.0
Kayn,Annie,Tristana,4,4,100.0
Briar,Shen,Orianna,5,0,0.0
Ekko,Gwen,Orianna,6,3,50.0
Elise,Quinn,Yunara,2,2,100.0
Skarner,Sett,Twisted Fate,2,0,0.0
Trundle,Gwen,Irelia,6,3,50.0
Jax,Urgot,Azir,3,3,100.0
Talon,Renekton,Zeri,1,1,100.0
Ivern,Rengar,Lux,1,0,0.0
Viego,Ambessa,Orianna,18,12,66.67
Mordekaiser,Fiora,Aurelion Sol,2,2,100.0
Nidalee,Gragas,Anivia,2,2,100.0
Kayn,Gangplank,Pantheon,3,3,100.0
Talon,Gragas,Yunara,2,0,0.0
Lee Sin,Aatrox,Annie,7,5,71.43
Lee Sin,Yunara,Orianna,2,0,0.0
Nocturne,Ornn,Shaco,2,2,100.0
Viego,Mordekaiser,Anivia,1,0,0.0
Ekko,Mordekaiser,Yasuo,6,2,33.33
Xin Zhao,Zed,Azir,1,0,0.0
Diana,Vayne,Mel,3,3,100.0
Master Yi,Aatrox,Ahri,7,0,0.0
Gragas,Gangplank,Tristana,2,2,100.0
Dr. Mundo,Singed,Akali,2,2,100.0
Dr. Mundo,Yone,Kassadin,5,0,0.0
Rumble,Yasuo,Singed,4,4,100.0
Lee Sin,Darius,Anivia,5,0,0.0
Dr. Mundo,Jax,Zac,4,4,100.0
Ekko,Irelia,Pantheon,4,4,100.0
Gragas,Volibear,Yasuo,1,1,100.0
Pantheon,Jayce,Mel,13,6,46.15
Nunu & Willump,Gwen,Akshan,8,3,37.5
Nidalee,Renekton,Yasuo,4,2,50.0
Graves,Irelia,Sylas,2,0,0.0
Kayn,Sion,Diana,2,0,0.0
Talon,Akali,Xerath,3,3,100.0
Kayn,Zed,Hwei,3,0,0.0
Mordekaiser,Darius,Syndra,2,2,100.0
Hecarim,Galio,Yunara,3,3,100.0
Kindred,Malphite,Smolder,3,0,0.0
Nidalee,Ambessa,Kassadin,3,3,100.0
Dr. Mundo,Irelia,Rumble,4,0,0.0
Dr. Mundo,Singed,Ryze,5,0,0.0
Naafiri,Riven,Sylas,5,1,20.0
Vi,Yone,Ahri,2,1,50.0
Udyr,Yorick,Galio,1,1,100.0
Pantheon,Irelia,Fizz,4,0,0.0
Ekko,Garen,Singed,1,0,0.0
Zed,Ornn,Xerath,8,1,12.5
Pantheon,Swain,Lux,3,3,100.0
Nunu & Willump,Sion,Hwei,5,1,20.0
Nidalee,Fiora,Viktor,3,3,100.0
Xin Zhao,Gnar,LeBlanc,7,0,0.0
Xin Zhao,Akali,Ziggs,6,0,0.0
Jax,Garen,Vladimir,6,6,100.0
Gragas,Gangplank,Mel,4,4,100.0
Master Yi,Yone,Lux,6,0,0.0
Xin Zhao,Karma,Ekko,4,0,0.0
Kindred,Quinn,Aurora,4,4,100.0
Trundle,Gangplank,Mel,6,6,100.0
Viego,Qiyana,Annie,2,0,0.0
KhaZix,Anivia,Syndra,2,2,100.0
Lillia,Yone,Lissandra,3,0,0.0
Karthus,Cassiopeia,Lucian,4,4,100.0
Ivern,Irelia,Vladimir,4,0,0.0
Karthus,Gwen,Taliyah,2,2,100.0
Ekko,Gangplank,Ahri,7,4,57.14
Master Yi,Riven,Zac,3,3,100.0
Mordekaiser,Aatrox,Yunara,2,0,0.0
Ekko,Irelia,Akali,3,2,66.67
Ekko,Gragas,Ezreal,1,1,100.0
Karthus,Kayle,Katarina,3,3,100.0
Master Yi,KogMaw,Irelia,3,0,0.0
Naafiri,Jayce,Katarina,2,0,0.0
Nocturne,Briar,Galio,1,1,100.0
Ekko,Shen,Corki,8,8,100.0
Lillia,Renekton,Karthus,1,0,0.0
Nocturne,Mordekaiser,Malzahar,1,1,100.0
Vi,Camille,LeBlanc,3,2,66.67
Hecarim,Gwen,Ekko,2,0,0.0
Xin Zhao,Camille,Lux,1,1,100.0
Kayn,Renekton,Mel,4,2,50.0
Kindred,Jax,Katarina,11,4,36.36
Zed,Darius,Nidalee,3,3,100.0
Pantheon,Renekton,Brand,2,0,0.0
Wukong,Sion,Vladimir,4,3,75.0
Udyr,Yorick,Syndra,4,4,100.0
Kindred,Irelia,Cassiopeia,2,0,0.0
Nidalee,Sion,Irelia,20,9,45.0
Vi,Yone,Sylas,9,7,77.78
Ekko,Jax,Sett,2,2,100.0
Ambessa,Renekton,Vladimir,2,0,0.0
Talon,Singed,Zoe,2,2,100.0
Evelynn,Rengar,Galio,2,0,0.0
Fiddlesticks,KSante,Taliyah,2,2,100.0
Graves,Aatrox,Aurora,4,4,100.0
Sejuani,Qiyana,Sylas,1,0,0.0
Nidalee,Renekton,Smolder,2,0,0.0
Evelynn,Singed,Corki,1,1,100.0
Belveth,Rumble,Irelia,3,0,0.0
Zed,Yorick,LeBlanc,3,3,100.0
Talon,Chogath,Sylas,7,2,28.57
Lee Sin,Irelia,Taliyah,3,3,100.0
Zed,Gragas,Talon,3,1,33.33
Udyr,Gragas,Kayle,1,0,0.0
Kayn,Dr. Mundo,Katarina,6,5,83.33
Kayn,Camille,Ahri,2,1,50.0
Pantheon,Nidalee,Annie,1,0,0.0
Diana,Yorick,Ahri,4,1,25.0
Lillia,Gangplank,Mel,2,0,0.0
Master Yi,Gangplank,Ryze,2,0,0.0
Zac,Aatrox,Corki,2,2,100.0
Kayn,Sett,Ryze,9,6,66.67
Vi,Gragas,Ryze,5,2,40.0
Hecarim,Chogath,Yone,3,3,100.0
Nunu & Willump,KogMaw,Sylas,4,4,100.0
Zed,Akshan,Aurora,3,0,0.0
Vi,Nidalee,VelKoz,3,3,100.0
Xin Zhao,Jax,Taliyah,10,9,90.0
Elise,Jayce,Sylas,4,1,25.0
Kindred,Riven,Zed,4,4,100.0
Graves,Jax,Kassadin,1,0,0.0
Sejuani,Sion,Azir,2,2,100.0
Vi,Teemo,Yasuo,2,0,0.0
Shaco,Yorick,LeBlanc,2,2,100.0
Udyr,Jayce,Yasuo,7,0,0.0
Lee Sin,Gangplank,Anivia,6,3,50.0
Kindred,Ambessa,Seraphine,1,0,0.0
Zed,Yorick,Annie,1,1,100.0
Zed,Riven,Diana,1,0,0.0
Diana,Irelia,Gangplank,2,2,100.0
Viego,Ryze,Akali,4,2,50.0
Naafiri,Riven,Syndra,6,6,100.0
Olaf,Urgot,Viktor,3,2,66.67
Nocturne,Sion,Zoe,2,2,100.0
Ekko,Yorick,Annie,4,3,75.0
Ekko,Yone,Sylas,3,2,66.67
Wukong,Morgana,Syndra,4,0,0.0
Poppy,Gwen,Annie,4,4,100.0
Wukong,Warwick,Azir,5,5,100.0
Kayn,Aatrox,Vladimir,7,1,14.29
Nidalee,Ornn,Jayce,4,0,0.0
Lee Sin,Yorick,Yasuo,2,0,0.0
Zed,Quinn,Cassiopeia,4,0,0.0
Udyr,Gangplank,Annie,6,6,100.0
Diana,Rumble,Yasuo,9,3,33.33
Warwick,Aurora,Yone,4,4,100.0
Maokai,Renekton,Azir,8,8,100.0
Vi,Jax,Tristana,8,0,0.0
KhaZix,Sett,Taliyah,3,3,100.0
Vi,Ryze,Viktor,2,0,0.0
Ambessa,Darius,Zac,6,6,100.0
Lillia,Irelia,Qiyana,7,1,14.29
Udyr,Aatrox,KogMaw,1,1,100.0
Dr. Mundo,Yorick,Orianna,7,7,100.0
Naafiri,Ornn,Syndra,5,1,20.0
Nocturne,Yorick,Heimerdinger,3,3,100.0
Nidalee,Illaoi,Sion,3,0,0.0
Rengar,Riven,Hwei,6,4,66.67
Lee Sin,Anivia,Lux,2,2,100.0
Hecarim,Kayle,Fizz,2,0,0.0
Maokai,Kayn,Zed,3,0,0.0
