champion1,champion2,champion3,games,wins,win_rate
Belveth,Riven,Annie,11,9,81.82
Viego,Fiora,Mel,14,3,21.43
Viego,Riven,Annie,17,15,88.24
Belveth,Rumble,Yone,8,0,0.0
Nocturne,Riven,Aurora,12,10,83.33
Jarvan IV,Kayle,Azir,11,3,27.27
Viego,Gwen,Annie,28,12,42.86
Kindred,Kayle,Viktor,15,5,33.33
Trundle,Nidalee,Yone,8,8,100.0
Shaco,Gragas,Smolder,8,0,0.0
Pantheon,Ambessa,Diana,20,1,5.0
Ekko,Riven,Zoe,8,8,100.0
Diana,Riven,Kassadin,7,3,42.86
Wukong,Neeko,Viktor,3,0,0.0
Elise,Sejuani,Neeko,5,5,100.0
Pantheon,Kennen,Riven,6,1,16.67
Kindred,Nidalee,Orianna,8,0,0.0
Pantheon,Jax,Ryze,22,12,54.55
Pantheon,Vayne,Aurora,12,0,0.0
Jarvan IV,Gragas,Sylas,28,23,82.14
Belveth,Nidalee,Diana,8,8,100.0
Trundle,Renekton,Orianna,10,2,20.0
Viego,Sion,Orianna,27,15,55.56
Sejuani,Riven,Naafiri,5,0,0.0
Shaco,Sion,Corki,6,0,0.0
Jarvan IV,Kayle,Ryze,6,6,100.0
Viego,Fiora,Gragas,10,10,100.0
Pantheon,Gnar,Fizz,11,0,0.0
Viego,Viktor,Riven,9,9,100.0
Pantheon,Poppy,Akali,15,0,0.0
Zed,Nidalee,Azir,7,7,100.0
Xin Zhao,Yorick,Vladimir,7,0,0.0
Ivern,Yorick,Azir,18,6,33.33
Xin Zhao,Riven,Viktor,16,7,43.75
Talon,Riven,Xerath,4,2,50.0
Graves,Ambessa,Syndra,3,2,66.67
Wukong,Ambessa,Galio,18,7,38.89
Lee Sin,Vayne,Lissandra,5,0,0.0
Pantheon,Rumble,Ambessa,10,10,100.0
Viego,Chogath,Orianna,11,3,27.27
Jarvan IV,Nidalee,Ziggs,8,8,100.0
Vi,Ambessa,Orianna,39,11,28.21
Qiyana,Illaoi,Orianna,9,9,100.0
Wukong,Vayne,Zac,9,0,0.0
Jarvan IV,Riven,Orianna,26,3,11.54
Pantheon,Malphite,Sylas,19,13,68.42
Vi,Gwen,Taliyah,38,23,60.53
Zed,Riven,Aurora,11,10,90.91
Elise,Riven,Chogath,8,8,100.0
Viego,Fiora,Ryze,30,9,30.0
Xin Zhao,Riven,Yone,9,0,0.0
Viego,Swain,Aurora,10,9,90.0
Zyra,Nidalee,Zed,10,10,100.0
Ekko,Irelia,Viktor,8,0,0.0
Lee Sin,Renekton,Twisted Fate,24,12,50.0
Lee Sin,Draven,Kayle,3,0,0.0
Udyr,Vayne,Orianna,3,3,100.0
Volibear,Riven,Ahri,6,1,16.67
Kayn,Jayce,Sylas,14,2,14.29
Ivern,Riven,Caitlyn,8,8,100.0
Dr. Mundo,Wukong,Kayle,5,0,0.0
Viego,Shen,Nidalee,2,0,0.0
Hecarim,Kayle,Riven,2,2,100.0
Viego,Riven,Ryze,13,9,69.23
Ivern,Renekton,Azir,7,1,14.29
Fiddlesticks,Kled,Azir,4,4,100.0
Taliyah,Yasuo,Yone,6,0,0.0
Ivern,Riven,Pantheon,3,0,0.0
Jarvan IV,Quinn,Taliyah,10,8,80.0
Udyr,Jayce,Ahri,8,4,50.0
Shaco,Lucian,Aurora,3,0,0.0
Yuumi,Quinn,Rumble,2,0,0.0
Gwen,Riven,Vladimir,3,2,66.67
Gwen,Vayne,Nidalee,5,0,0.0
Ekko,Sett,Azir,7,7,100.0
Belveth,Nidalee,Taliyah,7,7,100.0
Rammus,Gangplank,Zoe,9,0,0.0
Nunu & Willump,Jax,Taliyah,5,1,20.0
Graves,Vladimir,Twisted Fate,5,4,80.0
Nunu & Willump,Riven,Ahri,6,2,33.33
Volibear,Jax,Karthus,2,0,0.0
Nunu & Willump,Ambessa,Naafiri,3,0,0.0
Hecarim,Vayne,Sylas,3,0,0.0
Jarvan IV,Tryndamere,Naafiri,3,3,100.0
Talon,Riven,Renekton,3,3,100.0
Karthus,Rumble,Naafiri,3,0,0.0
Gragas,Riven,Caitlyn,1,0,0.0
Talon,Jayce,Twisted Fate,8,8,100.0
Viego,Corki,Twisted Fate,2,0,0.0
Volibear,Riven,Lissandra,3,3,100.0
Nidalee,Gnar,Corki,7,4,57.14
Lee Sin,Vayne,Taliyah,5,5,100.0
Lee Sin,Aatrox,Zoe,24,13,54.17
Hecarim,Riven,Lissandra,4,4,100.0
Nidalee,Vayne,Kassadin,2,2,100.0
Karthus,Wukong,Ryze,2,0,0.0
Nidalee,Camille,Syndra,7,0,0.0
Ambessa,Vayne,Zac,6,6,100.0
Ambessa,Nidalee,LeBlanc,4,4,100.0
Qiyana,Jax,Zac,4,0,0.0
Jarvan IV,Vayne,Neeko,3,3,100.0
Nidalee,Jax,Aurora,7,1,14.29
Volibear,Riven,Twisted Fate,8,4,50.0
Jax,Quinn,Zoe,4,0,0.0
Vayne,Riven,Mel,8,8,100.0
Lee Sin,Camille,Ahri,13,3,23.08
Pantheon,Ambessa,Hwei,19,15,78.95
Lee Sin,Kayle,Syndra,8,2,25.0
Lee Sin,Renekton,Hwei,15,12,80.0
Jarvan IV,Nidalee,Kennen,6,0,0.0
Poppy,Vladimir,Zoe,6,6,100.0
Wukong,Neeko,Zoe,5,0,0.0
Pantheon,Riven,Nidalee,5,5,100.0
Talon,Fiora,Hwei,6,2,33.33
Nunu & Willump,Ambessa,Riven,1,0,0.0
Zac,Jayce,Riven,6,6,100.0
Volibear,Ambessa,Ryze,6,2,33.33
Belveth,Riven,Aurora,1,1,100.0
Nidalee,Ambessa,Azir,3,0,0.0
Gwen,Jayce,Varus,1,0,0.0
Elise,Vladimir,Riven,1,1,100.0
Nidalee,Nasus,Riven,2,0,0.0
Lee Sin,Jayce,Twisted Fate,33,14,42.42
Lee Sin,Gangplank,Zoe,6,1,16.67
Poppy,Riven,Kayle,4,4,100.0
Rammus,Jax,Akali,5,5,100.0
Belveth,Riven,Sylas,5,0,0.0
Lee Sin,Riven,Zoe,5,0,0.0
Nidalee,Renekton,Katarina,4,4,100.0
Nidalee,Sion,Corki,13,11,84.62
Poppy,Tryndamere,Syndra,5,0,0.0
Lee Sin,Neeko,Riven,2,2,100.0
Xin Zhao,Vayne,Ekko,6,4,66.67
Nidalee,Riven,Vayne,5,0,0.0
Kindred,Renekton,Taliyah,8,6,75.0
Graves,Chogath,Kayle,1,0,0.0
Jarvan IV,Riven,Viktor,11,7,63.64
Mordekaiser,Sion,Corki,10,10,100.0
Nunu & Willump,Yone,Aurora,10,0,0.0
Mordekaiser,Aurora,Yone,10,10,100.0
Jarvan IV,Gwen,Annie,13,0,0.0
Jarvan IV,Ornn,Azir,14,9,64.29
Pantheon,Vladimir,Aurora,15,2,13.33
Trundle,Jayce,Ryze,28,14,50.0
Elise,Irelia,Yone,11,11,100.0
Lee Sin,Aatrox,Sylas,42,25,59.52
Jarvan IV,Sejuani,Aurora,10,0,0.0
Xin Zhao,Quinn,Ryze,9,8,88.89
Jarvan IV,Jax,Annie,13,0,0.0
Skarner,Ambessa,Galio,10,10,100.0
Jarvan IV,Kled,Yone,10,0,0.0
Hecarim,Janna,Azir,10,10,100.0
Trundle,Fiora,Ziggs,10,0,0.0
Vi,Sion,Aurora,17,16,94.12
Shyvana,KSante,Orianna,7,0,0.0
Lee Sin,Heimerdinger,Annie,6,0,0.0
Nocturne,Neeko,Aurora,6,6,100.0
Ambessa,Aatrox,Annie,10,0,0.0
Xin Zhao,Gwen,Orianna,27,18,66.67
Jarvan IV,Aatrox,Neeko,10,0,0.0
Nidalee,Riven,Sylas,30,27,90.0
KhaZix,Gwen,Orianna,21,10,47.62
Trundle,Riven,Viktor,13,10,76.92
Jarvan IV,Ambessa,Ryze,47,6,12.77
Trundle,Renekton,Cassiopeia,9,9,100.0
Sejuani,Gwen,Yone,18,17,94.44
Hecarim,Nocturne,Aurora,7,0,0.0
Hecarim,Shen,Corki,6,0,0.0
Udyr,Gangplank,Galio,5,4,80.0
Lee Sin,Renekton,Aurora,29,16,55.17
Nocturne,Gwen,Azir,11,0,0.0
Volibear,Sion,Taliyah,13,12,92.31
Trundle,Yone,Azir,9,0,0.0
Pantheon,Yorick,Ryze,20,11,55.0
Xin Zhao,Shen,Aurora,16,3,18.75
Elise,Shen,Tristana,7,0,0.0
Pantheon,Vladimir,Galio,8,8,100.0
Ekko,Renekton,Galio,15,11,73.33
Wukong,Urgot,Rumble,9,0,0.0
Pantheon,Tryndamere,Annie,8,0,0.0
Pantheon,Ahri,Cassiopeia,5,0,0.0
Zac,Aurora,Tristana,5,5,100.0
Trundle,Sion,Orianna,10,0,0.0
Ekko,Darius,Ambessa,8,8,100.0
Belveth,Riven,Galio,6,0,0.0
Volibear,KSante,Annie,9,9,100.0
Trundle,Poppy,Taliyah,9,9,100.0
Master Yi,Gragas,Viktor,10,0,0.0
Pantheon,Shen,Orianna,31,30,96.77
Chogath,Ambessa,Ryze,9,9,100.0
Shaco,Gwen,Orianna,12,0,0.0
Viego,Renekton,LeBlanc,23,13,56.52
Skarner,KSante,Azir,7,0,0.0
Belveth,Sylas,Syndra,10,10,100.0
Xin Zhao,Azir,Galio,10,0,0.0
Fiddlesticks,Vayne,Yone,10,10,100.0
Olaf,Jax,Syndra,10,0,0.0
Elise,Tryndamere,Tristana,5,0,0.0
KhaZix,Aurora,Orianna,5,5,100.0
Pantheon,Sion,Orianna,22,8,36.36
Vi,Aatrox,Annie,9,9,100.0
Belveth,Shaco,Viktor,7,7,100.0
Diana,Ambessa,Zed,19,7,36.84
Karthus,Jax,Orianna,6,0,0.0
Zed,Vladimir,Nunu & Willump,9,6,66.67
Pantheon,Gragas,Yone,25,9,36.0
Vi,Irelia,Azir,8,8,100.0
Pantheon,Camille,Ryze,14,10,71.43
Wukong,Kled,Vladimir,9,0,0.0
Rengar,Riven,Galio,10,0,0.0
Nunu & Willump,Kled,Neeko,7,7,100.0
Skarner,Rumble,Ziggs,9,9,100.0
Nunu & Willump,Aatrox,Viktor,11,0,0.0
Shen,Quinn,Ekko,3,0,0.0
Belveth,Renekton,Ryze,7,3,42.86
Belveth,Camille,Annie,6,5,83.33
KhaZix,Renekton,Naafiri,5,0,0.0
Talon,Rumble,Ekko,2,0,0.0
Zac,Ambessa,Galio,3,3,100.0
Volibear,Yorick,Taliyah,8,1,12.5
Udyr,Smolder,Ryze,8,7,87.5
Pantheon,Akali,Viktor,14,9,64.29
Trundle,Ryze,Zoe,7,0,0.0
Vi,Ambessa,Viktor,8,6,75.0
Poppy,Riven,Galio,5,0,0.0
Pantheon,Gwen,Zoe,18,8,44.44
Trundle,Ambessa,Annie,12,9,75.0
Pantheon,Jayce,Viktor,19,8,42.11
Qiyana,Irelia,Ryze,9,8,88.89
Ambessa,Renekton,Kennen,7,0,0.0
Ekko,Swain,Tristana,7,7,100.0
Karthus,Sion,Zoe,9,0,0.0
Ekko,Aatrox,Jayce,17,14,82.35
Jarvan IV,Swain,Annie,7,0,0.0
Wukong,Sylas,Zoe,7,7,100.0
Ekko,Swain,Ambessa,7,7,100.0
Zed,Camille,Galio,12,5,41.67
Naafiri,Jax,Galio,12,6,50.0
Jarvan IV,Vladimir,Twisted Fate,9,2,22.22
Nocturne,Gragas,Tristana,6,6,100.0
Naafiri,Swain,Galio,6,0,0.0
Jarvan IV,Jayce,Annie,21,18,85.71
Volibear,Fiora,Azir,19,12,63.16
Wukong,Ivern,Swain,4,4,100.0
Zac,Renekton,Twisted Fate,12,6,50.0
Kindred,Gnar,Galio,10,10,100.0
Taliyah,KSante,Cassiopeia,6,0,0.0
Pantheon,Jax,Syndra,27,9,33.33
Lee Sin,Gragas,Twisted Fate,15,4,26.67
Wukong,Aatrox,Zilean,7,0,0.0
Nidalee,Lee Sin,Zoe,6,6,100.0
Wukong,Shen,Azir,17,17,100.0
Lee Sin,Kennen,Akali,11,4,36.36
Vi,Anivia,Sylas,4,0,0.0
Shaco,Ambessa,Corki,8,7,87.5
Lee Sin,Jayce,Galio,22,9,40.91
Lee Sin,Ambessa,Vex,9,0,0.0
Ekko,Renekton,Kassadin,12,7,58.33
Lee Sin,Aurora,Galio,6,5,83.33
Pantheon,Ambessa,Sylas,49,23,46.94
Lee Sin,Jayce,Syndra,37,23,62.16
Talon,Yorick,Taliyah,8,6,75.0
Wukong,Aurora,Vladimir,13,11,84.62
Lee Sin,Yorick,Zoe,18,10,55.56
Pantheon,Vladimir,Rakan,3,3,100.0
Viego,Soraka,Syndra,3,0,0.0
Lee Sin,Jayce,Akali,17,3,17.65
Vi,Yorick,Aurora,16,6,37.5
Nidalee,Urgot,Yone,7,0,0.0
Pantheon,Jayce,Zoe,20,18,90.0
Vi,Ornn,Ahri,5,5,100.0
Ekko,Jax,Aurora,6,2,33.33
Talon,Ambessa,Annie,15,1,6.67
Nunu & Willump,Riven,Viktor,3,3,100.0
Graves,Riven,Taliyah,4,0,0.0
Belveth,Chogath,Azir,3,3,100.0
Rengar,KSante,Akali,8,5,62.5
Lee Sin,Gragas,Yone,21,15,71.43
Rammus,Poppy,Zed,6,6,100.0
Hecarim,Renekton,Naafiri,6,0,0.0
Pantheon,Aatrox,Veigar,9,3,33.33
Shaco,Ambessa,Aurora,8,7,87.5
Hecarim,Renekton,Veigar,6,2,33.33
Zed,Darius,Sylas,14,9,64.29
Jarvan IV,Renekton,Diana,10,0,0.0
Ekko,Quinn,Irelia,8,4,50.0
Aurelion Sol,Poppy,Yone,7,0,0.0
Zed,Renekton,Orianna,14,8,57.14
Ekko,Renekton,Irelia,11,11,100.0
Zed,Gwen,Akali,10,4,40.0
Fiddlesticks,Riven,Taliyah,3,3,100.0
Jarvan IV,Shen,Ahri,20,14,70.0
Ekko,Ambessa,Naafiri,3,0,0.0
Viego,Renekton,Gragas,11,11,100.0
Ekko,Aatrox,Yone,32,13,40.62
Gwen,Camille,Veigar,6,0,0.0
Wukong,Kennen,Veigar,2,1,50.0
Volibear,Reksai,Sylas,1,1,100.0
Graves,Sion,Galio,7,5,71.43
Jarvan IV,Gwen,Veigar,5,0,0.0
Jarvan IV,Yorick,Aurora,31,15,48.39
Ambessa,Jayce,Sylas,6,0,0.0
Nunu & Willump,Camille,LeBlanc,9,1,11.11
Reksai,Darius,Orianna,8,8,100.0
Nunu & Willump,Ryze,Smolder,8,8,100.0
Jarvan IV,Heimerdinger,Annie,8,0,0.0
Hecarim,Ambessa,Zac,6,6,100.0
Nunu & Willump,Quinn,Sylas,7,1,14.29
Vi,Teemo,LeBlanc,9,0,0.0
Nunu & Willump,Anivia,Syndra,6,6,100.0
Chogath,Dr. Mundo,Yone,10,0,0.0
Nunu & Willump,Riven,Orianna,14,10,71.43
Belveth,Riven,Vladimir,7,7,100.0
Nunu & Willump,Jax,Azir,7,0,0.0
Nunu & Willump,Gnar,Aurora,8,6,75.0
Elise,Quinn,Azir,11,0,0.0
Nunu & Willump,Irelia,Viktor,7,7,100.0
Trundle,Ornn,Karma,7,0,0.0
Ekko,Renekton,Orianna,10,10,100.0
Kindred,Ivern,Syndra,7,0,0.0
Ekko,Jayce,Yone,20,9,45.0
Nunu & Willump,Camille,Zoe,6,0,0.0
Qiyana,Urgot,Lissandra,5,5,100.0
Nunu & Willump,Fiora,Taliyah,6,0,0.0
Pantheon,Riven,Ryze,16,3,18.75
Nunu & Willump,KSante,Sylas,7,4,57.14
Graves,Urgot,Galio,4,0,0.0
Nunu & Willump,Vladimir,Orianna,4,4,100.0
Pantheon,Kennen,Diana,2,1,50.0
Xin Zhao,Wukong,Annie,1,0,0.0
Nunu & Willump,Kled,Sylas,9,9,100.0
Hecarim,Sion,Azir,25,1,4.0
Qiyana,Ambessa,Kayle,8,0,0.0
Viego,Renekton,Syndra,60,22,36.67
Pantheon,Kennen,Aurora,11,0,0.0
Nunu & Willump,Vladimir,Irelia,6,5,83.33
Dr. Mundo,Yorick,Anivia,6,0,0.0
Nunu & Willump,Garen,Annie,1,1,100.0
Ekko,Aatrox,VelKoz,5,0,0.0
Kindred,Viego,Sion,5,5,100.0
Ivern,Rengar,Galio,1,1,100.0
Nunu & Willump,Renekton,Kennen,1,0,0.0
Nunu & Willump,Jayce,Yone,6,6,100.0
Talon,Irelia,Sylas,10,1,10.0
Xin Zhao,Aatrox,Akali,16,13,81.25
Nunu & Willump,Ambessa,Yone,7,1,14.29
Volibear,Shen,Azir,8,0,0.0
Nunu & Willump,Aatrox,Twisted Fate,15,8,53.33
Pantheon,Vladimir,Orianna,7,5,71.43
Ambessa,Yorick,Neeko,3,0,0.0
Viego,Ambessa,LeBlanc,24,6,25.0
Nunu & Willump,Jax,Ahri,5,2,40.0
Ekko,Ambessa,Lissandra,6,3,50.0
Nunu & Willump,Yorick,Hwei,13,6,46.15
Nunu & Willump,Lissandra,Yone,8,8,100.0
Trundle,Shen,Vladimir,5,0,0.0
Nidalee,Ambessa,Yone,32,21,65.62
Nunu & Willump,Renekton,Hwei,4,0,0.0
Lee Sin,Jayce,Sylas,34,22,64.71
Nunu & Willump,Aatrox,Akali,9,8,88.89
Lee Sin,Ambessa,Syndra,29,17,58.62
Nunu & Willump,Kayle,Caitlyn,2,0,0.0
Qiyana,Jayce,Azir,4,0,0.0
Nunu & Willump,Yone,Lee Sin,3,3,100.0
Nunu & Willump,Renekton,Lissandra,4,4,100.0
Master Yi,Vladimir,Zoe,2,0,0.0
Pantheon,KSante,Ahri,16,9,56.25
Viego,Kayle,Fizz,2,0,0.0
Shaco,Chogath,Sion,6,0,0.0
Jax,Yorick,Zoe,7,7,100.0
Fiddlesticks,Neeko,Lissandra,2,2,100.0
Nunu & Willump,Yorick,Ahri,6,4,66.67
Nunu & Willump,Quinn,Olaf,4,0,0.0
Udyr,Ambessa,Sylas,28,19,67.86
Nunu & Willump,Wukong,Veigar,1,0,0.0
Volibear,Gragas,Ekko,2,2,100.0
Nidalee,Aatrox,Viktor,6,0,0.0
Nunu & Willump,KSante,Syndra,6,6,100.0
Nunu & Willump,Heimerdinger,Tryndamere,2,2,100.0
Naafiri,Gragas,Sylas,6,4,66.67
Briar,Ryze,Twisted Fate,2,0,0.0
Nunu & Willump,Neeko,Talon,1,0,0.0
Gwen,Yorick,Tristana,1,1,100.0
Belveth,Olaf,Ekko,2,2,100.0
Naafiri,Chogath,Syndra,8,4,50.0
Pantheon,Nidalee,Twisted Fate,9,5,55.56
Nunu & Willump,Cassiopeia,Yone,3,3,100.0
Trundle,Teemo,Azir,3,0,0.0
Vi,Jayce,Brand,3,0,0.0
Nunu & Willump,Sion,Azir,3,3,100.0
Nunu & Willump,Akali,Yone,2,0,0.0
Hecarim,Quinn,Syndra,12,3,25.0
Nunu & Willump,Ambessa,Ekko,5,5,100.0
Zyra,Camille,Syndra,4,0,0.0
Udyr,Ornn,Talon,2,2,100.0
Nunu & Willump,Garen,Sylas,4,2,50.0
Nidalee,Kled,Sion,5,5,100.0
Reksai,Rumble,Viktor,5,0,0.0
Nunu & Willump,Jax,Vladimir,11,5,45.45
Talon,Aatrox,Taliyah,10,4,40.0
Fiddlesticks,Renekton,Yone,16,9,56.25
Nunu & Willump,Ornn,Vladimir,5,0,0.0
Evelynn,Jayce,Sion,3,0,0.0
Viego,Kled,Viktor,10,3,30.0
Trundle,Ambessa,Diana,6,3,50.0
Nunu & Willump,Riven,Corki,1,0,0.0
Nidalee,Riven,Zac,6,2,33.33
Sejuani,Ornn,Diana,2,0,0.0
Talon,Kayle,Sylas,3,1,33.33
Nunu & Willump,Sion,Corki,2,2,100.0
Trundle,Rumble,Diana,1,0,0.0
Nunu & Willump,Ambessa,Corki,2,2,100.0
Jarvan IV,Riven,Yasuo,11,11,100.0
Nocturne,Kennen,Galio,9,0,0.0
KhaZix,Jayce,Vladimir,10,9,90.0
Trundle,Quinn,Azir,14,4,28.57
Elise,Gragas,Yone,14,6,42.86
Udyr,Riven,Taliyah,11,3,27.27
Nocturne,Jayce,Orianna,35,29,82.86
Morgana,Irelia,Neeko,7,0,0.0
KhaZix,Camille,Ahri,6,3,50.0
Trundle,Mordekaiser,Kennen,3,3,100.0
Elise,KSante,Akshan,9,1,11.11
Poppy,Olaf,Kennen,6,6,100.0
Nocturne,Camille,Hwei,7,1,14.29
Pantheon,KSante,Mel,11,10,90.91
Nocturne,Vladimir,Hwei,8,3,37.5
Viego,Chogath,Zoe,9,5,55.56
Nunu & Willump,Renekton,Taliyah,10,1,10.0
Nocturne,Aatrox,Tryndamere,8,8,100.0
KhaZix,Jayce,Chogath,12,12,100.0
Gwen,Ambessa,Orianna,13,3,23.08
Ekko,Riven,Tristana,16,12,75.0
Nocturne,Kennen,Sylas,12,4,33.33
Jarvan IV,KSante,Karma,7,0,0.0
Nunu & Willump,Aatrox,Zoe,7,7,100.0
Jarvan IV,Yone,Ryze,10,2,20.0
Elise,Renekton,Zed,19,10,52.63
Nocturne,Gwen,Neeko,7,6,85.71
Sejuani,Jayce,Aurora,11,0,0.0
Xin Zhao,Yasuo,Azir,23,9,39.13
Nocturne,Malphite,Orianna,22,22,100.0
Ambessa,Jayce,Gwen,7,7,100.0
KhaZix,Neeko,Irelia,7,0,0.0
Pantheon,Yone,Karma,7,7,100.0
Volibear,Aatrox,Aurora,11,4,36.36
Belveth,Gnar,Aurora,6,5,83.33
Jarvan IV,Xin Zhao,Akali,5,0,0.0
Morgana,KSante,Zoe,8,8,100.0
Nocturne,Gragas,Orianna,37,19,51.35
Rengar,KSante,Zoe,5,2,40.0
Nocturne,Gwen,Morgana,3,3,100.0
Lee Sin,Kennen,Naafiri,7,6,85.71
Elise,Garen,Kled,3,0,0.0
Viego,Ambessa,Karma,8,8,100.0
Hecarim,Jax,Azir,16,7,43.75
Pantheon,Jayce,Lux,9,3,33.33
Nocturne,Sion,Yunara,6,6,100.0
Nocturne,KSante,Lux,9,9,100.0
Nunu & Willump,Ambessa,Ahri,8,0,0.0
Viego,Sion,Anivia,5,5,100.0
Elise,Tryndamere,Jayce,5,0,0.0
Elise,Vladimir,Corki,6,6,100.0
Rammus,Renekton,Lux,7,1,14.29
Xin Zhao,Riven,Taliyah,24,10,41.67
Nocturne,Corki,Sylas,9,9,100.0
Nocturne,Jax,Ahri,20,12,60.0
Vi,Ambessa,Sylas,21,5,23.81
Poppy,Renekton,Azir,21,0,0.0
Nocturne,Jax,Viktor,11,10,90.91
Trundle,Vladimir,Fizz,8,8,100.0
KhaZix,Irelia,Yone,8,0,0.0
Jarvan IV,Trundle,Xerath,4,0,0.0
Amumu,Akali,Orianna,4,4,100.0
Elise,Gwen,Akshan,5,4,80.0
Zac,Nocturne,Ahri,4,0,0.0
Elise,Ornn,Akshan,4,4,100.0
Poppy,Nocturne,Hwei,3,0,0.0
Poppy,Jayce,Orianna,7,7,100.0
Elise,Riven,Yasuo,5,1,20.0
Hecarim,Nocturne,Azir,4,4,100.0
Jarvan IV,Dr. Mundo,Neeko,4,0,0.0
Elise,Urgot,Yone,12,5,41.67
Lee Sin,Singed,Ekko,5,0,0.0
Nocturne,Riven,Orianna,7,6,85.71
Elise,Aatrox,Yone,18,9,50.0
Nocturne,Ambessa,Syndra,20,19,95.0
Elise,Gwen,Sejuani,7,7,100.0
Lillia,Tryndamere,Lissandra,8,1,12.5
Nocturne,Akali,Jax,7,7,100.0
Elise,Malzahar,Tryndamere,7,0,0.0
Nidalee,Jayce,Aatrox,5,5,100.0
Master Yi,Yasuo,Karma,5,0,0.0
Nocturne,Renekton,Viktor,12,12,100.0
Xin Zhao,Aatrox,Galio,11,1,9.09
Xin Zhao,Rengar,Taliyah,4,4,100.0
Jarvan IV,Varus,Annie,4,0,0.0
Elise,Ornn,Smolder,5,5,100.0
Udyr,Sett,Viktor,5,0,0.0
Nocturne,Janna,Neeko,9,9,100.0
Xin Zhao,Dr. Mundo,Galio,20,1,5.0
Mordekaiser,Garen,Gwen,10,10,100.0
Nocturne,Jax,Syndra,13,1,7.69
Volibear,Gragas,Orianna,6,6,100.0
Jarvan IV,Kassadin,Akali,5,0,0.0
Zed,Fiora,Neeko,3,0,0.0
Jarvan IV,Rumble,Katarina,12,9,75.0
Belveth,Aatrox,Neeko,8,5,62.5
Elise,Kled,Ahri,3,3,100.0
Jarvan IV,Varus,Hwei,2,2,100.0
Brand,Urgot,Jhin,2,0,0.0
Nocturne,Heimerdinger,Syndra,9,9,100.0
Jarvan IV,Irelia,Kaisa,6,0,0.0
Jarvan IV,Chogath,Aatrox,10,0,0.0
Belveth,Riven,Hwei,10,10,100.0
Nocturne,Teemo,Ryze,9,7,77.78
Jarvan IV,Akali,Sylas,11,2,18.18
Xin Zhao,Jax,Swain,10,2,20.0
Jarvan IV,Riven,Twisted Fate,16,8,50.0
Pantheon,Riven,Karma,15,9,60.0
Nocturne,Renekton,Gwen,9,0,0.0
Jarvan IV,Riven,Vayne,7,0,0.0
Belveth,Renekton,Swain,7,7,100.0
Trundle,Reksai,Taliyah,2,2,100.0
